genre,preview_url,preview_track,color,top,left,font_size,run_date
deep funk house,https://p.scdn.co/mp3-preview/434a90eb9f8a1de24c408c64c75900477d539288,"e.g. Homero Espinosa ""Running - Tribute To 99 Mix""","rgb(187, 127, 161)",417px,1402px,100%,20221205
judaica,https://p.scdn.co/mp3-preview/2f03a4f8c579537e82823e305338cd45e3ab1f23,"e.g. Yosef Karduner ""Shir Lama'alot""","rgb(79, 145, 22)",14849px,705px,100%,20221205
musica amapaense,https://p.scdn.co/mp3-preview/eaf0337aed1a9fd116be377829eac51cfb0255a6,"e.g. Deize Pinheiro ""Capim Rosa Chá""","rgb(160, 136, 11)",9469px,771px,100%,20221205
tvog,https://p.scdn.co/mp3-preview/2779e3b2d35b1d4b2aa64e0529a5fce4447675de,"e.g. Michael Schulte ""Falling Apart""","rgb(131, 142, 6)",9854px,726px,101%,20221205
folk rock italiano,https://p.scdn.co/mp3-preview/4925c3ff7370dc4b326bb674b9540f6519f5a67d,"e.g. Bandabardò ""Se mi rilasso collasso""","rgb(133, 137, 10)",13765px,721px,102%,20221205
piano blues,https://p.scdn.co/mp3-preview/ad24245468823db16e794a31d2c1c5233cd370fe,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",17347px,916px,101%,20221205
canadian celtic,https://p.scdn.co/mp3-preview/2d353f9047f49b742c60fd922b1181bcb5abb429,"e.g. Rawlins Cross ""Reel 'n' Roll""","rgb(147, 138, 24)",12966px,532px,101%,20221205
cha-cha-cha,https://p.scdn.co/mp3-preview/c7a67b858113d9b883f2b81d34452d0d44903d2e,"e.g. Conjunto Los Cariñosos ""Sr. Juez""","rgb(127, 133, 62)",15852px,965px,101%,20221205
cante alentejano,https://p.scdn.co/mp3-preview/0002eca00c6c85f7f6567675b65680dd4219f0d0,"e.g. Rancho De Cantadores De Aldeia Nova De São Bento ""Trago Alentejo Na Voz""","rgb(58, 157, 94)",19495px,621px,100%,20221205
chutney,https://p.scdn.co/mp3-preview/760f92d4d5ca1feeb1a977c955545bbc8bcb1028,"e.g. Peter Ram ""Woman By My Side""","rgb(143, 130, 30)",14651px,818px,103%,20221205
zambian gospel,https://p.scdn.co/mp3-preview/b2072a79a77c791dc5b3001c51ea6d930ac53a0c,"e.g. Abel Chungu Musuka ""Extra Time""","rgb(162, 137, 6)",8863px,790px,100%,20221205
sacred steel,https://p.scdn.co/mp3-preview/b7d43cebc121b2c79fb63ab8a8169d23da7374b4,"e.g. Aubrey Ghent ""Amazing Grace""","rgb(152, 122, 98)",13691px,626px,100%,20221205
classic pakistani pop,https://p.scdn.co/mp3-preview/ffa82d2831339f03922c70e70f248bf0ef579c9f,"e.g. Noor Jehan ""Mujhse Pehli Si Mohabbat""","rgb(134, 134, 33)",15010px,736px,104%,20221205
classic australian country,https://p.scdn.co/mp3-preview/182797132739cb13613eeeef03b411eef19eb463,"e.g. Buddy Williams ""The Overlander Trail""","rgb(125, 143, 6)",12988px,855px,100%,20221205
chanson quebecois,https://p.scdn.co/mp3-preview/98621fbc0d40e0db2896fc843edfa3d1d5d03bb1,"e.g. Les Classels ""Le sentier de neige""","rgb(130, 142, 8)",14109px,632px,101%,20221205
