genre,preview_url,preview_track,color,top,left,font_size,run_date
south african deep house,https://p.scdn.co/mp3-preview/4bb8db2670e17f612e5499e148e1c12b9582abae,"e.g. China Charmeleon ""Bomalume""","rgb(152, 152, 151)",1033px,1286px,100%,20221101
champeta,https://p.scdn.co/mp3-preview/72786920e4b37c975f13f96ecce4694e527e90b9,"e.g. Koffee el Kafetero ""El Chicle""","rgb(202, 130, 5)",2851px,1080px,102%,20221101
dutch trap,https://p.scdn.co/mp3-preview/33dcb4addff06c82c88ac53d39aa5a630991ccfd,"e.g. Zack Ink ""Scary Sight""","rgb(152, 147, 13)",6997px,1134px,101%,20221101
kenyan hip hop,https://p.scdn.co/mp3-preview/71cc8daafe5235c48dd53f562e5f4b7c014e9811,"e.g. Boutross ""Omoka""","rgb(149, 145, 15)",7893px,1123px,100%,20221101
rap paraense,https://p.scdn.co/mp3-preview/4a2eefda04c9e7be41456e67f545aec26142b62f,"e.g. Nic Dias ""W.D.D""","rgb(147, 145, 5)",9877px,1091px,100%,20221101
cumbia ecuatoriana,https://p.scdn.co/mp3-preview/1c58290f6965354757f6df510fdbb052b935f3c6,"e.g. Juanita Burbano ""Orgullo de Mujer""","rgb(152, 145, 22)",11484px,1063px,101%,20221101
plug brasileiro,https://p.scdn.co/mp3-preview/ea191165dc8282e5d336f2001092fe3c759d38f6,"e.g. elkay ""00H15""","rgb(135, 156, 6)",5400px,1067px,101%,20221101
trap brasileiro,https://p.scdn.co/mp3-preview/e6d773a1090ea7abe91e7dc12d07245699f93fc1,"e.g. Aka Rasta ""E Se Eu Falasse o Que Sinto?""","rgb(147, 149, 5)",8355px,1071px,106%,20221101
rap calme,https://p.scdn.co/mp3-preview/28f9515de0bd1be514c1dabc868cc62e24064f53,"e.g. 313 ""Amour de jeunesse""","rgb(139, 152, 4)",11384px,1034px,105%,20221101
bhajan,https://p.scdn.co/mp3-preview/edcc20cb1409a20472dbf10bbd0048821a20bdd0,"e.g. Vandana Bhardwaj ""Aisi Laagi Lagan Meera Ho Gai Magan""","rgb(142, 134, 7)",14426px,767px,102%,20221101
diy emo,https://p.scdn.co/mp3-preview/7ac8bad2460acb64319587c94b442df0e50ebbfa,"e.g. Perspective, a Lovely Hand to Hold ""Pepe Silvia""","rgb(177, 119, 38)",8084px,353px,101%,20221101
alternative metalcore,https://p.scdn.co/mp3-preview/1078fa79f4309ad9ec0b6f29df89de9f655e9381,"e.g. Apron ""Luftschloss""","rgb(213, 94, 36)",6243px,328px,100%,20221101
carimbo,https://p.scdn.co/mp3-preview/8c3055407d202d8389834361af06392cf624e675,"e.g. Pinduca ""Sinhá Pureza""","rgb(186, 132, 12)",7411px,861px,100%,20221101
unblack metal,https://p.scdn.co/mp3-preview/354debce4569c38360d99089e91b8aaf86900bb0,"e.g. Crimson Moonlight ""The Dogma of Chalcedon""","rgb(212, 84, 106)",8600px,198px,100%,20221101
