genre,preview_url,preview_track,color,top,left,font_size,run_date
south african deep house,https://p.scdn.co/mp3-preview/4bb8db2670e17f612e5499e148e1c12b9582abae,"e.g. China Charmeleon ""Bomalume""","rgb(152, 152, 151)",1044px,1286px,100%,20221024
french tech house,https://p.scdn.co/mp3-preview/b4d88e1de3f79372ebe478f34433d84d97c9ac4d,"e.g. Chicks Luv Us ""Connection""","rgb(194, 136, 184)",234px,1389px,101%,20221024
musica amapaense,https://p.scdn.co/mp3-preview/7c73d85d5829854f7d428ff2e2214aec4be1e345,"e.g. Patrícia Bastos ""U Amassu I U Dubradú""","rgb(160, 136, 11)",9302px,769px,100%,20221024
piano blues,https://p.scdn.co/mp3-preview/ad24245468823db16e794a31d2c1c5233cd370fe,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",17292px,916px,101%,20221024
folk rock italiano,https://p.scdn.co/mp3-preview/baf40a0e4345959c7f3bece0f751c2198b70d07d,"e.g. Mercanti di Liquore ""Il viaggiatore""","rgb(133, 137, 10)",13729px,721px,102%,20221024
cha-cha-cha,https://p.scdn.co/mp3-preview/3ccfb935bde1972c46115f0c1914dec8e9c4ac0d,"e.g. Orquesta Aragón ""Quiéreme Sempre""","rgb(127, 133, 62)",15837px,965px,101%,20221024
chutney,https://p.scdn.co/mp3-preview/760f92d4d5ca1feeb1a977c955545bbc8bcb1028,"e.g. Peter Ram ""Woman By My Side""","rgb(143, 130, 30)",14712px,816px,103%,20221024
ye ye,https://p.scdn.co/mp3-preview/769c1ddd49d1ed2b710b0c8a68665f67839d2a4e,"e.g. Sylvie Vartan ""La plus Belle pour Aller Danser""","rgb(132, 138, 7)",14736px,615px,102%,20221024
muzica usoara,https://p.scdn.co/mp3-preview/0276fd931686d64ea49927331c8485b861d9260e,"e.g. Dan Spataru ""Să Cântăm Chitara Mea""","rgb(128, 143, 6)",13433px,623px,100%,20221024
classic australian country,https://p.scdn.co/mp3-preview/182797132739cb13613eeeef03b411eef19eb463,"e.g. Buddy Williams ""The Overlander Trail""","rgb(128, 142, 6)",13023px,861px,100%,20221024
birmingham indie,https://p.scdn.co/mp3-preview/088d0edbe0a734dd0ef2fa9c510d8028dc870197,"e.g. Peace ""Lovesick""","rgb(167, 130, 31)",7319px,438px,100%,20221024
folk rock,https://p.scdn.co/mp3-preview/2f799d20b1ffbe387990c810259750f7860a410a,"e.g. Buffalo Springfield ""For What It's Worth""","rgb(125, 135, 17)",14134px,688px,114%,20221024
fado instrumental,https://p.scdn.co/mp3-preview/be6a4dfe2d72231f29c0cb947f3c63d32dea6c9a,"e.g. Custódio Castelo ""In agradecimento Miss Morna""","rgb(107, 161, 142)",16377px,757px,100%,20221024
hampton roads indie,https://p.scdn.co/mp3-preview/5438ebd36b86e174310e54370861b2e213ed2f83,"e.g. The Hunts ""Valentina""","rgb(166, 130, 38)",10208px,444px,100%,20221024
taiwan indie,https://p.scdn.co/mp3-preview/0bb7e2cb22fd8e39b690fd526e3d546f71a407c0,"e.g. Wayne's so Sad ""台北流浪指南""","rgb(149, 136, 34)",8840px,521px,102%,20221024
dutch classical piano,https://p.scdn.co/mp3-preview/8da88c07de46c49e27e82bee6e4da5d854afd919,"e.g. Lucas Jussen """"Was mir behagt, ist nur die muntre Jagd"" Cantata, BWV 208: 9. Schafe können sicher weiden (Arr. For Piano Four Hands by Mary Howe)""","rgb(34, 164, 217)",20772px,542px,100%,20221024
deep talent show,https://p.scdn.co/mp3-preview/de266291ebe6127f71804efce7a1f2be3b4af241,"e.g. Britton Buchanan ""Cross My Mind""","rgb(150, 141, 8)",8939px,574px,101%,20221024
chaotic black metal,https://p.scdn.co/mp3-preview/3d5eec84fa87b8afe6acc9e350079b861210576e,"e.g. Oranssi Pazuzu ""Ilmestys""","rgb(192, 76, 155)",10726px,85px,100%,20221024
sega,https://p.scdn.co/mp3-preview/3759de6de66be74684e5a37c09ac6eca6cea98f3,"e.g. Baster ""Alon dansé""","rgb(165, 134, 17)",8659px,1035px,100%,20221024
massage,https://p.scdn.co/mp3-preview/a1319ea7e4c37676cd1505a74a9d9cef9caa0746,"e.g. Massage Beauty Sanctuary ""Paradise Island""","rgb(87, 58, 205)",18112px,82px,100%,20221024
muzica crestina,https://p.scdn.co/mp3-preview/d342ad3e7436e1d3b830c38fdcae371aad0f922b,"e.g. Messis ""Iubirea adâncă a Tatălui""","rgb(122, 150, 19)",12666px,512px,100%,20221024
ragtime,https://p.scdn.co/mp3-preview/a2a41987dd014b68a842bc80d147b2b71a073e70,"e.g. Scott Joplin ""The Entertainer""","rgb(91, 143, 178)",19123px,1056px,100%,20221024
modern bollywood,https://p.scdn.co/mp3-preview/513c79a6bcf41d75e0f9c7441b8709c3f7f34d7e,"e.g. Javed Ali ""Srivalli (From ""Pushpa The Rise Part - 01"")""","rgb(154, 131, 12)",11370px,757px,116%,20221024
czsk reggae,https://p.scdn.co/mp3-preview/c5ce6ae4f98c560dfcda7b34e0539f245faf0e0e,"e.g. Coco Jammin ""Zahradnická Píseň""","rgb(191, 128, 9)",5670px,1013px,100%,20221024
reggae peruano,https://p.scdn.co/mp3-preview/6cbd998663a1aae5134eb3d52dce3dd502228156,"e.g. Laguna Pai ""Canales""","rgb(165, 142, 28)",6371px,1030px,100%,20221024
mexican power metal,https://p.scdn.co/mp3-preview/ddc54f1894ce1488f4686ac32c60ee81bd9edc79,"e.g. Psicofonia ""Cama de Rosas""","rgb(209, 104, 41)",6498px,258px,100%,20221024
chamame brasilero,https://p.scdn.co/mp3-preview/29ac42dfb986abbaf818f8a217b19740689b6cc4,"e.g. Correinha ""O Sol e a Lua""","rgb(158, 138, 24)",9818px,908px,100%,20221024
korean trap,https://p.scdn.co/mp3-preview/0d6a05e5ccc7f6107fc674f277dc588027afcef8,"e.g. ZENE THE ZILLA ""Ruby (Feat. Gist)""","rgb(178, 143, 9)",5929px,1020px,100%,20221024
pakistani hip hop,https://p.scdn.co/mp3-preview/70bfa729642eecdb6833d86c92857497c196f310,"e.g. Faris Shafi ""Nazar""","rgb(161, 145, 9)",7998px,1098px,104%,20221024
melanesian pop,https://p.scdn.co/mp3-preview/7c69d9686e19c856baa7752dba37c78706db1ab6,"e.g. Sharzy ""Ta' Umai""","rgb(160, 143, 7)",4406px,994px,101%,20221024
hip hop tuga,https://p.scdn.co/mp3-preview/6dfb08d85811c00b433f777e6784b9dab0371a57,"e.g. Regula ""Wake n Bake""","rgb(163, 134, 18)",10235px,1056px,102%,20221024
namibian pop,https://p.scdn.co/mp3-preview/b52196fcc559cc6c5560acd9df0a616836ce4ade,"e.g. Gazza ""Chelete""","rgb(178, 135, 15)",4993px,1063px,100%,20221024
classic colombian pop,https://p.scdn.co/mp3-preview/80c3d023ad9db01bae633a6dc2b797e3b15bb608,"e.g. Lucho Bowen ""Quererte Ya No Puedo""","rgb(130, 151, 12)",13210px,1089px,102%,20221024
avant-garde black metal,https://p.scdn.co/mp3-preview/55f28259b513c1f403869a998f97002041832349,"e.g. Ved Buens Ende ""I Sang for the Swans""","rgb(197, 81, 124)",9757px,136px,100%,20221024
vintage chinese pop,https://p.scdn.co/mp3-preview/2286f4819e8f6efc43dbf2ca3ffe782c9205f674,"e.g. 張露 ""給我一個吻""","rgb(104, 154, 5)",14146px,508px,101%,20221024
swedish underground rap,https://p.scdn.co/mp3-preview/d558907384c470a394cfadc8799f695977ecac0f,"e.g. Fjärde Världen ""Tamam""","rgb(175, 125, 24)",10863px,1037px,100%,20221024
pinoy trap,https://p.scdn.co/mp3-preview/73cb6e5b9c06694a93049ef7eba444b5ae0b4fe5,"e.g. Kris Delano ""Alak Usok Pera""","rgb(149, 148, 9)",6408px,1037px,103%,20221024
reggae en espanol,https://p.scdn.co/mp3-preview/ec28d7bc5c0e65bddb57243a3b32fcf299768e02,"e.g. La Muza ""Una Vez Mas""","rgb(170, 137, 12)",6160px,1083px,103%,20221024
rap latina,https://p.scdn.co/mp3-preview/e37b1984d77dd9e4b92abded2d585835dbea2b7e,"e.g. Sara Hebe ""Tuve que quemar""","rgb(172, 143, 6)",5198px,1143px,105%,20221024
canadian indigenous hip hop,https://p.scdn.co/mp3-preview/ece01aaa58e6f196fd791898ea4cb1749881dfc5,"e.g. Joey Stylez ""Sugar Cane""","rgb(155, 139, 12)",5186px,1093px,100%,20221024
