genre,preview_url,preview_track,color,top,left,font_size,run_date
lovers rock,https://p.scdn.co/mp3-preview/8877bb6476ea39c04ef9102c8a883ac750129cb7,"e.g. Bitty McLean ""Walk Away From Love""","rgb(142, 145, 15)",6475px,1181px,103%,20220228
judaica,https://p.scdn.co/mp3-preview/55655cb9e904f3ba45705485d2023aa4f218feee,"e.g. Yosef Karduner ""V'afilu B'hastara""","rgb(79, 145, 22)",14645px,712px,100%,20220228
indonesian folk,https://p.scdn.co/mp3-preview/76ce23c47e465a722d88aa8505666a967ea889f9,"e.g. Float ""Pulang""","rgb(106, 157, 25)",13484px,612px,102%,20220228
piano blues,https://p.scdn.co/mp3-preview/fd161f29a12adc40d69671ad6ff05a20135dab40,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",16754px,920px,101%,20220228
kompa chretien,https://p.scdn.co/mp3-preview/bab327f457f5a7aa40e9c89106d7b09cac7dccc4,"e.g. S.B.M. ""Jezi Men Mwen""","rgb(166, 140, 12)",7972px,730px,100%,20220228
japanese classical piano,https://p.scdn.co/mp3-preview/eda384587746113834662c6b850b81eb6343e43b,"e.g. Frédéric Chopin ""Chopin: 24 Preludes, Op. 28: No. 17 in A-Flat Major""","rgb(37, 159, 200)",19771px,528px,100%,20220228
folk rock italiano,https://p.scdn.co/mp3-preview/8cca442cdc2252e0fd757122e82687225ba601ad,"e.g. Bandabardò ""Se mi rilasso collasso""","rgb(134, 138, 10)",13570px,720px,102%,20220228
cante alentejano,https://p.scdn.co/mp3-preview/8c809769e53463235a5fcb1a8a6d56e41fba903c,"e.g. Rancho De Cantadores De Aldeia Nova De São Bento ""Trago Alentejo Na Voz""","rgb(58, 156, 94)",18796px,628px,100%,20220228
cha-cha-cha,https://p.scdn.co/mp3-preview/99d613154f036a571fb8fb0bdb7b4af80f04cb4d,"e.g. Orquesta América ""La Basura""","rgb(128, 133, 63)",15347px,967px,101%,20220228
dutch musical,https://p.scdn.co/mp3-preview/e706cf60e17f222c0ca0316690378db8db997b84,"e.g. Soldaat van Oranje Cast ""Als Wij Niets Doen""","rgb(117, 141, 19)",14360px,551px,100%,20220228
zim gospel,https://p.scdn.co/mp3-preview/bbf7f5a32db267be799fd0ada8ddb7ec0e5d5fe7,"e.g. Charles Charamba ""Kana vanhu vangu""","rgb(159, 136, 4)",9628px,664px,100%,20220228
doo-wop,https://p.scdn.co/mp3-preview/ed8f85bc7964599311145e9eb1088aaee46bf7db,"e.g. The Five Satins ""In the Still of the Night""","rgb(117, 132, 6)",14869px,683px,103%,20220228
canadian blues,https://p.scdn.co/mp3-preview/73f3709118c79dc6823ba1a80a9ac0d947627515,"e.g. Colin James ""Three Hours Past Midnight""","rgb(151, 127, 14)",11869px,735px,100%,20220228
manitoba indie,https://p.scdn.co/mp3-preview/577ca59f002d78a8cc43533ade5c910bdf7dd540,"e.g. Begonia ""Juniper""","rgb(135, 141, 28)",10622px,556px,100%,20220228
sunshine pop,https://p.scdn.co/mp3-preview/1e016f28a51ad3297df56605c673774c80160d30,"e.g. The Cyrkle ""Red Rubber Ball""","rgb(126, 132, 8)",13866px,669px,103%,20220228
muzica usoara,https://p.scdn.co/mp3-preview/fb114541c87e93d58e7e0bdb77c75fe6132ff99e,"e.g. Gică Petrescu ""Uite-Așa Aș Vrea Să Mor""","rgb(128, 143, 7)",13152px,625px,100%,20220228
singaporean punk,https://p.scdn.co/mp3-preview/b68453b25116cce4c1d508847856e4cd158e0a29,"e.g. Forests ""Kawaii Hawaii""","rgb(219, 85, 47)",6718px,307px,100%,20220228
jam band,https://p.scdn.co/mp3-preview/b260d3587e766c938474f062565b3dd1b0c000bb,"e.g. moe. ""Silver Sun""","rgb(155, 126, 59)",11856px,698px,104%,20220228
candombe,https://p.scdn.co/mp3-preview/5a6b3342a2ece487153c18488c9d0511674daba3,"e.g. Jorginho Gularte ""Tambor, Tambora""","rgb(158, 129, 38)",10489px,972px,100%,20220228
taiwan indie,https://p.scdn.co/mp3-preview/b92c4668881b4a57553b3f2afdf33b43ef6edcfa,"e.g. Sorry Youth ""暗流""","rgb(150, 136, 34)",8394px,524px,102%,20220228
