genre,preview_url,preview_track,color,top,left,font_size,run_date
lovers rock,https://p.scdn.co/mp3-preview/8877bb6476ea39c04ef9102c8a883ac750129cb7,"e.g. Bitty McLean ""Walk Away From Love""","rgb(142, 145, 14)",6307px,1180px,103%,20211224
school ensemble,https://p.scdn.co/mp3-preview/e412d2ab8ae7ad5b83f87f49afbb7c9c513f1749,"e.g. Randall D. Standridge ""Imaginarium (Live)""","rgb(96, 131, 131)",15703px,533px,100%,20211224
folk rock italiano,https://p.scdn.co/mp3-preview/8cca442cdc2252e0fd757122e82687225ba601ad,"e.g. Bandabardò ""Se mi rilasso collasso""","rgb(134, 138, 10)",12472px,719px,102%,20211224
piano blues,https://p.scdn.co/mp3-preview/fd161f29a12adc40d69671ad6ff05a20135dab40,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",16549px,917px,101%,20211224
zim gospel,https://p.scdn.co/mp3-preview/85590c196a74dce04dde58a3eec58008bdd1b326,"e.g. Charles Charamba ""Buruka!""","rgb(158, 136, 4)",9551px,661px,100%,20211224
canadian blues,https://p.scdn.co/mp3-preview/73f3709118c79dc6823ba1a80a9ac0d947627515,"e.g. Colin James ""Three Hours Past Midnight""","rgb(151, 127, 14)",11608px,731px,100%,20211224
jazz composition,https://p.scdn.co/mp3-preview/250c1c75a0a3c15077d2f03e7d4fcc4a0ed4c408,"e.g. Peter Calandra ""Inner Secrets""","rgb(90, 154, 148)",15490px,782px,100%,20211224
dutch musical,https://p.scdn.co/mp3-preview/e706cf60e17f222c0ca0316690378db8db997b84,"e.g. Soldaat van Oranje Cast ""Als Wij Niets Doen""","rgb(118, 140, 20)",14072px,547px,100%,20211224
cha-cha-cha,https://p.scdn.co/mp3-preview/99d613154f036a571fb8fb0bdb7b4af80f04cb4d,"e.g. Orquesta América ""La Basura""","rgb(127, 133, 63)",15172px,964px,101%,20211224
cante alentejano,https://p.scdn.co/mp3-preview/8c809769e53463235a5fcb1a8a6d56e41fba903c,"e.g. Rancho De Cantadores De Aldeia Nova De São Bento ""Trago Alentejo Na Voz""","rgb(58, 156, 94)",18565px,624px,100%,20211224
manitoba indie,https://p.scdn.co/mp3-preview/c629c51dfe2b8be7b4cceb6b1309eba89538777d,"e.g. Royal Canoe ""77-76""","rgb(136, 141, 28)",11087px,549px,100%,20211224
rwandan gospel,https://p.scdn.co/mp3-preview/bc4f7fc01c8ee96d4a939b3e355948bf8d79d3fe,"e.g. Apollinaire Habonimana ""Ndacafis'impamvu""","rgb(142, 143, 2)",8717px,669px,100%,20211224
muzica usoara,https://p.scdn.co/mp3-preview/fb114541c87e93d58e7e0bdb77c75fe6132ff99e,"e.g. Gică Petrescu ""Uite-Așa Aș Vrea Să Mor""","rgb(128, 143, 6)",12964px,621px,100%,20211224
taiwan indie,https://p.scdn.co/mp3-preview/b92c4668881b4a57553b3f2afdf33b43ef6edcfa,"e.g. Sorry Youth ""暗流""","rgb(150, 136, 34)",8291px,520px,102%,20211224
classic australian country,https://p.scdn.co/mp3-preview/ea6c60cb97e3ba9b6bb7398b099dd4254c6d8f3d,"e.g. Buddy Williams ""The Overlander Trail""","rgb(123, 143, 5)",12583px,876px,100%,20211224
sunshine pop,https://p.scdn.co/mp3-preview/1e016f28a51ad3297df56605c673774c80160d30,"e.g. The Cyrkle ""Red Rubber Ball""","rgb(126, 132, 8)",13617px,665px,103%,20211224
candombe,https://p.scdn.co/mp3-preview/5a6b3342a2ece487153c18488c9d0511674daba3,"e.g. Jorginho Gularte ""Tambor, Tambora""","rgb(158, 129, 38)",10499px,970px,100%,20211224
classic bangla pop,https://p.scdn.co/mp3-preview/dd990debe79b06b10772687414f3ba05d7c5c044,"e.g. Bappa Mazumder ""Ami Chini Go Chini""","rgb(100, 152, 23)",15172px,636px,101%,20211224
jam band,https://p.scdn.co/mp3-preview/b260d3587e766c938474f062565b3dd1b0c000bb,"e.g. moe. ""Silver Sun""","rgb(155, 126, 59)",11845px,700px,104%,20211224
hololive,https://p.scdn.co/mp3-preview/99258b48448641223a349d9e3ac46d90093ce54f,"e.g. 桃鈴ねね ""ねねねねねねねね!大爆走""","rgb(219, 110, 81)",2200px,515px,101%,20211224
