genre,preview_url,preview_track,color,top,left,font_size,run_date
permanent wave,https://p.scdn.co/mp3-preview/51784234b357240cd75dd166f1885cf768ec5311,"e.g. Echo & the Bunnymen ""The Killing Moon""","rgb(170, 120, 32)",8676px,493px,121%,20230316
post-teen pop,https://p.scdn.co/mp3-preview/f65d7638dc1ace74bb418cce34022f6147560a8a,"e.g. Selena Gomez & The Scene ""Love You Like A Love Song""","rgb(172, 136, 4)",4917px,762px,121%,20230316
mellow gold,https://p.scdn.co/mp3-preview/9c54ce8fd84b10aa931182e1797ae7b1f71c7940,"e.g. Don Henley ""The Boys Of Summer""","rgb(142, 130, 13)",11749px,627px,121%,20230316
nueva musica mexicana,https://p.scdn.co/mp3-preview/417ea806e38589ced07cd638bf525ebac676f4e1,"e.g. Gerardo Coronel ""Te Felicito""","rgb(156, 143, 1)",12665px,1007px,120%,20230316
tropical house,https://p.scdn.co/mp3-preview/1815285bb2c53d2c1f1e3ffacaf9226f740f77dc,"e.g. Felix Jaehn ""Call It Love""","rgb(191, 136, 50)",2560px,873px,120%,20230316
alternative metal,https://p.scdn.co/mp3-preview/5efe16cd96fbb2c320332c1ba8f120909db22d21,"e.g. Drowning Pool ""Bodies""","rgb(211, 95, 43)",6250px,329px,120%,20230316
soft rock,https://p.scdn.co/mp3-preview/0c2f81d7582232eac12276cc093f67583b9a81d7,"e.g. Chicago ""If You Leave Me Now""","rgb(149, 130, 14)",10538px,632px,120%,20230316
pop rock,https://p.scdn.co/mp3-preview/30e2a899a94a089d5c341b782b00aa802fd87610,"e.g. The Goo Goo Dolls ""Iris""","rgb(170, 128, 16)",7284px,500px,120%,20230316
k-pop,https://p.scdn.co/mp3-preview/b6ab4149f2a5908feac31141aeb806fc1de3a6c1,"e.g. SHINee ""Replay""","rgb(180, 133, 22)",5676px,774px,120%,20230316
contemporary country,https://p.scdn.co/mp3-preview/d12347cf047339898a81418f2baad385d61dbfd1,"e.g. Scotty McCreery ""It Matters To Her""","rgb(167, 136, 1)",6289px,551px,120%,20230316
canadian pop,https://p.scdn.co/mp3-preview/c9ded404e2c456ffc9f9ae28430e25cadaf827e6,"e.g. Danny Fernandes ""Hit Me Up""","rgb(151, 137, 5)",9353px,642px,119%,20230316
filmi,https://p.scdn.co/mp3-preview/7b8a959f5834cc7c483751f1a410417357044084,"e.g. Roop Kumar Rathod ""Tujh Mein Rab Dikhta Hai""","rgb(138, 135, 25)",14609px,783px,119%,20230316
electropop,https://p.scdn.co/mp3-preview/294e615b0dcfd6b0cbc9a727e405a997aaac0701,"e.g. Robyn ""Dancing On My Own""","rgb(170, 138, 33)",4299px,774px,119%,20230316
desi pop,https://p.scdn.co/mp3-preview/08adf04785f734161de2a392f8bd1d09151105e5,"e.g. Guru Randhawa ""Moon Rise""","rgb(146, 133, 21)",13238px,771px,119%,20230316
album rock,https://p.scdn.co/mp3-preview/4e8704349932ecb754e3c03cdf3b1563309627a0,"e.g. Boston ""More Than a Feeling""","rgb(174, 112, 28)",11241px,466px,118%,20230316
country,https://p.scdn.co/mp3-preview/92e8a812fdcc813697ebdb8a27bc8f7d8bbd9a34,"e.g. Trisha Yearwood ""She's In Love With The Boy - Single Version""","rgb(133, 139, 9)",11364px,691px,118%,20230316
indie pop,https://p.scdn.co/mp3-preview/bb8b1e9c07ebd0a16e34ff2a0d83dfdf088d85d5,"e.g. Lucy Dacus ""Night Shift""","rgb(138, 141, 33)",10462px,582px,118%,20230316
southern hip hop,https://p.scdn.co/mp3-preview/5c9b15768e0dd656629cc4c5887f1a983e5da599,"e.g. Young Money ""Trophies""","rgb(169, 135, 3)",5426px,1070px,118%,20230316
modern bollywood,https://p.scdn.co/mp3-preview/5c8c5231969e5d6952f54347aa00a6569a82d4b9,"e.g. Javed Ali ""Srivalli (From ""Pushpa The Rise Part - 01"")""","rgb(154, 132, 12)",11500px,757px,117%,20230316
melodic rap,https://p.scdn.co/mp3-preview/a87f5eb0c5abca7b0575aeb3cd356b5564e3239c,"e.g. Flipp Dinero ""Leave Me Alone""","rgb(150, 156, 2)",4496px,1079px,117%,20230316
nu metal,https://p.scdn.co/mp3-preview/902dacc92715211e588270b1f4e62fd3681e218e,"e.g. Mudvayne ""Happy?""","rgb(216, 92, 39)",5662px,336px,117%,20230316
alternative rock,https://p.scdn.co/mp3-preview/eb78b7ca6bf55be4ca94d0c0d577257aa7c106a2,"e.g. Pavement ""Harness Your Hopes - B-side""","rgb(179, 113, 51)",9549px,427px,117%,20230316
hard rock,https://p.scdn.co/mp3-preview/2a0faa69cc2b5a8b4ce4bdae3fe2fe7ba603330a,"e.g. Alice Cooper ""Poison""","rgb(197, 98, 33)",9648px,356px,117%,20230316
urban contemporary,https://p.scdn.co/mp3-preview/cd1ac5679afd98761b09dd8b9c89c67f812d6b54,"e.g. Faith Evans ""Love Like This""","rgb(157, 134, 7)",5495px,930px,117%,20230316
electro house,https://p.scdn.co/mp3-preview/105556269db8065f39f5d17b348475f8bb19051b,"e.g. Laidback Luke ""Whistle (feat. Bertie Scott)""","rgb(206, 125, 77)",2150px,867px,117%,20230316
latin hip hop,https://p.scdn.co/mp3-preview/ddc2230ae8946ec1e1e4a7b69a9e65bab76c9869,"e.g. Tego Calderón ""Pa' Que Retozen""","rgb(190, 134, 4)",3484px,1148px,117%,20230316
uk pop,https://p.scdn.co/mp3-preview/0260c33a9f31bd4d2422b870371f7fda6312f2af,"e.g. Ella Henderson ""Ghost""","rgb(151, 145, 5)",8149px,765px,117%,20230316
corrido,https://p.scdn.co/mp3-preview/6e9e7daf6b782e5a5ba52c85370312393d1512ba,"e.g. Los Nuevos Ilegales ""Yo Fui El Elegante""","rgb(164, 139, 1)",12806px,1070px,117%,20230316
sad sierreno,https://p.scdn.co/mp3-preview/737e02df2101ae364cdc908c68f50bc56ebdd633,"e.g. Esteban Gabriel ""Piel de Seda""","rgb(154, 145, 1)",12095px,1009px,116%,20230316
rock en espanol,https://p.scdn.co/mp3-preview/c52ca102bffb9a31560a24a4af79cc3ae9add660,"e.g. Los Enanitos Verdes ""Lamento Boliviano""","rgb(176, 127, 14)",6624px,702px,116%,20230316
tropical,https://p.scdn.co/mp3-preview/8c24e42d8c7f0dfe61ee4be9576d9542aee5a88c,"e.g. Gilberto Santa Rosa ""Conteo Regresivo - Salsa Version""","rgb(166, 139, 8)",12270px,1050px,116%,20230316
viral rap,https://p.scdn.co/mp3-preview/0c26edea9fe6b3c0ab68814c9b45798635b683e7,"e.g. Flo Milli ""Conceited""","rgb(153, 146, 6)",4620px,1095px,116%,20230316
gangster rap,https://p.scdn.co/mp3-preview/e5dbb1d53ea7efae1ffb6e30805ba1e00fe79a87,"e.g. Makaveli ""Hail Mary""","rgb(172, 127, 5)",5652px,1114px,116%,20230316
ranchera,https://p.scdn.co/mp3-preview/c854bfb4703a1edc834234811c4d89119b6ae116,"e.g. Lucha Villa ""No Discutamos""","rgb(125, 148, 9)",13189px,879px,116%,20230316
art pop,https://p.scdn.co/mp3-preview/ed84c9c1eea87197df5983afb695a782a6840035,"e.g. Perfume Genius ""Slip Away""","rgb(138, 139, 67)",9600px,558px,115%,20230316
neo mellow,https://p.scdn.co/mp3-preview/0952568e496914bb61383588ac417ec70abefc1d,"e.g. Jason Mraz ""I'm Yours""","rgb(143, 142, 8)",9993px,570px,115%,20230316
alt z,https://p.scdn.co/mp3-preview/99e6cbecf7c0ddaef9dac1bb121d21501a7276da,"e.g. Charlotte Lawrence ""Joke's On You""","rgb(140, 149, 4)",8135px,812px,115%,20230316
atl hip hop,https://p.scdn.co/mp3-preview/1182f7efd7cb47978319521315b7322ef1521ce7,"e.g. Young Dro ""Shoulder Lean (feat. T.I.)""","rgb(162, 141, 4)",4192px,1063px,115%,20230316
country road,https://p.scdn.co/mp3-preview/63867b119633ebf0164c0790a426c8bb3a6a006d,"e.g. Randy Houser ""Note to Self""","rgb(164, 136, 2)",6341px,572px,115%,20230316
reggaeton colombiano,https://p.scdn.co/mp3-preview/912e9843d0d1eff6e1bc4f91bc1a5e9104947bc3,"e.g. Andy Rivera ""No Pinto Pajaritos""","rgb(185, 146, 1)",3428px,1155px,115%,20230316
adult standards,https://p.scdn.co/mp3-preview/ab71015cd8957e29f04aadf38fb40741c8e2b711,"e.g. Bobby Darin ""Beyond the Sea""","rgb(87, 143, 37)",17546px,718px,114%,20230316
colombian pop,https://p.scdn.co/mp3-preview/3d58d8f334f00076f948ca2632a8bfbad12af9c3,"e.g. Andrés Cepeda ""Magia (feat. Sebastián Yatra)""","rgb(180, 141, 1)",4336px,1003px,114%,20230316
french hip hop,https://p.scdn.co/mp3-preview/09d5d2efe36fe94770e653097326b9d415660c71,"e.g. Rim'K ""Metaverse""","rgb(173, 136, 5)",10499px,1070px,114%,20230316
arrocha,https://p.scdn.co/mp3-preview/76d8d8ea174f1da59f2f5d2c750a7c675558a0f9,"e.g. Tayrone ""Cê Tá Preparada - Ao Vivo""","rgb(188, 141, 0)",8365px,967px,114%,20230316
new wave pop,https://p.scdn.co/mp3-preview/d69101dbd66295473706112d3edf978b70fc4550,"e.g. Eurythmics ""Sweet Dreams (Are Made of This) - Remastered""","rgb(166, 126, 21)",6149px,691px,114%,20230316
latin alternative,https://p.scdn.co/mp3-preview/0c11ad00229b2e9a03c0c9b1bfbdbfd34ac4f0c4,"e.g. Aterciopelados ""Bolero Falaz""","rgb(176, 128, 17)",6214px,769px,114%,20230316
norteno,https://p.scdn.co/mp3-preview/49b1690427a8e4d84d55941e2720c7bf437afd4f,"e.g. Los Traileros Del Norte ""Abeja Reína""","rgb(151, 141, 3)",12943px,1070px,114%,20230316
pop urbaine,https://p.scdn.co/mp3-preview/5b105e3b6b584ae870c496a7254af78b2e4a1995,"e.g. Gradur ""Ne reviens pas""","rgb(171, 142, 3)",9320px,1077px,114%,20230316
underground hip hop,https://p.scdn.co/mp3-preview/7d078241996955770586cca4c131a0f40558473d,"e.g. Robb Bank$ ""It's Lifted""","rgb(161, 138, 17)",9029px,961px,114%,20230316
folk rock,https://p.scdn.co/mp3-preview/53ab746c37c717c20f793598064b7f720877b646,"e.g. Buffalo Springfield ""For What It's Worth""","rgb(126, 135, 18)",14104px,685px,114%,20230316
art rock,https://p.scdn.co/mp3-preview/c82f78cdb980913052039da865227c934160df33,"e.g. Yes ""Owner of a Lonely Heart""","rgb(151, 124, 53)",11874px,517px,114%,20230316
mexican pop,https://p.scdn.co/mp3-preview/e4b5204760d71c9eaa2a55c2ef41d505ee1d411f,"e.g. Playa Limbo ""El Eco de Tu Voz""","rgb(177, 136, 4)",5248px,794px,114%,20230316
latin rock,https://p.scdn.co/mp3-preview/a5c1c6d54c02805228618fb5cf7496b6475086c9,"e.g. Los Fabulosos Cadillacs ""Vasos Vacíos - Remasterizado 2008""","rgb(176, 124, 25)",6502px,642px,114%,20230316
funk carioca,https://p.scdn.co/mp3-preview/322750c331cc27524db597a7a306c4542d412a61,"e.g. ZAAC ""Mais Uma""","rgb(179, 134, 4)",6876px,1190px,114%,20230316
j-pop,https://p.scdn.co/mp3-preview/08a7647529f88d368b37f5fe13e5913f0d118bd1,"e.g. GReeeeN ""キセキ""","rgb(187, 123, 21)",5058px,531px,113%,20230316
sierreno,https://p.scdn.co/mp3-preview/5516dc1ed5c5e3f0441ebd352805dc19aab478da,"e.g. Los Hijos De Garcia ""18 Libras""","rgb(153, 145, 0)",12555px,1025px,113%,20230316
german hip hop,https://p.scdn.co/mp3-preview/7cb33ab90a4a2d9632c35e35cc5b6d4d9bc069ef,"e.g. Olexesh ""Matador""","rgb(163, 141, 17)",9713px,1064px,113%,20230316
house,https://p.scdn.co/mp3-preview/907eac2048f64a696edff37e893f9c1be341fa07,"e.g. WEISS ""Feel My Needs - Purple Disco Machine Remix""","rgb(205, 126, 102)",1352px,1099px,113%,20230316
country rock,https://p.scdn.co/mp3-preview/5646b7a32792d3033b8c51a627662bfedf62338d,"e.g. Nitty Gritty Dirt Band ""Fishin' in the Dark""","rgb(132, 134, 18)",12698px,715px,113%,20230316
soul,https://p.scdn.co/mp3-preview/4894057a7cdc4be59cd335cfc369ba2d3a3b2ad8,"e.g. Bill Withers ""Ain't No Sunshine""","rgb(116, 132, 18)",15081px,844px,113%,20230316
k-pop boy group,https://p.scdn.co/mp3-preview/8d330aa14dd3a7e4541c6a10c0391835e3b95d3f,"e.g. UP10TION ""What If Love""","rgb(199, 123, 16)",3906px,736px,113%,20230316
canadian contemporary r&b,https://p.scdn.co/mp3-preview/5f2b6bdfef946a9828c2e08a1cc917ce3ce8aad3,"e.g. K. Forest ""Potent""","rgb(131, 151, 28)",9785px,803px,113%,20230316
europop,https://p.scdn.co/mp3-preview/b1b05ce2da3bc9fa2d46ffecdbb038fd9ef0f3dd,"e.g. Aqua ""Barbie Girl""","rgb(184, 128, 21)",3750px,769px,113%,20230316
corridos tumbados,https://p.scdn.co/mp3-preview/edf2edc56267f1d9bd6148d26038af308cb89d6d,"e.g. Zexta Alianza ""Pa Que Vayan y Digan""","rgb(161, 142, 1)",12869px,1027px,113%,20230316
metal,https://p.scdn.co/mp3-preview/2cb1d059304223a0ad3603e7f7d60dcfc6de3e7f,"e.g. Judas Priest ""Breaking the Law""","rgb(217, 81, 56)",8306px,236px,113%,20230316
sertanejo universitario,https://p.scdn.co/mp3-preview/d6e26c9e94485b5ee0ebd3e7221ccf692c556280,"e.g. Guilherme & Santiago ""Se Ele Soubesse - Ao Vivo Em Goiânia / 2022""","rgb(177, 134, 1)",9397px,836px,113%,20230316
latin arena pop,https://p.scdn.co/mp3-preview/2ffd146aa3e8f2af2d83fa6fb1661921a508179a,"e.g. Sandoval ""A quien tú decidiste amar""","rgb(175, 136, 3)",6200px,685px,113%,20230316
neo soul,https://p.scdn.co/mp3-preview/426cd317745626f2b0f3acd09f32bc986363084e,"e.g. Angie Stone ""Wish I Didn't Miss You""","rgb(147, 136, 12)",7089px,892px,112%,20230316
indie rock,https://p.scdn.co/mp3-preview/ac78c3cf4cee09f267f768bd9bbecf80e93ccacf,"e.g. Spoon ""Inside Out""","rgb(163, 126, 60)",10105px,460px,112%,20230316
reggaeton flow,https://p.scdn.co/mp3-preview/eeeec701e3156ea86afc34cd912ae01a09f01fe5,"e.g. Sammy & Falsetto ""Yo Sé Que Tú Quieres""","rgb(187, 143, 5)",3681px,1181px,112%,20230316
chicago rap,https://p.scdn.co/mp3-preview/8b4df6eb62f625a66273c766fae7462508e8df5c,"e.g. FBG Duck ""Exposing Me Remix (feat. Rooga)""","rgb(165, 140, 8)",6150px,1010px,112%,20230316
sertanejo,https://p.scdn.co/mp3-preview/4e75196b572d1a65f3edc51e4ff7403766db539d,"e.g. Matogrosso & Mathias ""Tentei Te Esquecer - Ao Vivo""","rgb(172, 136, 1)",9724px,840px,112%,20230316
hip pop,https://p.scdn.co/mp3-preview/891d39d40847f6ab5615081914c3f4944a0b23bc,"e.g. Lil' Kim ""Magic Stick""","rgb(165, 132, 6)",5226px,1010px,112%,20230316
post-grunge,https://p.scdn.co/mp3-preview/e84ad771658af4923f3f112e666d50af47feb4ae,"e.g. Fuel ""Shimmer""","rgb(204, 112, 13)",4664px,319px,112%,20230316
sertanejo pop,https://p.scdn.co/mp3-preview/d784c65283696ab6e3ef4eebeeff8a1f8e6a2351,"e.g. Gustavo Moura & Rafael ""Cara de Golpe""","rgb(188, 134, 1)",8483px,838px,112%,20230316
modern alternative rock,https://p.scdn.co/mp3-preview/30f8e1d29d8498a7aed0293ad6a54e434b46fdaf,"e.g. Des Rocs ""Used to the Darkness""","rgb(191, 116, 19)",5574px,415px,112%,20230316
indonesian pop,https://p.scdn.co/mp3-preview/4d8ec580c44d5e66fd759a4916fa2e1f3a0f2d86,"e.g. Yovie Widianto ""Menyesal""","rgb(146, 142, 14)",9096px,585px,112%,20230316
canadian hip hop,https://p.scdn.co/mp3-preview/ccf1dd02eb4d236f465355025b93e099fbf24dfb,"e.g. NorthSideBenji ""One In The Chamber""","rgb(156, 144, 6)",8089px,1037px,112%,20230316
new wave,https://p.scdn.co/mp3-preview/37e6049e5c604a5a0b0c0c5ef68208f72e0fed38,"e.g. The Human League ""Don't You Want Me""","rgb(182, 116, 39)",4929px,608px,112%,20230316
conscious hip hop,https://p.scdn.co/mp3-preview/4de6f2f297444b9d4ef371d7f4dd11ad5cb7b0ec,"e.g. R.A. The Rugged Man ""Chains""","rgb(176, 120, 12)",9851px,1042px,112%,20230316
indie folk,https://p.scdn.co/mp3-preview/cf3fd6bac587a0cffe04816e8170cbbf277a32f0,"e.g. River Whyless ""Motel 6""","rgb(104, 153, 33)",14339px,575px,111%,20230316
toronto rap,https://p.scdn.co/mp3-preview/61ebaf8d740c0a85f3006529301ad242a4b918ef,"e.g. 6ixbuzz ""No Bacardi""","rgb(153, 148, 3)",6702px,1061px,111%,20230316
stomp and holler,https://p.scdn.co/mp3-preview/06879b94e321463fd8e20cb3d8b267d5f78c4450,"e.g. Langhorne Slim ""Changes""","rgb(130, 143, 31)",12819px,542px,111%,20230316
k-pop girl group,https://p.scdn.co/mp3-preview/d02babf1297bdd36683b4bedfcf972f0848959bc,"e.g. gugudan ""Not That Type""","rgb(203, 128, 22)",2894px,890px,111%,20230316
rap metal,https://p.scdn.co/mp3-preview/68e78220dd2b8d02d1677fad823b30abd27a9b53,"e.g. Coal Chamber ""Loco""","rgb(217, 92, 25)",5512px,447px,111%,20230316
banda,https://p.scdn.co/mp3-preview/f252a4fcb17bfe979b6f0b8b5a06713fa8201b91,"e.g. Chuy Lizarraga y Su Banda Tierra Sinaloense ""Partido En Dos""","rgb(147, 140, 11)",10971px,988px,111%,20230316
pop punk,https://p.scdn.co/mp3-preview/a1afebf0671d957bc8c15e860d05728543638a53,"e.g. State Champs ""Stitches""","rgb(208, 106, 8)",4608px,348px,111%,20230316
italian hip hop,https://p.scdn.co/mp3-preview/6a50414c4232214b53420fb7c24191b4d7aacf43,"e.g. Nayt ""Da zero""","rgb(180, 134, 8)",7681px,972px,111%,20230316
spanish pop,https://p.scdn.co/mp3-preview/1d0ee503661fd53e95d34607a23f447a44080d8d,"e.g. Conchita ""El Viaje""","rgb(174, 132, 5)",7654px,726px,111%,20230316
blues rock,https://p.scdn.co/mp3-preview/655b73ac73b40131a594c407d41955ca22f9a745,"e.g. Free ""All Right Now""","rgb(151, 119, 34)",13523px,743px,111%,20230316
east coast hip hop,https://p.scdn.co/mp3-preview/386db4ce6c6be300bbdcb10704fb17f1bb679863,"e.g. Jeru The Damaja ""Me Or The Papes""","rgb(180, 113, 14)",8239px,1112px,111%,20230316
bedroom pop,https://p.scdn.co/mp3-preview/45a9e95ff784263b7397cb38b93b27b3e20c0e5f,"e.g. TEMPOREX ""Numbers""","rgb(127, 148, 39)",9489px,718px,111%,20230316
trap argentino,https://p.scdn.co/mp3-preview/83e28467673def81b5532925eed615b4da55c30f,"e.g. Neo Pistea ""Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix""","rgb(154, 151, 7)",6588px,1099px,111%,20230316
singer-songwriter,https://p.scdn.co/mp3-preview/77cf1e4d997ce99403198038b03cc9350d03efc8,"e.g. Tim Hardin ""How Can We Hang On To A Dream""","rgb(105, 145, 17)",14943px,713px,111%,20230316
funk,https://p.scdn.co/mp3-preview/1ac8cfe32cbd061bf1ccf7ea3fc10c5a0c3979c7,"e.g. The Brothers Johnson ""Stomp! - Single Version""","rgb(148, 124, 32)",10921px,894px,111%,20230316
viral pop,https://p.scdn.co/mp3-preview/963bb61c9806ccc7e70fce4ab342c56e9c377f01,"e.g. Tyler Ward ""Shallow - Acoustic""","rgb(119, 153, 6)",11538px,750px,111%,20230316
indie poptimism,https://p.scdn.co/mp3-preview/4badb0e24ef25b462c689171f86ae263e92ed5a2,"e.g. VÉRITÉ ""Somebody Else""","rgb(167, 139, 17)",4861px,660px,111%,20230316
new romantic,https://p.scdn.co/mp3-preview/af3bb246bafc1d1e3fa4a1a6915b49b2c3e19e3d,"e.g. Heaven 17 ""Temptation - 12"" Version / Remastered 2016""","rgb(179, 120, 36)",4193px,697px,110%,20230316
francoton,https://p.scdn.co/mp3-preview/b66560dc13ee8658592301cbb6827aa9f16df21c,"e.g. RIDSA ""Nous Deux""","rgb(177, 138, 5)",6349px,939px,110%,20230316
dark trap,https://p.scdn.co/mp3-preview/654b151fb3c0c74e3805cabede80dd45f4d3ffdb,"e.g. Kamiyada+ ""ProductOfDrugs (Prod. The Virus and Antidote)""","rgb(164, 143, 23)",4227px,982px,110%,20230316
alternative hip hop,https://p.scdn.co/mp3-preview/39fff0a2956734306aec155594bba375aad62302,"e.g. Black Star ""Definition""","rgb(175, 118, 33)",10722px,1012px,110%,20230316
quiet storm,https://p.scdn.co/mp3-preview/184d7bc77159a53bffe1930a0179ae9138c78ef9,"e.g. The Emotions ""Best of My Love""","rgb(146, 126, 15)",10302px,833px,110%,20230316
slap house,https://p.scdn.co/mp3-preview/e048a68ee112cd878d1690633c94da6c4ee31c7a,"e.g. Anthony Keyrouz ""Wake Me Up In Paris""","rgb(203, 130, 55)",2234px,871px,110%,20230316
alternative r&b,https://p.scdn.co/mp3-preview/de4ce8beb5ae08e8fbaffb7775c27c05d3086729,"e.g. Mereba ""Sandstorm (feat. JID)""","rgb(145, 141, 25)",8669px,957px,110%,20230316
emo rap,https://p.scdn.co/mp3-preview/b155b46ec99a25abc68d8ca189772812dc613216,"e.g. yung van ""I Waited on You, You Never Came""","rgb(145, 150, 18)",6086px,823px,110%,20230316
west coast rap,https://p.scdn.co/mp3-preview/a7de34356ccce53cc289ca0f789fdd9f05b64740,"e.g. Mack 10 ""Nothin' But The Cavi Hit""","rgb(173, 122, 7)",5224px,1160px,110%,20230316
hoerspiel,https://p.scdn.co/mp3-preview/8fed0a0dfeb5aab80312669102d395d77c2560f7,"e.g. Michael Ende ""Jim Knopf und Lukas der Lokomotivführer - Teil 01""","rgb(96, 101, 0)",15370px,1317px,110%,20230316
indie soul,https://p.scdn.co/mp3-preview/9a55dcce4df6c5d4f6cc0c598254bbfee0fee136,"e.g. Two Another ""Keeping Me Under""","rgb(144, 142, 73)",7076px,949px,110%,20230316
miami hip hop,https://p.scdn.co/mp3-preview/6048a01d19b29cf864db0c8b5d53178ad792e689,"e.g. Ball Greezy ""Nice & Slow (feat. Lil Dred)""","rgb(174, 134, 6)",4110px,1068px,110%,20230316
psychedelic rock,https://p.scdn.co/mp3-preview/05f447c40e70104836b5bc626e6ac8e838b22145,"e.g. Love ""Everybody’s Gotta Live""","rgb(139, 119, 32)",13189px,738px,110%,20230316
boy band,https://p.scdn.co/mp3-preview/fbceacf8250390bbab391f16694dbc85a63dbcd3,"e.g. Five ""Keep On Movin'""","rgb(172, 131, 3)",3512px,721px,110%,20230316
desi hip hop,https://p.scdn.co/mp3-preview/0a060a28cbb86d142b8cbf92201ba4e766ac7027,"e.g. Ikka ""WOH""","rgb(181, 131, 12)",6613px,1014px,110%,20230316
puerto rican pop,https://p.scdn.co/mp3-preview/fb31bfbc0231fb39619ead7cbdc87b5a84947302,"e.g. Ednita Nazario ""A Que No Le Cuentas""","rgb(179, 136, 5)",6137px,930px,110%,20230316
progressive house,https://p.scdn.co/mp3-preview/ffc856d161f635114f329c7ad4862161a303769c,"e.g. Estiva ""Hero""","rgb(207, 126, 114)",1937px,738px,110%,20230316
electronica,https://p.scdn.co/mp3-preview/723823fc69400fdf4dd0ada971633170961b668e,"e.g. Caribou ""Can't Do Without You""","rgb(158, 139, 129)",4059px,873px,110%,20230316
indietronica,https://p.scdn.co/mp3-preview/5a725e2dd691b76eb2e266a5fef464ce3d3b992f,"e.g. Miike Snow ""Animal""","rgb(170, 135, 70)",4180px,688px,110%,20230316
uk dance,https://p.scdn.co/mp3-preview/d156060faa3d61d5fa3ea817f7ebc4008a954549,"e.g. Nathan Dawe ""21 Reasons (feat. Ella Henderson)""","rgb(201, 131, 51)",2135px,959px,110%,20230316
ccm,https://p.scdn.co/mp3-preview/68fdd2da7c8277320984e9397a7810dbebe5c23c,"e.g. Brandon Heath ""See Me Through It""","rgb(156, 138, 13)",6938px,360px,110%,20230316
