genre,preview_url,preview_track,color,top,left,font_size,run_date
lovers rock,https://p.scdn.co/mp3-preview/8877bb6476ea39c04ef9102c8a883ac750129cb7,"e.g. Bitty McLean ""Walk Away From Love""","rgb(142, 145, 15)",6402px,1183px,103%,20220302
contemporary jazz,https://p.scdn.co/mp3-preview/9755b61b38977a3f61ec56b1a1a181e5485618af,"e.g. Vijay Iyer ""Human Nature""","rgb(80, 151, 152)",16601px,664px,102%,20220302
progressive uplifting trance,https://p.scdn.co/mp3-preview/7a125139fb1e192d4becb98c8ee4ee5f4898366a,"e.g. Matt Bukovski ""The Unknown""","rgb(225, 115, 157)",1302px,522px,101%,20220302
folk rock italiano,https://p.scdn.co/mp3-preview/8cca442cdc2252e0fd757122e82687225ba601ad,"e.g. Bandabardò ""Se mi rilasso collasso""","rgb(134, 138, 10)",13145px,720px,102%,20220302
kompa chretien,https://p.scdn.co/mp3-preview/bab327f457f5a7aa40e9c89106d7b09cac7dccc4,"e.g. S.B.M. ""Jezi Men Mwen""","rgb(166, 140, 12)",7899px,730px,100%,20220302
japanese classical piano,https://p.scdn.co/mp3-preview/ba23f4ee2457886531947939f622de55585bb9de,"e.g. Claude Debussy ""ドビュッシー:ベルガマスク組曲〜月の光""","rgb(37, 159, 200)",19768px,528px,100%,20220302
piano blues,https://p.scdn.co/mp3-preview/fd161f29a12adc40d69671ad6ff05a20135dab40,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",16760px,920px,101%,20220302
indonesian folk,https://p.scdn.co/mp3-preview/76ce23c47e465a722d88aa8505666a967ea889f9,"e.g. Float ""Pulang""","rgb(106, 157, 25)",13413px,612px,102%,20220302
zim gospel,https://p.scdn.co/mp3-preview/bbf7f5a32db267be799fd0ada8ddb7ec0e5d5fe7,"e.g. Charles Charamba ""Kana vanhu vangu""","rgb(159, 136, 4)",9673px,664px,100%,20220302
doo-wop,https://p.scdn.co/mp3-preview/ed8f85bc7964599311145e9eb1088aaee46bf7db,"e.g. The Five Satins ""In the Still of the Night""","rgb(116, 132, 6)",14889px,683px,103%,20220302
canadian blues,https://p.scdn.co/mp3-preview/73f3709118c79dc6823ba1a80a9ac0d947627515,"e.g. Colin James ""Three Hours Past Midnight""","rgb(151, 127, 14)",11865px,735px,100%,20220302
