artist,artist_id,count,genres
Northeast Party House,500YRyClzP6Z7HtWd1BIje,1,australian hip hop|australian indie|australian pop|indietronica
Nosaj Thing,0IVapwlnM3dEOiMsHXsghT,1,bass music|chillwave|electronica|glitch hop|indietronica|microhouse|wonky
OK Go,3hozsZ9hqNq7CoBGYNlFTz,4,alternative rock|chicago indie|dance-punk|indie pop|indie rock|modern alternative rock|modern rock|permanent wave|pop rock|rock
Odette,1iQVsRr2JalWIOLQa4T7O6,3,australian hip hop|australian indie|australian pop
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,17,folk-pop|indie pop|metropopolis|modern rock|pop rock|stomp and holler
Oh Pep!,3L9rqEIsNSaOcx2QIstn7v,1,australian americana
Old Lights,22sgEx7JJ4wcr60dDfibpp,4,stl indie
Old Man Canyon,3lybdJ5QPH5NJolzMVKnLx,1,
Orville Peck,46auOkH1pk28rWrSoUNhLo,3,alternative country
Oscar Isaac,5opRYqktzpMFqZ7jtnp7yy,2,movie tunes
Otis Redding,60df5JBRRPcnSpsIMxxwQm,52,classic soul|funk|memphis soul|soul|soul blues|southern soul
OurVinyl,4MhBe0d439ToDXCWlT3wae,1,
PHOX,3ix4iw2URncSdE7X292bXy,4,chamber pop|wisconsin indie
Palace,48vDIufGC8ujPuBiTxY8dm,3,english indie rock|indie soul
Palatine,4eJdfmQbRaPDjYJ1JNgXTp,2,
Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,1,british soul|neo mellow|scottish singer-songwriter
Parcels,3oKRxpszQKUjjaHz388fVA,1,aussietronica|indie soul
Passion Pit,7gjAu1qr5C2grXeQFFOGeh,14,alternative dance|indie pop|indie rock|indietronica|modern rock
Patrick James,02rbtsxmzmlWKtEZ4DLZr8,1,australian indie|australian indie folk|indie anthem-folk
Patrick Watson,7bPs6jf983f0bjRAt1yxDM,1,chamber pop|indie folk
Paul Dano,0d0liXFdRL3eCV1YMKeYwW,2,
Paul McCartney,4STHEaNw4mPZ2tzheohgXB,1,album rock|art rock|beatlesque|classic rock|folk rock|mellow gold|rock|soft rock
Paul Otten,6UhDX431GWF6SQrcwu4NhX,1,modern folk rock
Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,2,classic rock|folk|folk rock|mellow gold|permanent wave|rock|roots rock|singer-songwriter|soft rock
Peach Pit,6fC2AcsQtd9h4BWELbbire,1,indie pop|modern rock|vancouver indie
Penguin Prison,5VsOThWOagH8C8gCvIy13k,1,alternative dance|chillwave|electropop|indie pop|indie poptimism|indietronica|nu disco|shimmer pop
Penny & The Quarters,76sXjAhV0Hc3Pdb6bH3waC,1,traditional soul
Pete Rock & C.L. Smooth,3fJ60AcIgLzQkVitEvA7uq,1,alternative hip hop|east coast hip hop|gangster rap|hardcore hip hop|hip hop|jazz rap|rap|turntablism
Phantom Planet,0LsTFjEB1IIrh7IlTxs1GY,2,
Phillip Larue,7gIDHAJ0iFOGSMTiqsNUZT,1,acoustic pop|indie anthem-folk|indie folk|indiecoustica|neo mellow
PhiloSofie,5Mvx3dMV17trz9HTdF2AkQ,1,
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,2,art pop|indie folk|indie pop|indie rock
Pillow Queens,7BDvurihyagH0uSPNDJX7d,1,dublin indie|irish indie rock
Pixies,6zvul52xwTWzilBZl6BUbT,1,alternative rock|art rock|boston rock|modern rock|permanent wave|rock
Pomplamoose,5dHfLBNU8zoypgKefzEB1c,1,folk-pop
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,16,indie pop|indie rock|modern alternative rock|modern rock|rock
Prinze George,3o6TKTQIu0lCYcNtSO3i1G,1,etherpop|indie electropop|indie poptimism|vapor pop|vapor soul
Priory,3sk9GNYRthjLjrZDflxhiB,1,
Próxima Parada,43cM1JWUzdfkZCi7rjkPnz,5,deep new americana
Queen,1dfeR4HaWDbWqFHLkxsg1d,17,glam rock|rock
Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,1,alternative metal|alternative rock|blues rock|modern rock|nu metal|palm desert scene|post-grunge|rock|stoner metal|stoner rock
Quinn Christopherson,0tzC81XDBWtTPfJyUg6O2j,1,
R. Kelly,2mxe0TnaNL039ysAj51xPQ,1,
RAC,4AGwPDdh1y8hochNzHy5HC,1,alternative dance|chillwave|electropop|indie pop|indie poptimism|indietronica|metropopolis|shimmer pop|vapor soul
RIVVRS,5T3N5ks9c3L7D4aXw54DVs,3,folk-pop|indiecoustica|stomp and holler
RY X,2KjAo6wVc9d2WcxdxSArpV,1,indie anthem-folk|indie folk|indie r&b|vapor soul
Ra Ra Riot,6FIrstf3kHEg3zBOyLpvxD,1,alternative dance|baroque pop|electropop|indie pop|indie poptimism|indie rock|indietronica|modern rock|piano rock|shimmer pop|stomp and holler
Rachel House,1kB7GlXzdNWl28zLcOkQqU,1,show tunes
Rachel Mazer,1gN0EvPI7000a53bw1MXbl,1,
Racoma,3Y3bK9UlgDtqEfIwFUCLH0,1,seattle indie
Radiation City,1nlI6sCz1fw135KYwweoCk,2,portland indie|shimmer pop
Radical Face,5EM6xJN2QNk0cL7EEm9HR9,1,indie folk|indie pop|jacksonville indie|stomp and holler
Rafael Casal,25fpNHdnzHEoz5rJTSoX1B,1,
Rainbow Kitten Surprise,4hz8tIajF2INpgM0qzPJz2,1,indie folk|indie pop|indie rock|modern alternative rock|modern rock|stomp and holler
Raleigh Ritchie,0IB0VjX9NSrGX6PjCXGVcq,1,uk contemporary r&b
Randy Newman,3HQyFCFFfJO3KKBlUfZsyW,1,disney|movie tunes|singer-songwriter
Ratatat,57dN52uHvrHOxijzpIgu3E,2,alternative dance|new rave
Ray Charles,1eYhYunlNJlDoQhtYBvPsi,4,adult standards|classic soul|jazz blues|piano blues|soul|soul blues|vocal jazz
Ray LaMontagne,6DoH7ywD5BcQvjloe9OcIj,4,acoustic pop|indie folk|neo mellow|new americana|pop rock|stomp and holler
Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,1,anti-folk|indie pop|lilith|piano rock|pop rock
Relient K,3nJWBJvK7uGvfp4iZh9CkN,1,canadian ccm|christian alternative rock|christian music|christian punk|christian rock|neo mellow|pop punk|pop rock
Remy Zero,2pZCKLhbrrDD4PwEzrDig3,1,alabama indie|pop rock
Reuben And The Dark,6eXJslu7IJJ6Ej8Czbd0iO,11,calgary indie|canadian folk|canadian indie
Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,12,bedroom pop|indie r&b|pop
Rhye,2AcUPzkVWo81vumdzeLLRN,13,downtempo|indie soul|indietronica|shimmer pop
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,1,barbadian pop|dance pop|pop|post-teen pop|r&b|urban contemporary
Ritt Momney,7MPGCB854Qo4alYMOPkBka,1,bedroom pop
River Whyless,7gRGh8w4G9zaFJSaIYp8HH,3,asheville indie|deep new americana|folk-pop|indie folk|new americana|stomp and flutter|stomp and holler
Rogue Valley,1EbGAjTV50qpZ53jXTvmV7,1,midwest americana
Rogue Wave,2JSc53B5cQ31m0xTB7JFpG,1,bay area indie|indie pop|indie rock|modern rock|noise pop|oakland indie|stomp and holler
Roosevelt,4AQrqVz6BYwy29iMxcGtx7,1,alternative dance|athens indie|chillwave|indie emo|indie soul|indietronica|nu disco|shiver pop|vapor soul
Rostam,04XggbrM51GcFPTxBYtRXT,1,art pop|indie pop|shimmer pop
Rubblebucket,6xriZDSK3wPXhOoZXr9fzF,1,indie pop|shimmer pop
Rufus Wainwright,2PfBzriIMRsCXPDtSy9vg8,1,canadian pop|chamber pop|melancholia|piano rock|singer-songwriter
Run The Jewels,4RnBFZRiMLRyZy0AzzTg2C,6,escape room|hip hop|political hip hop
Run–D.M.C.,3CQIn7N5CuRDP8wEI7FiDA,1,east coast hip hop|hardcore hip hop|hip hop|hip house|old school hip hop|queens hip hop|rap
RuthAnne,31rVRoX5ZG9ZyRbHvlEwjA,1,uk contemporary r&b
Ryan Adams,2qc41rNTtdLK0tV3mJn2Pm,3,alternative country|folk|neo mellow|new americana|pop rock|roots rock|singer-songwriter|stomp and holler
Ryan Gosling,6kXm2YCtdUOpRYNKeKhfue,3,hollywood
RØMANS,4b8dLpJgJpNQYzu4AtXLt3,1,uk pop
SALES,6vVztIuqdDHvYWxOEXCzjN,1,orlando indie
STRFKR,2Tz1DTzVJ5Gyh8ZwVr6ekU,2,alternative dance|chillwave|indie pop|indie rock|indietronica|modern rock|shimmer pop|vapor soul
SZA,7tYKF4w9nC0nq9CsPZTHyP,1,pop|pop rap|rap
Saba,7Hjbimq43OgxaBRpFXic4x,1,chicago rap|hip hop|rap|underground hip hop
Said The Whale,0QTnH6UEP2jbZEVO6g6Vfe,1,canadian indie|vancouver indie
Saint Motel,1dWEYMPtNmvSVaDNLgB6NV,1,indie pop|indie poptimism|indie rock|la indie|modern alternative rock|modern rock|pop rock|rock
Saint Raymond,1eIoJGCu3rShrRm2wfOhN8,1,english indie rock|indie anthem-folk|indie pop|indie poptimism|modern alternative rock|modern rock
Sam & Dave,2BVYdY4PyfCF9z4NrkhEB2,3,classic soul|funk|memphis soul|motown|soul|southern soul
Sam Beam,25hkV0FAhcjmadGqi8DNKr,1,chamber folk
Sam Burchfield,2S8ft2HNlQ2Ox9ltQZM1A5,1,indiecoustica|stomp and holler
Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,2,adult standards|brill building pop|classic soul|rock-and-roll|soul
Sam Smith,2wY79sveU1sp5g7SokKOiI,14,pop|uk pop
Sam Weber,5S7A3k8YvGhc78LKeqe8gl,1,canadian indie folk
Sampha,2WoVwexZuODvclzULjPQtm,1,indie r&b|indie soul
San Cisco,0Ou0138wEd8XWebhc4j7O0,1,australian hip hop|australian indie|australian pop|fremantle indie|indie pop|indietronica|metropopolis|perth indie
San Fermin,7fSnislKgW9Mz0YIqWQmGt,3,brooklyn indie|chamber pop|indie pop|stomp and holler
Sanders Bohlke,4AP2adBA7JiDBoymnpYqVI,1,mississippi indie
Santana,6GI52t8N5F02MxU0g5U69P,1,blues rock|classic rock|mexican classic rock
Santigold,6Jrxnp0JgqmeUX1veU591p,1,alternative dance|electropop|escape room|indie pop|indietronica|new rave
Sarah,33Gx2JOUU4jrmRhjxwaOxb,1,
Sarah,48UenHtU3JJLLpPopY9CIW,1,
Savannah Sgro,5aj9AKqFL0JpL2sQ8Q2irp,1,indie electropop
Scary Pockets,1e16kiJQtCTveTl7TQnkFN,1,retro soul
Scenic Route to Alaska,4tUP4gz64sNmLHP1M2eLI5,1,canadian indie|edmonton indie
Scott Bradlee's Postmodern Jukebox,5HYNPEO2NNBONQkp3Mvwvc,1,swing
Sean Hayes,478LE6WL6BARBaLU2NHefl,5,stomp and holler
Sean Kingston,6S0dmVVn4udvppDhZIWxCr,1,dance pop|miami hip hop|pop|post-teen pop|urban contemporary
Sean McSwiggan,2KqdDqBFNOPns7KzeQ256a,1,
Seratones,7D9TOQJq1HnpnQZlNNYWqc,1,
Serena Ryder,3jmxkI8Jhv8bHOd2qSiU9j,1,canadian indie|canadian pop|canadian singer-songwriter|lilith|ontario indie|pop quebecois
Shakey Graves,1fZpYWNWdL5Z3wrDtISFUH,26,austin americana|austindie|deep new americana|indie folk|modern rock|new americana|stomp and holler
Shannon Shaw,4bKniuCGFic42eaNWK34Jq,1,alternative americana
Shannon and The Clams,6A5Ns1SpGWTt8SzXPwiqVE,3,bay area indie|garage pop|indie garage rock|oakland indie|power-pop punk
Sharon Jones & The Dap-Kings,6LufpoVlIYKQCu9Gjpk8B7,12,afrobeat|classic soul|funk|neo soul|retro soul|soul|southern soul
Sharon Van Etten,2wJ4vsxWd7df7dRU4KcoDe,1,art pop|chamber pop|freak folk|indie folk|indie pop|indie rock|melancholia|new jersey indie|stomp and holler
Shoos Off,6hS6xIhVWdR6BBTMPYSAvQ,4,la pop
Shovels & Rope,1M3BVQ36cqPQix8lQNCh4K,3,alternative country|deep new americana|indie folk|new americana|roots rock|south carolina indie|stomp and holler
Sia,5WUlDfRSoLAfcVSX1WnrxN,3,australian dance|australian pop|dance pop|pop
Silversun Pickups,6qyi8X6MdP1lu6B1K6yh3h,1,alternative metal|alternative rock|dance-punk|indie pop|indie rock|la indie|modern alternative rock|modern rock|post-grunge|rock
Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,2,classic rock|folk|folk rock|melancholia|mellow gold|rock
Sinkane,0ip3L7jX2aq8T1VTJRFZ9w,1,sudanese pop
Sir Babygirl,3Z9b1MnVKbJw8LpgQclsls,1,new hampshire indie
Sir Sly,3DFoVPonoAAt4EZ1FEI8ue,1,electropop|indie pop|indie poptimism|indie rock|indietronica|la indie|modern alternative rock|modern rock|shimmer pop|vapor soul
Sir Woman,3H03S3ZtyYLdzsk6EYndUL,2,austindie
Sister Sparrow,5kah03Pzp6s8eD8vRIhdfL,1,deep new americana|retro soul
Sjowgren,32Ko3nL0210QAt14S3Rs4Y,3,indie pop|indie poptimism|stomp and holler
Sky Ferreira,7pyhre5oEEFMqcgMEvJY7q,1,art pop|candy pop|dance pop|electropop|escape room|indietronica|la indie|metropopolis|neo-synthpop
Slash,4Cqia9vrAbm7ANXbJGXsTE,1,alternative metal|hard rock|post-grunge|rock
Sleeping At Last,0MeLMJJcouYXCymQSHPn8g,7,ambient worship|chamber pop|dreamo|pop
Sleepwalkers,0vIFLqYvyNzfBjzyo6J0Pv,1,rva indie
Smokey Robinson,0h9smro0z3HqUbD94jotU8,1,classic soul|disco|funk|motown|quiet storm|soul|southern soul
Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe,1,art pop|baltimore indie|indie pop|indie rock
Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,1,g funk|gangster rap|hip hop|rap|west coast rap
Snowmine,0UQCSEnTVyI8gtCVEeJMKN,1,
Soccer Mommy,4wXchxfTTggLtzkoUhO86Q,3,art pop|electropop|indie folk|indie pop|indie rock|small room
Soko,4Q3f2YYH4gQxWFS3WY5G3j,1,
Solange,2auiVi8sUZo17dLy1HwrTU,1,afrofuturism|alternative r&b|art pop|dance pop|electropop|escape room|hip pop|indie soul|neo soul|pop|r&b|urban contemporary
Solo Woods,2SrsKqD053CseoB0321K8I,1,indie electropop|neo r&b
Solomon Burke,4nts0oxMT67lVUoi5Kjxrb,1,classic soul|funk|motown|soul|soul blues|southern soul|vocal jazz
Son Little,4lujUKeO6nQAJXpq37Epn7,3,funk|soul
Sonoya Mizuno,4FFGJ9ERSX06Sl8hD7GRVv,1,
Spencer & Antfood,3hHShK97agxgJjodHN43L4,1,
St. Paul & The Broken Bones,4fXkvh05wFhuH77MfD4m9o,36,funk|indie folk|retro soul|soul
St. South,1n3X60xWCyL1zytSiKeu4D,1,vapor soul
Starship,0kObWap02DEg9EAJ3PBxzf,1,album rock|dance rock|mellow gold|new romantic|new wave|new wave pop|soft rock
Steadman,3qff5GxQQHRdFPWB5M0Pws,1,
Stella Donnelly,2mHjhKyKCLh6MZELuCe1Es,1,australian indie|australian singer-songwriter|perth indie
Steve Aoki,77AiFEVeAVj2ORpC85QVJs,1,big room|dance pop|edm|electro house|tropical house
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,5,funk|motown|quiet storm|soul
Sticky Fingers,3ZGr7nQBXDU2WhyXgRVbt0,1,australian reggae fusion|reggae fusion
Still Woozy,4iMO20EPodreIaEl8qW66y,2,bedroom pop|indie pop|modern rock|oakland indie
Stop Light Observations,2EOIjdzbFGRM87IvJU34JJ,2,modern alternative rock|south carolina indie
Storyman,6COz3VM06L8Ulc5Yo0EQmn,1,
Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,1,baroque pop|chamber pop|freak folk|indie folk|singer-songwriter
Sum 41,0qT79UgT5tY4yudH9VfsdT,1,alternative metal|canadian pop punk|canadian punk|nu metal|pop punk|post-grunge|punk
Sun June,0UIQXpn5oXhmpgbUDFzaLb,1,austin americana
Sundara Karma,4fgXfJCQnK6c44u4KzAtQP,1,english indie rock|indie pop|modern alternative rock|modern rock|reading indie|rock
Sure Sure,1anAI9P9iSzc9qzLv6AtHZ,1,indie pop|indie rock|indietronica|la indie|modern rock|vapor soul
Susto,7foyQbi7GKriLiv1GPVEwt,4,deep new americana|indie folk|new americana|roots rock|south carolina indie|stomp and holler
Sylvan Esso,39vA9YljbnOApXKniLWBZv,2,art pop|electropop|etherpop|indie folk|indie pop|indie rock|indietronica
T-Pain,3aQeKQSyrW4qWr35idm0cy,1,dance pop|hip hop|pop|pop rap|r&b|rap|southern hip hop|trap|urban contemporary
TOKiMONSTA,3VwKSHAfgzV1DOHV0aANCI,1,chillwave|electra|escape room|indie soul|indietronica|vapor soul|vapor twitch|wonky
Talib Kweli,0lEssBAxQl2In4RpaB1C2Y,1,alternative hip hop|conscious hip hop|east coast hip hop|hardcore hip hop|hip hop|southern hip hop
Tame Impala,5INjqkS1o8h1imAzPqGZBb,1,australian psych|neo-psychedelic
Tameca Jones,5irHweR0nrxBHwB6WiFN3L,1,
Tamino,3IWdvItNhmdo282Wwp0CwH,1,belgian indie
Tammi Terrell,75jNCko3SnEMI5gwGqrbb8,2,motown
Tash Sultana,6zVFRTB0Y1whWyH7ZNmywf,1,australian reggae fusion
Taylor Swift,06HL4z0CvFAxyc27GXpf02,4,dance pop|pop|post-teen pop
Tedeschi Trucks Band,2gFsmDBM0hkoZPmrO5EdyO,2,blues rock|electric blues|funk|jam band|mellow gold|modern blues|new americana|rock|roots rock
Ten Fé,3cohAS2UQTaOo80kCn8qjT,1,metropopolis
Terraplane Sun,2jUEbzY3ihXrzqOaTV6jTF,1,
Thao & The Get Down Stay Down,2dn0CGCWvtrwZ66bOeLNb2,1,art pop|indie pop|stomp and holler
The 1975,3mIj9lX2MWuHmhNCA7LSCW,1,indie pop|modern alternative rock|modern rock|nu gaze|pop|rock
The A-Sides,02mT6P1v66bhBigeioLHwu,1,philly indie
The Airborne Toxic Event,7xovAENFxmyEWhzbnHsB3Z,12,indie pop|indie rock|la indie|metropopolis|modern alternative rock|modern rock|pop rock|stomp and holler
The Antlers,5o8Wylae9k23IEJMIiwd8s,1,art pop|brooklyn indie|chamber pop|freak folk|indie folk|indie pop|indie rock|melancholia|stomp and holler
The Apache Relay,62pBNClOEZJEyRXrzC2CtI,1,lo star|modern folk rock|stomp and holler
The Arcs,3mVWMgLc7bcyCBtL2ymZwK,1,funk|garage rock|indie rock|modern blues rock|modern rock|punk blues|rock
The Avett Brothers,196lKsA13K3keVXMDFK66q,3,indie folk|neo mellow|new americana|north carolina indie|progressive bluegrass|stomp and holler
The Bailen Brothers,4pAZURH9WyFyoA4gvS9CTF,1,
The Ballroom Thieves,7kZBQcHbD4IKKEJIMnrRWC,3,boston folk|deep new americana|folk-pop|indie folk|indiecoustica|new americana|new england americana|stomp and holler
The Barr Brothers,4OyRutd80DZC22C4pl63l7,2,canadian americana|canadian indie|deep new americana|indie folk|new americana|stomp and holler
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1,beatlesque|british invasion|classic rock|merseybeat|psychedelic rock|rock
The Beths,7DjwIxbe8kpw4pqnzAMoin,5,auckland indie|indie punk|indie rock|kiwi rock|modern power pop|nz indie
The Black Keys,7mnBLXK823vNxN3UWB7Gfz,45,alternative rock|blues rock|garage rock|modern blues rock|modern rock|punk blues|rock
The Breeders,1xgFexIwrf2QjbU0buCNnp,1,alternative pop|alternative rock|boston rock|dance rock|dayton indie|indie rock|lilith|lo-fi|post-punk|rock
The Brilliance,26nltVmOVeIfYmwcmqTm7e,1,acoustic pop|ambient worship|anthem worship|ccm|christian pop|christian uplift|deep ccm|indiecoustica|roots worship|worship
The Brook & The Bluff,4dWtsQvuME6tCWFycaTvO7,7,alabama indie|indie cafe pop|indie folk|indiecoustica|stomp and holler
The California Honeydrops,21t0aavYGSGFkYYFhu6urk,2,bay area indie|deep new americana|funk|indie folk|new americana
The Californian,1BZKH3A11JAuhDCO6EXMUt,1,
The Careful Ones,1DdAoWvETBUklcJCOISZx1,1,ambient folk
The Chicks,25IG9fa7cbdmCIy3OnuH57,2,contemporary country|country|country dawn
The Cinematic Orchestra,32ogthv0BdaSMPml02X9YB,2,downtempo|electronica|ninja|nu jazz
The Colourist,0hK26QoGcuKV3lH0x9MvUU,1,indie pop|indie poptimism|indietronica|metropopolis|shimmer pop
The Dig,2Ki2mlU4LhZZ0BOYHWbcot,6,shimmer pop
The Dip,2qFOYqFxPaIwEnffVhJhEn,9,funk|indie folk|retro soul
The Districts,3HZgaiR960RFqx9d4LPraD,30,indie rock|lancaster pa indie
The Dramatics,2W8UTum7bU7ue6m0r14H97,1,classic soul|disco|funk|jazz funk|memphis soul|motown|quiet storm|soul|southern soul
The Features,3FaKHeTy1zMZVtQAvwaF0x,1,
The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,1,alternative rock|art rock|indie pop|indie rock|modern rock|noise pop|okc indie|rock
The Franklin Electric,6LLYwvo2N1nDcUvyw9XPGN,4,canadian indie folk|indie quebecois
The Fray,0zOcE3mg9nS6l3yxt1Y0bK,57,modern rock|neo mellow|piano rock|pop|pop rock
The Gooch Palms,5rtGpDaS0oxKOm2PgBj6jr,1,australian garage punk
The Greeting Committee,1MIe1z4RdqLqHSJsb7EBMm,7,indie pop|kc indie|modern rock
The Growlers,2RhgnQNC74QoBlaUvT4MEe,1,garage rock revival|indie garage rock|indie surf
The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,12,folk-pop|indie folk|neo mellow|new americana|seattle indie|stomp and holler
The Housemartins,77D38RDgCtlYNLpayStftL,1,britpop|dance rock|new romantic|new wave|new wave pop
The Hunts,1fFdRZK1GDGXL7vRxxUWLH,1,folk-pop|hampton roads indie|indiecoustica|stomp and holler
The Isley Brothers,53QzNeFpzAaXYnrDBbDrIp,1,classic soul|disco|funk|motown|quiet storm|soul|southern soul
The Japanese House,3IunaFjvNKj98JW89JYv9u,1,art pop|electropop|indie pop|indie poptimism|indietronica|modern dream pop|vapor soul
The Jungle Giants,6wFwvxJkurQPU2UdeD4qVt,7,australian indie|australian pop
The Killers,0C0XlULifJtAgn6ZNCW2eu,18,modern rock|permanent wave|pop rock|rock
The Knux,52gwRVa1eX4gTCplPd2tlq,1,
"The Last Artful, Dodgr",6jpOOrGFSWdHx6leHfU54n,1,portland hip hop
The Last Bison,6eJRqkCcePqNJkhk98IDbc,1,hampton roads indie|stomp and holler
The Last Revel,2PyWfmEeKmRNhQkAJ1zJXw,1,deep new americana|midwest americana|new americana
The Lone Bellow,7JFtD8KnbAADBBDleIMuH7,1,acoustic pop|deep new americana|indie folk|new americana|stomp and holler
The Lovin' Spoonful,7CCn4PFRRRZF127jtCBAUe,1,brill building pop|bubblegum pop|classic rock|country rock|folk|folk rock|mellow gold|merseybeat|psychedelic rock|rock|rock-and-roll|roots rock|soft rock|traditional folk
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,36,folk-pop|modern rock|stomp and holler
The Microphones,7Ht57YadlBXcFJDK3plmhO,2,alternative rock|anti-folk|freak folk|indie pop|indie rock|lo-fi|noise pop|olympia wa indie|slowcore
The Middle East,6imbHAlhHrFwtsOgqpeBK2,2,australian indie|australian indie folk|chamber pop
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,1,indie folk|new americana|progressive bluegrass|stomp and flutter|stomp and holler
The Mother Hips,754hwfwMX4RL52JZYmQaBR,1,bay area indie
The National,2cCUtGK9sDU2EoElnk0GNB,18,indie rock|modern rock
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,2,modern alternative rock|modern rock|pop|rock
The New Basement Tapes,2oQpz9DEfhuSbuT8hjhTDK,2,indie folk|new americana|roots rock
The New Pornographers,4mO4aGO6u29UyR6XLZR9XW,2,alternative rock|anti-folk|canadian indie|indie pop|indie rock|modern power pop|modern rock|stomp and holler|vancouver indie
The O'My's,1GQx6SUIHxDC1mRIFIpslD,1,alternative r&b
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,2,folk-pop|indie folk|indiecoustica|san marcos tx indie|shimmer pop|stomp and holler
The Ohio University Leading Tones,5zJNvzonuDQCSsY9g3cuhw,1,
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,24,australian indie folk|indie anthem-folk|indie folk|neo mellow|stomp and holler
The Peach Kings,6Lt0qzVmaKAw52vpXMTT3i,1,
The Presets,1zTAQ6zkGz2L2i6lfR30EX,1,alternative dance|australian dance|australian hip hop|australian indie|dance-punk|electronica|indietronica|new rave
The Raconteurs,4wo1267SJuUfHgasdlfNfc,1,alternative rock|garage rock|garage rock revival|indie rock|modern alternative rock|modern blues rock|modern rock|post-grunge|rock|supergroup
The Rare Occasions,1QfpRUtH14JLoY6F6AYmwt,1,la indie
The Revivalists,5kuJibJcwOC53s3OkoGMRA,6,indie folk|modern alternative rock|modern rock|rock
The Roots,78xUyw6FkVZrRAtziFdtdu,1,alternative hip hop|conscious hip hop|east coast hip hop|hardcore hip hop|hip hop|neo soul|philly rap|political hip hop|southern hip hop
The Rubens,2hrWpLNoJcs1EnWSXvB6JI,28,australian hip hop|australian indie|australian pop
The Secret Sisters,5fIZHCg2de8322HZodBDWL,1,alternative country|folk|indie folk|new americana
The Seige,6Cny0Wt5OKLct1rGOLmu80,1,cali rap|modern alternative rock
The Servant,679k99IJomQUuRMbhiohrY,1,british alternative rock
The Sheepdogs,4U33udokhmKATsu8UoqUEN,2,canadian indie|canadian rock|electric blues|modern blues rock|rock
The Shins,4LG4Bs1Gadht7TCrMytQUO,19,albuquerque indie|alternative rock|indie folk|indie pop|indie rock|modern rock|portland indie|rock|stomp and holler
The Shouting Matches,4Ol9S3QuVEVdbXfSjM6ZdQ,2,deep new americana|eau claire indie|funk|modern blues rock
The Soul Stirrers,1bZKspL8h396R1WihOiPb5,1,gospel singers|gospel soul
"The Spartones from Greensboro, NC",3DTZU2XC1Vw4YqE0AKLbdV,1,
The Spinners,5fbhwqYYh4YwUoEs582mq5,1,classic soul|disco|funk|motown|philly soul|quiet storm|soul|southern soul
The Staple Singers,7xGGqA85UIWX1GoTVM4itC,1,chicago soul|classic soul|funk|memphis soul|motown|quiet storm|soul|southern soul
The Staves,5G49Sq5mMzAkGL4ZP6eVPY,1,indie folk|indie pop|new americana|stomp and holler|uk americana
The Strumbellas,6ujr1NkqbZpYOhquczUUfl,1,canadian indie|folk-pop|pop rock|stomp and holler
The Sugarhill Gang,7zliF6Q946WznVk3ZMYhZX,1,east coast hip hop|electro|funk|hip hop|hip house|new jersey rap|old school hip hop|rap
The Suitcase Junket,7Iew8GtdYcaznLxIJpJxeS,1,deep new americana|new england americana|one-person band|western mass indie
The Swell Season,2buJppisWV2GWWBWgkK074,1,melancholia
The Tallest Man On Earth,2BpAc5eK7Rz5GAwSp9UYXa,4,chamber pop|indie folk|stomp and holler|swedish americana|swedish singer-songwriter
The Temptations,3RwQ26hR2tJtA8F9p2n7jG,1,classic soul|funk|memphis soul|motown|soul
The University Of Georgia's With Someone Else's Money,71LhJhIWQAZWFRDOvSfT8r,1,
The Vaccines,0Ak6DLKHtpR6TEEnmcorKA,3,indie pop|indie rock|modern alternative rock|modern rock|rock
The Velvet Underground,1nJvji2KIlWSseXRSlNYsC,1,alternative rock|art rock|classic rock|folk rock|melancholia|permanent wave|protopunk|psychedelic rock|rock
The Washington University In St. Louis's Mosaic Whispers,0XedhcQD1C7Dbuvt75FDPq,1,
The Weather Station,39ZEMGRv3pIYTYKEhr4Abu,1,canadian indie|indie folk|modern folk rock
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,1,canadian contemporary r&b|canadian pop|pop
The Weeks,3zE5jV6Uw9hhdWCXM8hS3j,3,mississippi indie
The Weepies,6pwHWKweuoCyx3OoFaD0Q5,1,acoustic pop|folk|indie folk|indie pop|lilith|neo mellow
