artist,artist_id,count,genres
Glen Hansard,3Caot8EtHX6wLpNF2wRzS0,1,irish rock|irish singer-songwriter|melancholia|neo mellow
Glorietta,7xOKlpKHj8SkUgiVFA2LX7,2,deep new americana
Glossary,5qIewQM1fiHXXGFRSBpQvu,1,
GoGo Penguin,19f2JXwlRU26376TCKmp6L,2,british jazz|contemporary jazz|indie jazz|jazztronica|modern jazz trio|nu jazz|progressive jazz fusion
GoldFord,4I2QW85rkIhCRRZt1kuBqS,1,
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,1,alternative hip hop|art pop
Grace Potter,1PJVVIeS5Wu0wbZDhtC0Ht,1,
Grace Potter & The Nocturnals,23OknxGcY1i5xX1TRPilMj,1,modern blues rock
Greg Cox,0sSaM0P7mPCUyS7QE0HANt,1,charlotte nc indie
Greg Laswell,2Mf99N2VcDEcVuocyBLhyC,1,acoustic pop|neo mellow
Greg Porn,56m3zvu4pwoqd9MrHkQHQg,1,
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,31,indie folk|neo mellow|new americana|pop folk|stomp and flutter|stomp and holler
Gretta Ray,4xdEmbimxXyo9wXy9lq3ek,1,australian indie|australian pop
Greyhounds,1FcTd89N9ESEOsIDD883Kp,6,deep new americana|funk
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,16,indie pop|indie rock|la indie|modern alternative rock|modern rock|pop rock|rock|stomp and holler
"Grover Washington, Jr.",05YVYeV4HxYp5rrWalvuE1,1,jazz funk|smooth jazz
Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,1,dance pop|edm|electro house|pop|tropical house
Guards,0Zsp7eS6zZEDnEsZaJtr7U,1,
HAIM,4Ui2kfOqGujY81UcPrb5KE,5,dance pop|indie pop|metropopolis|pop|pop rock|rock
Hala,1dTBAtLZBUB8Ir4PmJYw9t,2,indie garage rock
Haley Heynderickx,73MDShZzdL4vUGMkmXOG6X,2,art pop|freak folk|indie folk|indie pop|indie rock|portland indie|small room
Half Moon Run,3ceQN2NVlLg1hgTzljDE4n,2,canadian indie|indie quebecois|quebec indie
Hannah Gill,3sHQVe8OpE2O9AcDV3gBFl,2,
Hannah Gill & the Hours,0B4gyPFrq9gNPdXSrWDHZT,1,deep new americana
Harry Styles,6KImCVD70vtIoJWnq6nGn3,4,pop|post-teen pop
Heartless Bastards,2wwMTLM2da1sa2JcJslf8W,8,punk blues|stomp and holler
Henry Hall,2tRg9tU9VRKsmTr2ihZCEs,1,la indie
Here We Go Magic,4WxjrOJGIngO2hJnlCeK7f,1,baroque pop|brooklyn indie|freak folk
Hiatus Kaiyote,43JlwunhXm1oqdKyOa2Z9Y,1,australian r&b|indie jazz|indie soul|neo r&b|neo soul|shiver pop
Highasakite,5awQWdBpLqN2KFVRN8w56T,1,norwegian indie|norwegian pop|norwegian rock
Hippo Campus,1btWGBz4Uu1HozTwb2Lm8A,2,indie pop|indie poptimism|indie rock|indietronica|minneapolis indie|modern alternative rock|modern rock
Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE,1,alternative country|deep new americana|indie folk|indie rock|modern folk rock|new americana|north carolina indie|roots rock|stomp and holler
Hollow Coves,7IAFAOtc9kTYNTizhLSWM6,6,indie anthem-folk|indie folk|stomp and holler
Hospital Ships,5cq2TLhaxy9ByyGt4Hxg2Z,1,lawrence ks indie
Hot 8 Brass Band,1lvVzEkQ4u72rrZ7bNUkcD,1,brass band|new orleans funk|second line|street band
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,2,deep new americana|indie folk|indie pop|indie rock|modern folk rock|modern rock|new americana|rock|stomp and holler
Hozier,2FXC3k01G6Gw61bmprjgqS,29,irish singer-songwriter|pop
Hungry Kids of Hungary,11jOZfVtketvHlyEXCkCWC,4,australian indie
Hurray For The Riff Raff,2xLEV2jDreAOcpJXFNoXyt,1,alternative country|new americana|new orleans americana|stomp and holler|traditional folk
I Am Oak,3rkCcFVpbFYCvnNKTT7LUe,3,dutch indie|dutch indie rock|dutch singer-songwriter
Ida Maria,2MCUVoI9J8LEqtHvf3X5ln,4,
Ingrid Michaelson,2vm8GdHyrJh2O2MfbQFYG0,13,acoustic pop|ectofolk|indiecoustica|lilith|neo mellow|pop|pop rock
Iron & Wine,4M5nCE77Qaxayuhp3fVn4V,1,acoustic pop|indie folk|indie pop|neo mellow|stomp and holler
Iron Eyes Cody,5WHwKodR4w0Nj8OyHf7edB,1,vermont indie
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,3,conscious hip hop|hip hop|north carolina hip hop|rap
J. Roddy Walston & The Business,1FlpoZvmdqEMfKIzgMmSJX,1,deep new americana|indie folk|modern blues rock|new americana|stomp and holler
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,4,east coast hip hop|hip hop|pop rap|rap
JJ Grey & Mofro,1Jl8u1U1GtBlwocZK5LWZv,9,blues rock|funk|jam band|modern blues|modern blues rock|new americana|roots rock|swamp rock
JR JR,3VAxb3UskTNiHAKh4UeOEv,2,indie pop|indie poptimism|indietronica|modern rock|shimmer pop|stomp and holler
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,2,deep underground hip hop|kentucky hip hop|pop rap|rap|trap
Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,2,neo mellow
Jack White,4FZ3j1oH43e7cukCALsCwf,1,alternative rock|blues rock|garage rock|garage rock revival|indie rock|modern blues rock|modern rock|punk blues|rock
Jack's Mannequin,42aeGx2I3uXINpGqC8L0LD,9,neo mellow|neon pop punk|piano rock|pop emo|pop punk|pop rock
Jackie Wilson,4VnomLtKTm9Ahe1tZfmZju,1,adult standards|brill building pop|chicago soul|classic soul|motown|quiet storm|rhythm and blues|rock-and-roll|soul
Jacob Banks,0AepkoQhYvkjEzzwIcGxdV,2,indie r&b|uk contemporary r&b
Jade Bird,7D8LuVnlyu91ndcPe70j7S,2,folk-pop|indie folk|uk americana
James Bay,4EzkuveR9pLvDVFNx6foYD,1,neo mellow|pop|pop rock
James Blake,53KwLdlmrlCelAZMaLVZqU,6,art pop|indie r&b|indie soul|uk alternative pop
James Morrison,3LpLGlgRS1IKPPwElnpW35,1,neo mellow|neo soul|pop|pop rock
James Vincent McMorrow,7FDlvgcodNfC0IBdWevl4u,2,indie anthem-folk|indie folk|irish singer-songwriter|neo mellow
Jamie Foxx,7LnaAXbDVIL75IVPnndf7w,1,dance pop|hip hop|hip pop|neo soul|pop rap|r&b|southern hip hop|urban contemporary
Jamila Woods,4UodukR17NIQfNu5uaqm9B,1,afrofuturism|alternative r&b|escape room|indie soul
Japanese Wallpaper,2xUsnfrcs3h2FzdRQvGmGM,1,australian indie|australian pop|indie dream pop|vapor soul
Jason Mraz,4phGZZrJZRo4ElhRtViYdl,1,acoustic pop|neo mellow|pop|pop rock
Jaws of Love.,165BHXMlW522HMz0sLhGtq,2,
Jay Rock,28ExwzUQsvgJooOI0X1mr3,1,conscious hip hop|gangster rap|hip hop|pop rap|rap|southern hip hop|trap|underground hip hop
Jeff Buckley,3nnQpaTvKb5jCQabZefACI,1,melancholia|permanent wave|rock|singer-songwriter
Jelani Aryeh,7A47sEe0ih6WpKmNCRMu86,1,bedroom soul|indie r&b
Jellyfish,10flBVEy5MiUXOJWTaFsyL,1,beatlesque|jangle pop|pop rock|power pop
Jenna Pemkowski,29eVvwQJ6dwSiykc8RtlpG,1,
Jenny Lewis,5cMVRrisBpDkXCVG48epED,1,art pop|indie folk|indie pop|indie rock|lilith
Jenny Owen Youngs,52mkFCABBeP3KjkWFA4M2H,1,lilith|new jersey indie
Jeremih,3KV3p5EY4AvKxOlhGHORLg,1,chicago rap|dance pop|pop|pop rap|r&b|southern hip hop|trap|urban contemporary
Jeremy Kay,6HnFfQug60BF0wJPXpusXY,1,
Jerry Douglas,4YgACLaoEjPl4kVZ5WmBN9,1,bluegrass|instrumental bluegrass|jig and reel|progressive bluegrass
Jesca Hoop,0fqE57gXXTTqxXlFYVNG2u,1,etherpop|indie folk
Jesse Boykins III,7N3L5HZxQqxWSfhrrTNI29,1,alternative r&b|indie r&b|neo r&b|neo soul
Jesse Daniel Smith,2ciKXsw2J3JHto2f38qc0W,1,indiecoustica
Jesse Dee,4Aqq0nxCt1gn9HfESSEJ0Q,11,
Jessica Rothe,21yiGQIpkiP8edfxDipQaW,1,
Jessie Buckley,0gvb5LJ9nR6z0UqohIojP1,1,irish country
Jim Jones,6AMa1VFQ7qCi61tCRtVWXe,1,gangster rap|harlem hip hop|hip hop|pop rap|rap|trap
Jimi Charles Moody,2c7W5Wrgn9aGrqtSFrHa1a,2,
Jimmy Cliff,3rJ3m1tM6vUgiWLjfV8sRf,1,reggae|roots reggae|ska
Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,3,emo|modern power pop|modern rock|neo mellow|pop punk|pop rock|post-grunge|rock
Jinja Safari,0p11FG7aiJPJYLZuiCjXmC,1,australian indie|australian indie rock
Joanna Sternberg,2qDa6aEDJtMIQMb6IddWaI,1,
Joe Hertler & The Rainbow Seekers,2bqcjvd6ETkqubaQnx3OtS,1,michigan indie
Joel Cross,38lU4NjAo7YezpYklAhz7O,1,
John Legend,5y2Xq6xcjJb2jVM54GHK3t,3,neo mellow|neo soul|pop|r&b|urban contemporary
John Mark Nelson,7JhOzFlNJjcRrFan1wlwYB,1,minneapolis indie
John Mayer,0hEurMDQu99nJRq8pTxO14,15,neo mellow|pop|pop rock|singer-songwriter
John Mayer Trio,68xuC1qXRhCUvGd4SSM655,1,blues rock|modern blues
John Newman,34v5MVKeQnIo0CWYMbbrPf,12,pop
John Vincent III,1sgVcCMCarG7yWGmkP9wMb,1,indie anthem-folk|indie folk|stomp and holler
John Wasson,3kfJcLXiDvbTG7qMQHVB6c,1,
Jon and Roy,1K0Gi1qUFGSyZUFXvJF4F2,3,victoria bc indie
JonZ,5jVIa3EKyJbq1i8iEC5PBO,1,israeli indie
Jordan Mackampa,24WPEGLYPvEsmk4GSDFyST,2,indie anthem-folk|indie soul
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,1,pop|uk contemporary r&b
Joseph,5Wfvw7rDz7HA6gE2z6QhqO,1,folk-pop|indie folk|new americana|stomp and holler
Josh Garrels,16QSVsPKl743hu4U5C18R8,1,acoustic pop|anthem worship|ccm|christian indie|christian uplift|indiecoustica|indy indie|neo mellow|roots worship|stomp and holler|worship
Josh Kaufman,3kKgcBXTgyAZhXPV3AaSZc,1,
Josh Pyke,4UzQ37Y0rzonVpsXpcNyFH,1,australian alternative rock|australian indie|australian singer-songwriter
Joshua Lee Turner,1bfk97GO0DYNUjbNNJ0XIT,1,
José González,6xrCU6zdcSTsG2hLrojpmI,4,gothenburg indie|indie folk|neo mellow|stomp and holler|swedish indie folk|swedish indie pop|swedish singer-songwriter
Jukebox The Ghost,0L8jXe7QeS9oYUoXbANmX4,1,indie pop|indie poptimism|indiecoustica|modern alternative rock|modern rock|piano rock|pop rock|stomp and holler
Julia Jacklin,12fRkVfO2fUsz1QHgDAG3g,2,art pop|indie folk|indie pop|indie rock|sydney indie
Julien Baker,12zbUHbPHL5DGuJtiUfsip,1,ambient folk|art pop|indie folk|indie pop|indie rock
"Jump, Little Children",2FUX1YWRyeqe4wbOregG0G,1,south carolina indie
Junip,7HcipAIJatVGT4U6HQrnFW,2,stomp and holler|swedish indie rock
Junkie XL,5svDnd8joFhbpbA3Ar0CfN,1,big beat|soundtrack
Justin Hurwitz,2snm3HmsnDUDxbIChdl2Oj,4,hollywood|movie tunes
Justin Timberlake,31TPClRtHm23RisEBtV3X7,8,dance pop|pop
Justin Vernon,13rHmjtJmlIJ2aDyJc7CLV,3,eau claire indie
Júníus Meyvant,5IL5awl9gUcb2ez9IgmW26,4,icelandic folk|icelandic indie|icelandic pop
K.Flay,0pCNk4D3E2xtszsm6hMsWr,3,electropop|escape room|hip pop|indie poptimism|indietronica|modern alternative rock|modern rock|pop|rock
KALEO,7jdFEYD2LTYjfwxOdlVjmc,9,icelandic indie|icelandic rock|modern alternative rock|modern rock
KIDS SEE GHOSTS,2hPgGN4uhvXAxiXQBIXOmE,3,hip hop|rap|underground hip hop
Kali Uchis,1U1el3k54VvEUzo3ybLPlM,4,colombian pop|pop
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,6,chicago rap|rap
Karen Cowley,0pANuDFzZpuOm7NK5L478T,1,
Kat Wright,3FX6ZjUpCoJOwsxleWx2ci,1,deep new americana|vermont indie
Kate Davis,4jXKRg7GZPm3mKGgKwUEco,1,
Katy Perry,6jJ0s89eD6GaHleKKya26X,1,dance pop|pop|post-teen pop
Keaton Henson,6GFfu1alUSrL7qazImC160,8,ambient folk|british singer-songwriter|chamber pop|indie folk
Keegan DeWitt,1QkkfXx0WxSxmUIQOkSWa2,1,
Kelsey Lu,0fEfMW5bypHZ0A8eLnhwj5,1,alternative r&b|art pop|electropop|escape room|indie r&b|indie soul
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,21,conscious hip hop|hip hop|rap|west coast rap
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,13,hip hop|ohio hip hop|pop rap|rap
Kiki Dee,4vjGlQWexbru6aOUCLTVir,1,classic uk pop
Kim Weston,71pUA2TXf3JHUPUgsjLtuL,1,motown|northern soul|rhythm and blues
Kimbra,6hk7Yq1DU9QcCCrz9uc0Ti,1,bergen indie|electropop|nz pop
Kina Grannis,7h4j9YTJJuAHzLCc3KCvYu,1,acoustic pop|neo mellow|viral pop
King Charles,6QKDcdjtwqu4E7rztEUQu5,1,folk-pop|shimmer pop
King Chip,5NjUjtjtkzZqRuWFdspT1K,1,ohio hip hop
King Henry,4IbUky1dWqlyVlMMTJXPI5,1,la pop
King Princess,6beUvFUlKliUYJdLOXNj9C,2,dance pop|electropop|indie pop|nyc pop|pop
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,44,modern rock|rock
Kirk Franklin,4akybxRTGHJZ1DXjLhJ1qu,1,gospel|gospel r&b
Kishi Bashi,3LVPGE5jPPwtbGslx07YR0,1,indie pop|metropopolis|shimmer pop|stomp and holler|stomp and whittle
Kita Alexander,3CGuwWgoCYSO5Z72H5G2Ec,1,aussietronica|australian indie|australian pop
Kodaline,4BxCuXFJrSWGi1KHcVqaU4,11,irish pop|modern rock|pop|pop rock
Kopecky,0vRO9bFgOrDoFtLcDHV8b6,2,nashville indie
Kristen Wiig,7MypuUAk2WmPRi8G1VNkyE,1,
Kristin Diable,54pjCT6b2kZAQuHsS4lR43,1,baton rouge indie|oth indie
Kyle Thornton & The Company,4mGPVJbOURnByVYcaQZa2J,1,retro soul
LION BABE,4VA3EAvncrTucjTmrvd4GE,1,alternative r&b|escape room|indie r&b|indie soul|neo r&b|neo soul
LSD,6IZ4ctovY9dl7bgHClAvKJ,3,pop
La La Land Cast,6T70tWxqyIpdVbsFvPzqM3,1,
Labrinth,2feDdbD5araYcm6JhFHHw7,3,pop
Lady Lamb,2wunbYU5KWrpI7RCRBkwF0,4,indie pop|indie rock|indie singer-songwriter|maine indie
Lake Street Dive,3nuc29fYGlQbIrwh4yrNWd,47,boston rock|indie folk|new americana|stomp and holler
Lala Lala,492I2sQFcHDcsZECYX25dE,1,indie garage rock|indie punk|indie rock
Langhorne Slim,099toTcKJoywTosZr2hHjy,1,anti-folk|deep new americana|indie folk|modern folk rock|new americana|stomp and holler
Laura Marling,7B2edU3Q7btJoNsoHCNohM,1,art pop|british folk|british singer-songwriter|chamber pop|indie folk|indie pop|singer-songwriter|stomp and holler
Lawrence,5rwUYLyUq8gBsVaOUcUxpE,2,nyc pop|retro soul
Lazlo Bane,2jI9rHOuUAPJEULovOfgyB,1,
Leanids,2NmXIlUmv2VSpysi35fs9W,1,
Leif Vollebekk,3jzXlBF2157k4exx7idecs,2,canadian americana|deep new americana|indie folk|new americana|quebec indie|stomp and holler
Leikeli47,0DtXHIvJ8NWBg5pGvsgWnR,2,alternative r&b|escape room|hip pop|pop|pop rap|trap queen
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,18,modern blues|soul
Lewis Del Mar,2oqwwcM17wrP9hBD25zKSR,1,indie pop|indie rock|indietronica|modern alternative rock|modern rock|nyc pop|vapor soul
Life in Film,1GiGmnJBIwKiXV8AbjuJ9P,1,british indie rock
Lil Dicky,1tqhsYv8yBBdwANFNzHtcr,3,comedy rap|pop rap|rap
Lilla Vargen,1bYTiIHnxEdBncCHYCfE4j,2,indie anthem-folk|irish singer-songwriter|uk pop
Little Green Cars,2Vz3AN2wY3xjS2jCaGMVsy,3,irish rock|melancholia|metropopolis|shimmer pop|shiver pop|stomp and holler
Liz Lawrence,5v4XGACPGcMZs2ANXBzVmC,1,neo-singer-songwriter
Lizzo,56oDRnqbIiwx4mymNEv7dS,9,dance pop|escape room|minnesota hip hop|pop|pop rap|trap queen
Local Natives,75dQReiBOHN37fQgWQrIAJ,2,electropop|indie folk|indie pop|indie rock|la indie|modern rock|rock|shimmer pop|stomp and holler|vapor soul
Logic,4xRYI6VqpkE3UwrDrAZL8L,23,conscious hip hop|dmv rap|hip hop|pop rap|rap
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,8,indie folk|stomp and holler
Lorde,163tK9Wjr9P9DmM0AVK7lm,1,art pop|dance pop|metropopolis|nz pop|pop
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,1,adult standards|dixieland|harlem renaissance|jazz trumpet|new orleans jazz|swing|vocal jazz
Louis Jordan & His Tympany Five,62FPyLpIhmk27hBw6RHlhh,1,jazz blues|rhythm and blues|swing
Louis The Child,7wg1qvie3KqDNQbAkTdbX0,1,edm|electropop|pop|tropical house
Louise Bush,6pItJ6ijL7bMCneuwqRreN,1,
Lucius,1WrqUPWlHN5FXCRcQgrkas,4,indie folk|indie pop|new americana|stomp and holler
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,15,art pop|indie folk|indie pop|indie rock
Lucy Rose,2uvY5pgdD9t1CZ5zMNw1rl,1,ambient folk|british singer-songwriter|indie anthem-folk|indie folk
Ludwig Goransson,24eDfi2MSYo3A87hCcgpIL,1,nordic soundtrack|scorecore|soundtrack
Luke De-Sciscio,41RGqF0I6xFG0GzQmLKDgb,1,bath indie
Luke Levenson,0pKtFEz6xH7d3HPZVDQsyN,1,
Luniz,3z3g65U7mmyyBmmDfsQK9x,1,g funk|gangster rap|hyphy|oakland hip hop|west coast rap
Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,1,chicago rap|conscious hip hop|gangster rap|hip hop|political hip hop|pop rap|rap|southern hip hop
LÉON,4SqTiwOEdYrNayaGMkc7ia,1,indie poptimism|metropopolis|neo mellow|pop
M83,63MQldklfxkjYDoUE4Tppz,1,french shoegaze|metropopolis|neo-synthpop
MC Eiht,4XqfpACObRB5AsBcUYjL8X,1,g funk|gangster rap|west coast rap
MGMT,0SwO7SWeDHJijQ3XNS7xEE,2,alternative dance|indie pop|indie rock|indietronica|modern rock|rock
MS MR,4XaUmUGjidSklcDHxv3XWf,1,indietronica|metropopolis|shimmer pop|shiver pop
MUNA,6xdRb2GypJ7DqnWAI2mHGn,1,art pop|dance pop|electropop|indie electropop|indie pop|indie poptimism|indietronica|la pop|metropopolis|pop|vapor soul
Mac Miller,4LLpKhyESsyAXpc4laK94U,2,hip hop|pittsburgh rap|pop rap|rap
Macy Gray,4ylR3zwA0zaapAu94fktwa,1,neo soul|pop rock
Madaila,5E4iLecVciUgfwg1gDjFHa,1,vermont indie
Madi Sipes & The Painted Blue,48Qmm3KEWtgPvLdy9cddPc,1,bedroom soul|sacramento indie
Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,6,electropop|pop
Magic Man,6ejhZKxWJr9apHAzj74DHv,1,indie pop|indie poptimism|indietronica|modern rock|shimmer pop
Majical Cloudz,4BEYBN6NCPrFk3sOLMTby3,1,art pop|canadian electropop|shiver pop
Major and the Monbacks,6LexxAB0FIcCHUUOQnVuzO,1,
Mallrat,4OSArit7O2Jaj4mgf3YN7A,1,aussietronica|australian indie|australian pop|brisbane indie
Marcus Mumford,3bYcjbVAN3rAuU3TMzw2mB,1,british singer-songwriter
Margaret Glaspy,13YVfXddjRIUrubItJjadb,9,art pop|indie folk|indie pop
Margot & The Nuclear So And So's,4fw9oPmbbmHW5aAJpkJdlI,1,dreamo|indie pop|indy indie|stomp and holler
Maritime,79xu36jzq3a5nU8uubNZr9,1,emo|emo punk
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,2,dance pop|pop
Marlin's Dreaming,3LTsKAOByvXFR2UshGoxaL,1,dunedin indie|nz indie
Maroon 5,04gDigrS5kc9YWfZHwBETP,5,pop|pop rock
Marty O'Reilly & the Old Soul Orchestra,0oFKnXK9fgRpWNyKoJeSOy,1,deep new americana|indie folk
Marvin Gaye,3koiLjNrgRTNbOwViDipeA,7,classic soul|funk|motown|northern soul|quiet storm|soul
Mary Elizabeth Winstead,4LJyNrhA76ZDxM5YnLHEse,1,
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,1,dance pop|hip pop|neo soul|pop|r&b|urban contemporary
Mat Kearney,2NQEwAVHBNcI0tGMLlWwF1,1,acoustic pop|indiecoustica|neo mellow|pop rock|stomp and holler
Matt Duncan,7gRH7pJQJaAvrwvi8STYEl,1,lexington ky indie|retro soul
Matt and Kim,4MSMDY0ClgWqXApU53I1L1,12,brooklyn indie|indie pop|indie rock|indietronica|modern alternative rock|modern rock|pop rock|shimmer pop|stomp and holler
Mattiel,69ZtLNs4CNIFnf3Vq7wN5q,1,chamber psych
Mavis Staples,0cTSCsVx04SSht9V6cpKN0,2,funk|roots rock|soul|southern soul|spirituals
Max Richter,2VZNmg4vCnew4Pavo8zDdW,1,compositional ambient|focus|post-minimalism|soundtrack
Maxence Cyrin,3NcPjvA2rp9FPj1JBAXwOS,1,
Meg Mac,4faUajx9k93O56nlmpkOuz,1,australian hip hop|australian indie|australian pop
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,houston rap|pop|pop rap|trap queen
Memorecks,4BxJYbvCLVAO73rMZ6yTKJ,1,vapor twitch
Menahan Street Band,1PryMSya1JnSAlcwYawCxp,4,afrobeat|brass band|funk|instrumental funk|soul
Metric,1rCIEwPp5OnXW0ornlSsRl,2,alternative dance|canadian indie|canadian rock|dance-punk|electropop|indie pop|indie rock|indietronica|metropopolis|modern rock|neo-synthpop|new rave|shimmer pop
Micah Marcos,1xSJzHEuspH8nnPVQfBtRO,1,
Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,7,british soul|funk|neo soul|soul
Michael Marshall,2FT75iYuWmycqYrXbVD9cn,1,
Michelle Lockey,61xD9tkbLgzb6awlho5Yml,1,
Middle Kids,6AawJaQO4i99Be2A3w7BTW,4,australian indie|australian pop|sydney indie
Mikky Ekko,1buzCmyYZE4kcdLRudsb8V,2,nashville indie
Miles Davis,0kbYTNQb4Pb1rPbbaF0pT4,1,bebop|contemporary post-bop|cool jazz|hard bop|jazz|jazz fusion|jazz trumpet
Milky Chance,1hzfo8twXdOegF3xireCYs,2,german pop
Mimicking Birds,5PifaykkaJRJlWbUz3H0od,1,portland indie
Mindy Smith,4QGC11o7gQR7MBEJ5cUMSv,1,acoustic pop|folk|lilith
MisterWives,5ivCbtrcD5N4rD337xIb2z,4,electropop|indie pop|indie poptimism|indietronica|modern rock|nyc pop|pop|pop rock|stomp and holler
Mo Lowda & the Humble,3P3iJ6AlAdlb4tYAu00Fhk,1,deep new americana|modern alternative rock|philly indie
Moby,3OsRAKCvk37zwYcnzRf5XF,1,downtempo|electronica
Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,4,alternative rock|indie pop|indie rock|modern rock|rock|washington indie
Modesty Lycan,1LcXJmD55hFoDHHL8Tnsrs,1,
Molly Parden,5dUUxJQg27XaHdKyLYwNg5,1,indie folk|new americana
Mona,4AKwIU9B31J3L41DuJfFym,1,
Monarchs,2eR3cOK80CasFmUgfYLjar,1,
Mondo Cozmo,7ybnRZKtRbWQzJfKyYSyh6,1,alternative americana|modern alternative rock
Monica Heldal,0OzR8yVFsezkr01beN2ec0,1,bergen indie|new americana|norwegian americana|norwegian singer-songwriter
Monica Martin,2Oq3sgFa2HSvRY0vL6bDxN,1,
Moon Taxi,5DK8eK7fjvRsziXzyr3sFA,4,indie pop|indie poptimism|indietronica|modern alternative rock|modern rock|pop rock|stomp and holler
Mother Mother,0e86yPdC41PGRkLp2Q1Bph,4,canadian indie|indie pop|indie rock|modern rock|rock|vancouver indie
Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,1,emo|modern rock|neon pop punk|pop punk
Motopony,5urVI6ZUTzPlsqQoHVwc9s,3,alternative americana
Mountain Man,5kmPNusdo1mCTyz4u1uEGm,2,freak folk|indie folk|indie pop|north carolina indie|stomp and holler|vermont indie
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,1,conscious hip hop|dance pop|hip pop|neo soul|new jersey rap|pop|r&b|urban contemporary
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,5,indie folk|indie rock|modern rock|stomp and holler
Muddy Waters,4y6J8jwRAwO4dssiSmN91R,2,blues|blues rock|chicago blues|classic rock|electric blues|soul|traditional blues
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,42,modern folk rock|modern rock|stomp and holler|uk americana
Muse,12Chz98pHFMPJEknJQMWvI,33,modern rock|permanent wave|post-grunge|rock
Mutual Benefit,0AUwa5xmiy57qdGlOksvea,13,shimmer psych
My Brothers And I,01pbsrLZgBLuMIoU10Ypyb,1,indie cafe pop|indiecoustica
My Bubba,09VsCALGBjeVE3pq9k085d,1,icelandic folk
N.W.A.,4EnEZVjo3w1cwcQYePccay,3,conscious hip hop|gangster rap|hardcore hip hop|hip hop|old school hip hop|rap|west coast rap
NEEDTOBREATHE,610EjgFatGvVPtib97jQ8G,110,acoustic pop|ccm|christian alternative rock|christian indie|christian music|folk-pop|indiecoustica|neo mellow|pop rock|worship
NKLS,6CPmOHOVwU8yvOjqF5j5OJ,1,
Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,1,dance pop|europop|neo mellow|pop|pop rap|pop rock|post-teen pop
Nathaniel Rateliff,4qKpLkR911SUlnd4HAtF79,5,deep new americana|indie folk|new americana|stomp and holler
Nathaniel Rateliff & The Night Sweats,02seUFsFQP7TH4hLrTj77o,2,funk|indie folk|new americana|rock|stomp and holler
National Parks,6eHFsocCqvgNf36XxMYisL,1,
Naughty Boy,1bT7m67vi78r2oqvxrP3X5,1,tropical house|uk contemporary r&b
Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,1,alternative rock|anti-folk|athens indie|e6fi|freak folk|indie pop|indie rock|lo-fi|modern rock
Nick Murphy,2Q0MyH5YMI5HPQjFjlq5g3,4,australian electropop|australian indie|downtempo
Nico,0IwlY33zbBXN7zlS9DP2Cj,1,art pop|art rock|experimental|melancholia|post-punk|psychedelic rock
Nicole Scherzinger,40xbWSB4JPdOkRyuTDy1oP,1,dance pop|electropop|europop|pop|post-teen pop|urban contemporary
Nicole Wray,3opP52YUU3kBoPizkJETnm,1,hip pop|r&b|urban contemporary
Noah Gundersen,34482S5nfxR441wcnVfrHi,1,acoustic pop|alternative roots rock|indie folk|stomp and holler
Noah Reid,0h3ltaoCYAfisEeddUYDZT,1,canadian singer-songwriter
Noire,2alOWLKI3HbgjLLrIwCBU0,1,
Noname,1EpyA68dKpjf7jXmQL88Hy,1,alternative r&b|chicago rap|escape room|hip hop|indie soul|neo soul|rap|underground hip hop
Norah Jones,2Kx7MNY7cI1ENniW7vT30N,1,contemporary vocal jazz|neo mellow|vocal jazz
Normani,2cWZOOzeOm4WmBJRnD5R7I,1,dance pop|pop|post-teen pop|r&b
