genre,preview_url,preview_track,color,top,left,font_size,run_date
rap tico,https://p.scdn.co/mp3-preview/5c4323fcf28e121c40672b86755ad0ff25fc0603,"e.g. Crypy ""Big Man""","rgb(176, 135, 34)",7855px,1110px,100%,20220213
lovers rock,https://p.scdn.co/mp3-preview/8877bb6476ea39c04ef9102c8a883ac750129cb7,"e.g. Bitty McLean ""Walk Away From Love""","rgb(142, 145, 14)",6489px,1182px,103%,20220213
school ensemble,https://p.scdn.co/mp3-preview/5b2bc010f7d75962fb458432b22d950f507c1571,"e.g. Soon Hee Newbold ""Orion and the Scorpion""","rgb(96, 131, 131)",15846px,538px,100%,20220213
kindermusik,https://p.scdn.co/mp3-preview/b95929454686f5fce8984e51dc9403341a13e7b9,"e.g. Sternschnuppe ""Wer hat die Kokosnuss geklaut? (Bekanntes Spaßlied Die Affen rasen durch den Wald)""","rgb(124, 123, 15)",12381px,1153px,104%,20220213
piano blues,https://p.scdn.co/mp3-preview/fd161f29a12adc40d69671ad6ff05a20135dab40,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",16712px,920px,101%,20220213
indonesian folk,https://p.scdn.co/mp3-preview/76ce23c47e465a722d88aa8505666a967ea889f9,"e.g. Float ""Pulang""","rgb(106, 157, 25)",13269px,613px,102%,20220213
folk rock italiano,https://p.scdn.co/mp3-preview/8cca442cdc2252e0fd757122e82687225ba601ad,"e.g. Bandabardò ""Se mi rilasso collasso""","rgb(134, 138, 10)",13380px,723px,102%,20220213
japanese classical piano,https://p.scdn.co/mp3-preview/eda384587746113834662c6b850b81eb6343e43b,"e.g. Frédéric Chopin ""Chopin: 24 Preludes, Op. 28: No. 17 in A-Flat Major""","rgb(37, 159, 200)",19690px,529px,100%,20220213
canadian blues,https://p.scdn.co/mp3-preview/73f3709118c79dc6823ba1a80a9ac0d947627515,"e.g. Colin James ""Three Hours Past Midnight""","rgb(151, 127, 14)",11951px,736px,100%,20220213
doo-wop,https://p.scdn.co/mp3-preview/ed8f85bc7964599311145e9eb1088aaee46bf7db,"e.g. The Five Satins ""In the Still of the Night""","rgb(117, 131, 6)",14814px,687px,103%,20220213
dutch musical,https://p.scdn.co/mp3-preview/1c9e38c243530c813e8c5aab94000ad9612951a9,"e.g. Cast Mary Poppins ""Supercalifragilisticexpialidasties""","rgb(117, 141, 19)",14143px,552px,100%,20220213
zim gospel,https://p.scdn.co/mp3-preview/bbf7f5a32db267be799fd0ada8ddb7ec0e5d5fe7,"e.g. Charles Charamba ""Kana vanhu vangu""","rgb(159, 136, 4)",9842px,665px,100%,20220213
cha-cha-cha,https://p.scdn.co/mp3-preview/99d613154f036a571fb8fb0bdb7b4af80f04cb4d,"e.g. Orquesta América ""La Basura""","rgb(128, 133, 63)",15311px,967px,101%,20220213
cante alentejano,https://p.scdn.co/mp3-preview/8c809769e53463235a5fcb1a8a6d56e41fba903c,"e.g. Rancho De Cantadores De Aldeia Nova De São Bento ""Trago Alentejo Na Voz""","rgb(58, 156, 94)",18734px,629px,100%,20220213
kolkata indie,https://p.scdn.co/mp3-preview/0175a8eec58779bb9356a7b42aa9a5adcee7240a,"e.g. Anupam Roy ""Journey Song""","rgb(147, 139, 10)",9142px,677px,100%,20220213
fado instrumental,https://p.scdn.co/mp3-preview/3cb6a481ef78f6cee3076820685925f59f22ca68,"e.g. Custódio Castelo ""In agradecimento Miss Morna""","rgb(105, 162, 143)",15909px,765px,100%,20220213
vancouver metal,https://p.scdn.co/mp3-preview/f41a45d75fe981a1e9096b6450e24e59bb36e9ce,"e.g. Archspire ""Drone Corpse Aviator""","rgb(208, 87, 90)",7619px,251px,100%,20220213
muzica usoara,https://p.scdn.co/mp3-preview/bc7345fe2072265de54d3e70451ffdd99dbcc24f,"e.g. Dan Spataru ""Drumurile""","rgb(128, 143, 7)",13072px,626px,100%,20220213
jam band,https://p.scdn.co/mp3-preview/b260d3587e766c938474f062565b3dd1b0c000bb,"e.g. moe. ""Silver Sun""","rgb(155, 126, 59)",11904px,699px,104%,20220213
candombe,https://p.scdn.co/mp3-preview/5a6b3342a2ece487153c18488c9d0511674daba3,"e.g. Jorginho Gularte ""Tambor, Tambora""","rgb(158, 129, 38)",10510px,973px,100%,20220213
manitoba indie,https://p.scdn.co/mp3-preview/577ca59f002d78a8cc43533ade5c910bdf7dd540,"e.g. Begonia ""Juniper""","rgb(135, 141, 28)",10708px,554px,100%,20220213
singaporean punk,https://p.scdn.co/mp3-preview/b68453b25116cce4c1d508847856e4cd158e0a29,"e.g. Forests ""Kawaii Hawaii""","rgb(219, 85, 47)",6657px,308px,100%,20220213
rwandan gospel,https://p.scdn.co/mp3-preview/bc4f7fc01c8ee96d4a939b3e355948bf8d79d3fe,"e.g. Apollinaire Habonimana ""Ndacafis'impamvu""","rgb(141, 143, 2)",9066px,657px,100%,20220213
taiwan indie,https://p.scdn.co/mp3-preview/b92c4668881b4a57553b3f2afdf33b43ef6edcfa,"e.g. Sorry Youth ""暗流""","rgb(150, 136, 35)",8355px,525px,102%,20220213
sunshine pop,https://p.scdn.co/mp3-preview/1e016f28a51ad3297df56605c673774c80160d30,"e.g. The Cyrkle ""Red Rubber Ball""","rgb(126, 132, 8)",13811px,670px,103%,20220213
thai folk,https://p.scdn.co/mp3-preview/a0123d67034d478704a20990ed052b1017f97a02,"e.g. Greasy Cafe' ""ฝืน""","rgb(123, 147, 26)",11803px,635px,101%,20220213
brazilian rockabilly,https://p.scdn.co/mp3-preview/75f8140ad5f6030446ade640ece85ea2035f5ee1,"e.g. Os Catalepticos ""Freaks!""","rgb(192, 110, 32)",9447px,552px,100%,20220213
dutch r&b,https://p.scdn.co/mp3-preview/5510d973d40db8c020cd92b691f0c0639cef592d,"e.g. Full Crate ""A Storm on a Summers Day""","rgb(139, 148, 14)",7703px,952px,101%,20220213
pop lgbtq+ brasileira,https://p.scdn.co/mp3-preview/1f847c9918bae88f4f43cfbdda34e314a7f2e9d1,"e.g. Linn da Quebrada ""Necomancia""","rgb(154, 143, 6)",8545px,934px,104%,20220213
christian alternative rock,https://p.scdn.co/mp3-preview/465e44582dcf051fe54f1a6935b6377c709baebf,"e.g. Sanctus Real ""Confidence""","rgb(169, 132, 15)",5548px,393px,108%,20220213
swamp pop,https://p.scdn.co/mp3-preview/bf731d3577135b0b7f6bc92327118ebfcb688dd8,"e.g. Johnnie Allan ""Promised Land""","rgb(132, 134, 16)",12504px,845px,101%,20220213
syro-aramaic chant,https://p.scdn.co/mp3-preview/04b75ca9c618574ba6565393c35d6b76db7720e5,"e.g. Ghada Shbeir ""Lamma Bada Yatathanna""","rgb(53, 172, 25)",18359px,369px,100%,20220213
norwegian alternative rock,https://p.scdn.co/mp3-preview/19d72ee4113e2806b892a6b6f9120513eefdb1b1,"e.g. Blood Command ""Nuns, Guns & Cowboys""","rgb(186, 109, 75)",9494px,303px,100%,20220213
deep downtempo fusion,https://p.scdn.co/mp3-preview/b230ce7216f572d2b38dbac6d490e3c19e3edfeb,"e.g. Cinema 33 ""Solar Sail""","rgb(108, 156, 165)",13300px,377px,100%,20220213
macross,https://p.scdn.co/mp3-preview/113e34ea32c8dc0403c7958800778006bca93b92,"e.g. ランカ・リー=中島愛 ""星間飛行""","rgb(169, 123, 24)",7063px,420px,100%,20220213
hk-pop,https://p.scdn.co/mp3-preview/444dec6ad49d0d77b61893fa37ad448ba907f938,"e.g. Kaho Hung ""主角光環""","rgb(131, 148, 5)",9867px,733px,102%,20220213
jazz puertorriqueno,https://p.scdn.co/mp3-preview/1cbed194331a5af1fcbce567f7b922f764e31e77,"e.g. Bobby Valentin ""Mi Ritmo Es Bueno""","rgb(156, 123, 96)",14990px,1037px,100%,20220213
chamame brasilero,https://p.scdn.co/mp3-preview/42059386eecf0b269804c89870d7e51bcea32191,"e.g. Canto Da Terra ""Soy el Chamamé""","rgb(158, 139, 23)",9594px,910px,100%,20220213
musica afroperuana,https://p.scdn.co/mp3-preview/113a1359119d4f4dc41d1d39478d3a03430b12bb,"e.g. Arturo ""Zambo"" Cavero ""Se Acabó y Punto""","rgb(143, 139, 28)",12369px,1105px,100%,20220213
reggae peruano,https://p.scdn.co/mp3-preview/d3a3748cd9dd6edc581bfcd65190f995dd8cbf9b,"e.g. Laguna Pai ""Canales""","rgb(164, 142, 29)",6187px,1035px,100%,20220213
chinese punk,https://p.scdn.co/mp3-preview/cb7e824b0e487255a973d60047c30357538e49cf,"e.g. Brain Failure ""Coming Down To Beijing""","rgb(212, 95, 28)",6302px,430px,100%,20220213
polish alternative rap,https://p.scdn.co/mp3-preview/ea044f6ca46e0974a5bebe8654fbea7609f2e7ac,"e.g. Gruby Mielzky ""Jak Wyśnię""","rgb(178, 129, 12)",8388px,1037px,104%,20220213
spa,https://p.scdn.co/mp3-preview/576938e2cde624006a50984ba84bda2cacce44a6,"e.g. Asian Spa Music Meditation ""Meditation Background Music""","rgb(94, 62, 202)",17022px,130px,100%,20220213
german drill,https://p.scdn.co/mp3-preview/42f50525552858a5802898199db3adbf3df5ad34,"e.g. OSAMA ""Wax""","rgb(164, 140, 21)",7068px,1112px,104%,20220213
assyrian pop,https://p.scdn.co/mp3-preview/c49d316c7ea9c5c4d9e3e6ea49cd2717fd1dcc1a,"e.g. Linda George ""Jwanqeleh""","rgb(173, 132, 3)",6352px,746px,100%,20220213
classic colombian pop,https://p.scdn.co/mp3-preview/27eba526930c9e2381bd37ab9228e0e9ac8e33cf,"e.g. Lucho Bowen ""Quererte Ya No Puedo""","rgb(131, 151, 16)",12639px,1087px,101%,20220213
finnish trap,https://p.scdn.co/mp3-preview/f3e60ea84193b367801714a8f29f8a0904a6b727,"e.g. ibe ""molemmat""","rgb(156, 149, 7)",3650px,1081px,101%,20220213
carnaval,https://p.scdn.co/mp3-preview/e0aaa2a590ff55f6e323849c4a6a1453bd4ec17c,"e.g. Johnny Gold ""Daar Mot Een Piemel In""","rgb(203, 121, 8)",3597px,790px,102%,20220213
venda pop,https://p.scdn.co/mp3-preview/f57020ce3f5fe0df8202a873960052b76947c380,"e.g. Colbert Mukwevho ""Nne Na Inwi""","rgb(160, 144, 17)",8941px,992px,100%,20220213
rap paraguayo,https://p.scdn.co/mp3-preview/14d05cf0fad7ab6f00d90fdfe3c42be6ad4858dd,"e.g. Joshua Dietrich ""Escúchame Loca""","rgb(160, 147, 22)",5805px,1128px,100%,20220213
polish folk metal,https://p.scdn.co/mp3-preview/2df64508ee84204952047165aedbdad71004040b,"e.g. Radogost ""Raróg""","rgb(189, 94, 102)",8814px,231px,100%,20220213
traditional reggae,https://p.scdn.co/mp3-preview/3d5203911efb86a24433ea49d1835d468dd3c148,"e.g. Arkaingelle ""Light Tha Torch""","rgb(155, 141, 19)",5403px,1132px,100%,20220213
malawian pop,https://p.scdn.co/mp3-preview/623f0340dedfdb85fa17b358a51547b6f69557df,"e.g. Kell Kay ""Mpaka Kale""","rgb(158, 143, 9)",10177px,1048px,100%,20220213
mahraganat,https://p.scdn.co/mp3-preview/626e94b05fc23505ffbf1bc43490547832cc7bba,"e.g. El Sawareekh ""مهرجان اخواتى""","rgb(214, 121, 12)",2724px,1125px,101%,20220213
cumbia surena,https://p.scdn.co/mp3-preview/87a869ddd4c483c34649a0b75f516c800d833297,"e.g. Katy Jara y Banda Mix ""Déjenme Sufrir""","rgb(195, 141, 11)",6063px,859px,100%,20220213
deep swedish rock,https://p.scdn.co/mp3-preview/4e8ee5e6f7c133028bff75a1412299646948cf11,"e.g. Zinny Zan ""Heartbreak City""","rgb(196, 107, 19)",6903px,404px,100%,20220213
tanzanian traditional,https://p.scdn.co/mp3-preview/6b16b1c86e01f1e68f4393f4c4b8cdd03fb930aa,"e.g. Mbaraka Mwinshehe ""Shida Pt 1 & 2""","rgb(119, 137, 34)",15097px,823px,100%,20220213
classic peruvian pop,https://p.scdn.co/mp3-preview/483b141037d3159cf005740eaf9dbe5f159177be,"e.g. Los Embajadores Criollos ""Alma, Corazón y Vida""","rgb(148, 141, 20)",12615px,1005px,101%,20220213
australian classical piano,https://p.scdn.co/mp3-preview/ddda1a34361363730e40bf0230d81e98aaf6770c,"e.g. Ludwig van Beethoven ""Bagatelle In A Minor, WoO 59 ""Für Elise""""","rgb(28, 164, 195)",20098px,514px,100%,20220213
fingerstyle,https://p.scdn.co/mp3-preview/5c073c96dfd372347509e322ce64ba7a1ab0eb24,"e.g. Isato Nakagawa ""Rainbow Chaser""","rgb(76, 168, 177)",16247px,896px,101%,20220213
histoire pour enfants,https://p.scdn.co/mp3-preview/8c68080bbe833719694a44d6b7efcdfcd428d50a,"e.g. Gérard Rouzier ""Le dragon et le chevalier""","rgb(78, 136, 7)",15189px,1178px,100%,20220213
jazz composition,https://p.scdn.co/mp3-preview/0585bc3745f8bd518e2a50a04528b767d7f94cf4,"e.g. Peter Calandra ""Rainy Mood""","rgb(90, 154, 146)",15671px,788px,100%,20220213
variete francaise,https://p.scdn.co/mp3-preview/6f5a01b0b002f522f96b65b5b972074bfb08e4e7,"e.g. Arcadian ""Folie arcadienne""","rgb(166, 137, 2)",7482px,731px,103%,20220213
ye ye,https://p.scdn.co/mp3-preview/7c6ffb81cfe5d554e497482c2da615b4657b0a2b,"e.g. Sheila ""Spacer""","rgb(130, 138, 7)",14377px,621px,102%,20220213
swedish rock-and-roll,https://p.scdn.co/mp3-preview/b389221e9ea3980580362dea59a95a1839eb3593,"e.g. Hep Stars ""Cadillac""","rgb(177, 122, 69)",10819px,661px,100%,20220213
classic bangla pop,https://p.scdn.co/mp3-preview/dd990debe79b06b10772687414f3ba05d7c5c044,"e.g. Bappa Mazumder ""Ami Chini Go Chini""","rgb(100, 152, 22)",15296px,641px,101%,20220213
indie cristao,https://p.scdn.co/mp3-preview/ee8055db200f6909a30657091d938b87500ef13f,"e.g. Paulo Nazareth ""Pulmões""","rgb(122, 151, 14)",11360px,512px,100%,20220213
mambo,https://p.scdn.co/mp3-preview/f72094502468941a81bda9473c01866469d50f4f,"e.g. Cachao ""Cogele el Golpe""","rgb(140, 128, 69)",15029px,1013px,101%,20220213
wyoming indie,https://p.scdn.co/mp3-preview/abb41b60a55b15c00d21f2f656a8673cc37e498e,"e.g. The Lillingtons ""Black Hole In My Mind""","rgb(170, 124, 31)",9023px,471px,100%,20220213
classic turkish pop,https://p.scdn.co/mp3-preview/54681e0d4014b0098cc5938801e41d0f08877b97,"e.g. Rana Alagöz ""Aşkın Gözü Kör Mü""","rgb(129, 138, 13)",14390px,566px,102%,20220213
musica calabrese,https://p.scdn.co/mp3-preview/ef8087c8f5b49b8cc0d27b9bbf35eb6310e4e8fe,"e.g. I Calabruzi ""Fior Di Cucuzza""","rgb(154, 139, 11)",8790px,774px,100%,20220213
haitian gospel,https://p.scdn.co/mp3-preview/74aec46f5db0f8402d0a42775d057e52e9ae11a9,"e.g. Jackson Chery ""Ou Leve Mwen""","rgb(152, 138, 10)",10411px,613px,100%,20220213
southern gospel,https://p.scdn.co/mp3-preview/79712524a38e3005f6bcbc98a0143ed0f02d48ef,"e.g. The Nelons ""Come Morning""","rgb(119, 143, 14)",13084px,554px,101%,20220213
dutch classical piano,https://p.scdn.co/mp3-preview/713a97089e3599ae1d90b75da6011542e0329dfd,"e.g. Johann Sebastian Bach """"Was mir behagt, ist nur die muntre Jagd"" Cantata, BWV 208: 9. Schafe können sicher weiden (Arr. For Piano Four Hands by Mary Howe)""","rgb(34, 164, 218)",20027px,547px,100%,20220213
musica popular paraense,https://p.scdn.co/mp3-preview/b48e5389c6ffed54e35d70e087f44265c7050936,"e.g. Arraial Do Pavulagem ""Cachoeira Prateada""","rgb(163, 140, 23)",9166px,908px,101%,20220213
chicago bop,https://p.scdn.co/mp3-preview/d7b269c2a2d3dbfc873a4af56ce6ad8ce778da30,"e.g. Matti Baybee ""Nobody Business""","rgb(157, 146, 2)",4720px,979px,103%,20220213
tollywood,https://p.scdn.co/mp3-preview/605887b7a466744b34fe232c071a32bed9d970e4,"e.g. Jaspreet Jasz ""Seeti Maar""","rgb(175, 128, 8)",6872px,1009px,103%,20220213
worcester ma indie,https://p.scdn.co/mp3-preview/00301e5021118e1086d6782d40d191891832ba28,"e.g. Twelveyes ""Basement""","rgb(174, 121, 22)",8257px,471px,100%,20220213
malagasy folk,https://p.scdn.co/mp3-preview/6628ed57fb2e644dbc1dc669ce68d21d20523cf9,"e.g. Jaojoby ""Tia anao zaho""","rgb(141, 137, 44)",12160px,1005px,100%,20220213
turkish singer-songwriter,https://p.scdn.co/mp3-preview/03a5b62a36e8a7dd2bd0dbefcc79505c8e635325,"e.g. Jehan Barbur ""Yeni Hayat""","rgb(131, 148, 13)",10904px,699px,103%,20220213
english indie rock,https://p.scdn.co/mp3-preview/ab459c647a8104a16aa9dc73f9975264bf7e4ed8,"e.g. Sports Team ""Here's The Thing""","rgb(187, 121, 22)",5127px,395px,102%,20220213
serbian folk,https://p.scdn.co/mp3-preview/a22a2204b25eb84b678eb18b4723cb6536aa69c2,"e.g. Miroslav Ilic ""Pozdravi je, pozdravi""","rgb(140, 141, 22)",13970px,550px,100%,20220213
sinhala pop,https://p.scdn.co/mp3-preview/a0937c5327caf2ab616e184e16d5a96aa52c976b,"e.g. Raj Thillaiyampalam ""Kadhal Oru Vizhiyil (feat. Neha Venugopal)""","rgb(145, 144, 11)",10263px,847px,101%,20220213
goralski,https://p.scdn.co/mp3-preview/c12d4a3857720ae1351e16ccde835c1ae3e94d1d,"e.g. Gronicki ""Nasza Miłość""","rgb(131, 146, 5)",11557px,788px,100%,20220213
musica popular amazonense,https://p.scdn.co/mp3-preview/5021edc64f0877b252698fbb9bf9d0d5e1068726,"e.g. Boi Bumbá Caprichoso ""O Ritmo É de Boi""","rgb(166, 136, 17)",9340px,857px,100%,20220213
haitian dance,https://p.scdn.co/mp3-preview/c1575da9d782f15fdd5b67011b6a325e5897ed2f,"e.g. Tabou Combo ""Tu as volé""","rgb(178, 127, 25)",6932px,971px,100%,20220213
pakistani hip hop,https://p.scdn.co/mp3-preview/2a640a01e4eecfc2c1718cfa1fd02423d17960e1,"e.g. Faris Shafi ""Lafz""","rgb(162, 144, 10)",7042px,1092px,102%,20220213
czsk hip hop,https://p.scdn.co/mp3-preview/d9cbe8972be39fcc1d0c1a6f7c56d02b8b8fb0f6,"e.g. Hugo Toxxx ""Zlatej Déšť""","rgb(170, 139, 12)",6600px,1024px,104%,20220213
avant-garde black metal,https://p.scdn.co/mp3-preview/1a775fc156226e74b44738e1fd15afa47aa2780a,"e.g. Ved Buens Ende ""I Sang for the Swans""","rgb(197, 80, 123)",9420px,144px,100%,20220213
r&b en espanol,https://p.scdn.co/mp3-preview/7cad94da585c7ca67252e37157ed7cba1d53b149,"e.g. Jesse Baez ""Malibú""","rgb(156, 151, 7)",5868px,1069px,105%,20220213
swedish underground rap,https://p.scdn.co/mp3-preview/9a5949d7609400bad1625b8ff8fe89b023110659,"e.g. Organism 12 ""Diamanttårar""","rgb(175, 125, 22)",10226px,1037px,100%,20220213
christian trap,https://p.scdn.co/mp3-preview/fee9d1e57ac66078339d01e4b4217a132fb8ce1c,"e.g. Dru Bex ""No Exit""","rgb(163, 141, 8)",8351px,1004px,102%,20220213
melanesian pop,https://p.scdn.co/mp3-preview/fa8f017c01fac0e2c6609f902b4e45f00ff45ea9,"e.g. Sharzy ""Ta' Umai""","rgb(160, 142, 8)",4283px,992px,101%,20220213
rap sardegna,https://p.scdn.co/mp3-preview/7c4b9ac0ec33532b124cc1c8e6ccb2ed92e2e460,"e.g. Cool Caddish ""Merda per gaggi""","rgb(173, 128, 9)",6897px,1094px,101%,20220213
liberian pop,https://p.scdn.co/mp3-preview/22a711c05d433b64c2300d097f7f1d8c345e103d,"e.g. DenG ""Kemah""","rgb(173, 141, 19)",5103px,1134px,100%,20220213
malaysian metal,https://p.scdn.co/mp3-preview/32685fde2be5f007c52edafe76854f2efab17105,"e.g. Cromok ""I Don't Belong Here""","rgb(218, 87, 77)",7013px,312px,100%,20220213
cumbia sonorense,https://p.scdn.co/mp3-preview/3bdd441185630a1847eaebf549954b824cbecbef,"e.g. Honorables ""Rio Rebelde""","rgb(163, 138, 10)",11140px,1080px,102%,20220213
hindustani classical,https://p.scdn.co/mp3-preview/a49e7c21e6d57a6a4cfb30ba9c43fb7f50dbb0da,"e.g. Traditional ""Raga:Darbari Kanada in Taal Jhoomra,Drut Teentaal ""Eri Bir Ri and Kinbairan Kaan Bhare-Ustad Amir Khan"" - Original""","rgb(110, 141, 103)",17183px,585px,100%,20220213
actors,https://p.scdn.co/mp3-preview/0769f5efffef3f381e6d2d0e75427663549fae29,"e.g. Hinata Mitsutsuka ""太陽系デスコ - ACTORS ver.""","rgb(202, 109, 22)",3757px,497px,100%,20220213
classical harp,https://p.scdn.co/mp3-preview/1cf009866c6b31cca57c984e8ca26e7685e6939b,"e.g. Antonín Dvořák ""Dvorák / Transc. Lenaerts: Rusalka, Op. 114, Act 1: Song to the Moon""","rgb(28, 175, 182)",19937px,638px,100%,20220213
tech trance,https://p.scdn.co/mp3-preview/cbce25d3eab84b4d9316123be365bfe1f7d8c906,"e.g. Jordan Suckley ""Let Me Be Your Fantasy (ASOT 1053) - Davey Asprey Remix""","rgb(233, 107, 185)",789px,647px,100%,20220213
musica amapaense,https://p.scdn.co/mp3-preview/cad8a16b9c4cdfa72730ec7f7c2a93438ef509da,"e.g. Patrícia Bastos ""Dançando com Oxum""","rgb(160, 136, 11)",8839px,779px,100%,20220213
musique ancienne,https://p.scdn.co/mp3-preview/f6ebf9d5a49a86f357c71b83374d97a986368dcc,"e.g. Gregorio Allegri ""Miserere: I. Miserere mei, Deus""","rgb(44, 159, 65)",18995px,387px,100%,20220213
canadian celtic,https://p.scdn.co/mp3-preview/997b9e3d8b7053e3fa9484c2e7a48fc281db56b3,"e.g. The Rankin Family ""You Feel The Same Way Too""","rgb(145, 139, 24)",12924px,536px,101%,20220213
mestissatge,https://p.scdn.co/mp3-preview/1f3376e81a055b307d3635e53a0efb612d5ceb5d,"e.g. XEIC! ""Ilargia""","rgb(186, 130, 6)",4105px,863px,101%,20220213
blues latinoamericano,https://p.scdn.co/mp3-preview/c4ae126b4a4fe08867a125a663472f17bc21b414,"e.g. Pappo's Blues ""Ruta 66""","rgb(169, 125, 24)",10301px,653px,100%,20220213
