genre,preview_url,preview_track,color,top,left,font_size,run_date
cumbia ecuatoriana,https://p.scdn.co/mp3-preview/775e388206c64a781597e3d91ded8266b6a0b1fd,"e.g. Juanita Burbano ""Entre Que Sí y Que No""","rgb(151, 145, 22)",10871px,1060px,101%,20220126
afro dancehall,https://p.scdn.co/mp3-preview/bd875491c20ecbd52745df82c8567224f3c1a2b7,"e.g. Olamide ""Infinity (feat. Omah Lay)""","rgb(192, 131, 5)",7560px,1046px,104%,20220126
pixie,https://p.scdn.co/mp3-preview/61526f6336d809f651a10ceb98d34c8fd44ae7a9,"e.g. Tonight Alive ""Little Lion Man""","rgb(198, 116, 10)",3905px,371px,105%,20220126
rap siciliano,https://p.scdn.co/mp3-preview/7581b4ee553058483b67874ead27e3ede1b1660f,"e.g. L'Elfo ""Disturbato""","rgb(175, 135, 8)",8373px,958px,101%,20220126
romanian classical piano,https://p.scdn.co/mp3-preview/b2aa017c099715fa6872d97b894099870883d20d,"e.g. Franz Schubert ""4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto""","rgb(34, 166, 216)",20511px,552px,100%,20220126
bebop,https://p.scdn.co/mp3-preview/894efd729bb47128cb609df308ee530d685870b9,"e.g. Kenny Dorham ""Alone Together - Rudy Van Gelder Remaster""","rgb(86, 145, 109)",17553px,925px,104%,20220126
balochi folk,https://p.scdn.co/mp3-preview/d60a15f30d6e9c06d0f1e36f74318e42a3e3b253,"e.g. Padik ""Koshta Mana Gola""","rgb(188, 115, 22)",10747px,931px,100%,20220126
jain bhajan,https://p.scdn.co/mp3-preview/5d84d75150274b0beedf725ae916d8bfdaeedd4c,"e.g. Ravindra Jain ""Shri Krishna Govind Hare Murari""","rgb(140, 134, 5)",13931px,795px,100%,20220126
coco,https://p.scdn.co/mp3-preview/919d0b9a3f5f1cf65cd83ee3981e7ab9591dfc2c,"e.g. Lia de Itamaracá ""Meu São Jorge""","rgb(176, 125, 5)",11167px,1036px,100%,20220126
coupe-decale,https://p.scdn.co/mp3-preview/cf1f39d6508b751e1e30a9408eaddbfc02fb33e6,"e.g. Molare ""Descend un peu""","rgb(196, 123, 12)",5203px,1042px,100%,20220126
kizomba antigas,https://p.scdn.co/mp3-preview/7718bf6a6465577929403333b5426cc06a0b072e,"e.g. Don Kikas ""Sexta-Feira""","rgb(183, 141, 28)",2892px,1055px,100%,20220126
bandinhas,https://p.scdn.co/mp3-preview/b6e87862a84abc0bec2447d9a6469eb34318f46d,"e.g. Banda Champion ""Você Me Tira do Ar""","rgb(209, 122, 5)",5025px,937px,101%,20220126
kentucky mountain folk,https://p.scdn.co/mp3-preview/8c0892e5063378c80b7eb6e4d28b0723b6b17988,"e.g. Ted Chesnut ""He's Only A Miner Killed In The Ground""","rgb(79, 154, 55)",18379px,907px,100%,20220126
sertanejo pop,https://p.scdn.co/mp3-preview/f983576a20404280a58a6457df9c81f6572e90f4,"e.g. George Henrique & Rodrigo ""Vai Lá Em Casa Hoje""","rgb(188, 134, 1)",7904px,852px,112%,20220126
azontobeats,https://p.scdn.co/mp3-preview/833afe9d2546f09b7aa5fc91550456b44e42c7d3,"e.g. Serge Beynaud ""Lifuende""","rgb(192, 132, 6)",7836px,1010px,104%,20220126
flamenco,https://p.scdn.co/mp3-preview/75617d52b4faa1182ee9d2fa18ded577a3e941d1,"e.g. La Macanita ""Adiós Tristeza""","rgb(112, 141, 51)",16486px,901px,102%,20220126
georgian polyphony,https://p.scdn.co/mp3-preview/4c9c4b894b204ca5363c94c9a3c7f928bf60dab6,"e.g. Kolkheti ""Popurri Kartuli Melodiebis Temebze (Potpourri of Melodies from Kartuli)""","rgb(49, 165, 38)",20351px,194px,100%,20220126
cuatro puertorriqueno,https://p.scdn.co/mp3-preview/4eb919b4a05e8095cc6ff760e64a881d9b1023c7,"e.g. Tony Croatto ""El Niño Jesús""","rgb(137, 144, 55)",12612px,993px,100%,20220126
tunantada,https://p.scdn.co/mp3-preview/9a7eadfd3b9c883a3b31b2c06ee2c275a9d94faf,"e.g. Max Castro ""Tu Me Pides Que Te Olvide""","rgb(167, 136, 9)",12526px,905px,100%,20220126
dub poetry,https://p.scdn.co/mp3-preview/077dc642c1b7c5b8da368f0d18068adcd0321d31,"e.g. Linton Kwesi Johnson ""Inglan Is A Bitch""","rgb(132, 132, 37)",7460px,1238px,100%,20220126
beach house,https://p.scdn.co/mp3-preview/70a5b4bb510c223816d5f3e4099f23ae45ca6f61,"e.g. Airdust ""Flight Mode""","rgb(158, 159, 169)",4145px,956px,101%,20220126
nursery,https://p.scdn.co/mp3-preview/796707707f41362a0833abfd98f0a0c4a3bc2bf8,"e.g. Tumble Tots ""Elephants Have Wrinkles""","rgb(56, 169, 120)",13363px,935px,102%,20220126
trouvere,https://p.scdn.co/mp3-preview/7dc770971140f2d311aa62a1711d35966a2a1731,"e.g. Conon de Béthune ""Ahi! Amours""","rgb(42, 150, 33)",18098px,583px,100%,20220126
corrido,https://p.scdn.co/mp3-preview/328054bb6635d23161b41ad04dd308277e5fb0b1,"e.g. Los Minis de Caborca ""300 Locos""","rgb(163, 139, 1)",11693px,1079px,113%,20220126
bronx drill,https://p.scdn.co/mp3-preview/a9be69cffd6c91fc74eb800b4321548bef91bf35,"e.g. CHII WVTTZ ""Don't Trip""","rgb(163, 130, 3)",7448px,1163px,102%,20220126
king of prism,https://p.scdn.co/mp3-preview/32e452e792f21270b797c3832e9aee651eed7496,"e.g. SePTENTRION ""LOVEグラフィティ""","rgb(221, 111, 69)",2092px,414px,100%,20220126
dutch black metal,https://p.scdn.co/mp3-preview/f6458fe913e9f52564e1d213ad5df1626f0abc4d,"e.g. Fluisteraars ""Het overvleugelen der meute""","rgb(206, 64, 154)",9638px,63px,100%,20220126
black death,https://p.scdn.co/mp3-preview/5d6eb6587ea093a0b1dd4878b7ba4530b1a20092,"e.g. Grave Miasma ""Guardians of Death""","rgb(221, 56, 145)",10673px,99px,100%,20220126
corridos tumbados,https://p.scdn.co/mp3-preview/1965142bd53645809390d26a783bb9314fec8a13,"e.g. Zexta Alianza ""Pa Que Vayan y Digan""","rgb(162, 142, 1)",11603px,1029px,110%,20220126
german heavy metal,https://p.scdn.co/mp3-preview/5dc94eb24ed6131f2139b14a5083dcb99c2dae2e,"e.g. Herman Frank ""Teutonic Order""","rgb(217, 94, 22)",4945px,270px,101%,20220126
canadian stoner rock,https://p.scdn.co/mp3-preview/b058767a50f597addfc890117b57fb826a55e448,"e.g. We Hunt Buffalo ""Heavy Low""","rgb(207, 101, 96)",9800px,187px,100%,20220126
russian heavy metal,https://p.scdn.co/mp3-preview/155a025fa7efe56fd3acabd8302e698885d83b5f,"e.g. Театр Теней ""Верь только себе""","rgb(209, 104, 19)",6439px,300px,100%,20220126
house,https://p.scdn.co/mp3-preview/2ebe8ef594e27ac54f446926ec27d178b2b5776d,"e.g. WEISS ""Feel My Needs - Purple Disco Machine Remix""","rgb(205, 126, 108)",1224px,1115px,113%,20220126
epicore,https://p.scdn.co/mp3-preview/b74eeb94abd1e2ec34638ec860cce4b86d20ea2f,"e.g. Mark Petrie ""Torsion""","rgb(129, 134, 189)",8566px,332px,103%,20220126
techno rave,https://p.scdn.co/mp3-preview/58adb249d131e43b749dc3f8880cc0a03c09ef0f,"e.g. Kozlov ""Tchernobyl""","rgb(217, 114, 201)",706px,970px,100%,20220126
rebel blues,https://p.scdn.co/mp3-preview/fcb750e22412939c65bbb25e669390384e4686cc,"e.g. Esterly ""This Is My World""","rgb(170, 133, 75)",4598px,566px,103%,20220126
indie shoegaze,https://p.scdn.co/mp3-preview/ce578123b5a11b2b8287c1fcd5575a32dbadcbcf,"e.g. Sciflyer ""The Nation""","rgb(165, 128, 137)",7212px,245px,100%,20220126
ainu folk,https://p.scdn.co/mp3-preview/14058f865c1328867582604de9c14afa54128fa1,"e.g. Umeko Ando ""Battaki - Nicolá Cruz Remix""","rgb(109, 145, 60)",12264px,945px,100%,20220126
japanese vgm,https://p.scdn.co/mp3-preview/a3ea3aae4fd3e3488442278e2bb6a38389344451,"e.g. Yasunori Mitsuda ""CHRONO CROSS 〜時の傷痕〜""","rgb(146, 132, 175)",6476px,388px,102%,20220126
hardcore techno,https://p.scdn.co/mp3-preview/c3bf5aa8bf97f5a032e674234a0a23f466166a53,"e.g. DJ Seduction ""Sample-Mania""","rgb(222, 101, 102)",1825px,758px,103%,20220126
latin soundtrack,https://p.scdn.co/mp3-preview/207e2152ff6592e2d391fade1e20f2f65ec573bd,"e.g. Fernando Velázquez ""Ojalá Tuviera Cien Años""","rgb(69, 156, 172)",15127px,313px,101%,20220126
throat singing,https://p.scdn.co/mp3-preview/599e3ceb7389bd0281ffb26d205d8f36ff87ee93,"e.g. Alash Ensemble ""Dynggyldai""","rgb(98, 144, 64)",14979px,469px,100%,20220126
gong,https://p.scdn.co/mp3-preview/cbc5ad3742d882ab79b8b6cc7fb93b2169978a80,"e.g. Gong Gunung Sari ""Galang Kangin""","rgb(120, 145, 155)",16380px,806px,100%,20220126
renaissance,https://p.scdn.co/mp3-preview/67e6c90242de5b8488db7d19f56093bb2c3ac2c8,"e.g. Pierre Certon ""O Madame, per-je mon tems""","rgb(33, 165, 85)",19912px,267px,101%,20220126
tahitian traditional,https://p.scdn.co/mp3-preview/b28528795ff25faa1fc3e4f4a3609e0ddd05ac76,"e.g. Groupe Folklorique Fetia ""Hoe Ana""","rgb(137, 113, 66)",14436px,954px,100%,20220126
nordic ambient,https://p.scdn.co/mp3-preview/a3345a058d60e8c6dc7eee69c50b8187277dd5dc,"e.g. Pjusk ""Valldal""","rgb(82, 148, 203)",13913px,261px,100%,20220126
bhutanese pop,https://p.scdn.co/mp3-preview/ee6ba7315b775e758ad42e3ffaf6ce209923d359,"e.g. SONAM WANGCHEN ""Choe Lu Ta Dhi""","rgb(101, 156, 72)",12377px,830px,100%,20220126
bernu dziesmas,https://p.scdn.co/mp3-preview/23717fd27c7d98801a1810b4a8f36524fc0a6588,"e.g. Knīpas un knauķi ""Piparkūkas Danco""","rgb(114, 154, 37)",10211px,907px,100%,20220126
rave,https://p.scdn.co/mp3-preview/b7ba20fd50b28eb0d3ca40c86651a6506a424875,"e.g. Altern 8 ""Activ-8 (Come with Me)""","rgb(211, 114, 135)",1479px,819px,102%,20220126
quebec indie,https://p.scdn.co/mp3-preview/ddb0ac5e72b339e40b3d0a99c921229190e90a6c,"e.g. Plants and Animals ""House On Fire""","rgb(159, 132, 65)",8496px,484px,102%,20220126
electro house,https://p.scdn.co/mp3-preview/b6991f9dcb072fe17cd6aee23094c24eb6b4647a,"e.g. Laidback Luke ""Whistle (feat. Bertie Scott)""","rgb(207, 124, 80)",2030px,874px,118%,20220126
swedish experimental,https://p.scdn.co/mp3-preview/ce3b58b35aa736189ea93cac985153035cf289be,"e.g. Raison D'être ""Mouldering The Forlorn II""","rgb(99, 123, 177)",13745px,234px,100%,20220126
marimba,https://p.scdn.co/mp3-preview/7659658652b2fb5e6f9ab1ccf79d1b4af7a907cd,"e.g. Chin Cheng Lin ""Cappuccino Lovely: No. 2. Milk""","rgb(40, 177, 192)",19072px,826px,100%,20220126
scottish techno,https://p.scdn.co/mp3-preview/a5691279fdb611eabc3713549687d361276b78ce,"e.g. Slam ""Construct""","rgb(186, 141, 204)",819px,1163px,101%,20220126
belly dance,https://p.scdn.co/mp3-preview/f98a7c97a67327327678e841e989b93a4382b32f,"e.g. Al-Ahram Orchestra ""Layali Al Sharq""","rgb(168, 125, 78)",7805px,913px,101%,20220126
albuquerque indie,https://p.scdn.co/mp3-preview/2a9bc9d9384dd413f5b4138fa38a759c71613361,"e.g. Beirut ""Nantes""","rgb(148, 132, 45)",8853px,622px,101%,20220126
australian ska,https://p.scdn.co/mp3-preview/d4dcbae427ed6f6d7f63960bc50a2016382d577b,"e.g. The Porkers ""Swinging Like Tiger Woods""","rgb(198, 111, 21)",7240px,754px,100%,20220126
danish indie,https://p.scdn.co/mp3-preview/628fdc31bcee4c07f93a1a9e279c5fd912e831f8,"e.g. Hymns from Nineveh ""Stråle - Tåre - Dråbe""","rgb(153, 136, 70)",8226px,530px,100%,20220126
vienna indie,https://p.scdn.co/mp3-preview/8e2040f74012ced9eff91890940c3674735dd92e,"e.g. Bilderbuch ""Maschin""","rgb(155, 135, 39)",7682px,611px,101%,20220126
irish pub song,https://p.scdn.co/mp3-preview/364d545d5a52eceeffed24edb24d7b1833d206e6,"e.g. Barnbrack ""Belfast""","rgb(102, 143, 12)",14952px,802px,101%,20220126
barnemusikk,https://p.scdn.co/mp3-preview/5e3033efa14a12481fcbba8201281188e2c98d3a,"e.g. Anne Brændeland ""Ole Brumm""","rgb(98, 147, 13)",12894px,976px,101%,20220126
lexington ky indie,https://p.scdn.co/mp3-preview/6628781bfcfd90e5edbd3c2b52bc62e6c02ca1d9,"e.g. Abby Hamilton ""Change Things""","rgb(148, 130, 33)",10370px,648px,100%,20220126
montana indie,https://p.scdn.co/mp3-preview/8829ba115da5696ecc1fd8b0e09fdf1729687ef0,"e.g. Kitchen Dwellers ""Gypsy""","rgb(132, 136, 40)",10530px,697px,100%,20220126
indie jazz,https://p.scdn.co/mp3-preview/279d74631082c48d8119052bf6ff190f722fe441,"e.g. Tenderlonious ""Expansions""","rgb(138, 139, 110)",9050px,889px,103%,20220126
french jazz,https://p.scdn.co/mp3-preview/9c247930f9ca3c2d59786ea0a90c7adf4b56e9d2,"e.g. Baptiste Trotignon ""Mon fantôme""","rgb(88, 144, 147)",17099px,983px,101%,20220126
nottingham indie,https://p.scdn.co/mp3-preview/111be9f05bca688517503665d00b64092728499a,"e.g. Jake Bugg ""Lightning Bolt""","rgb(149, 136, 58)",10317px,469px,101%,20220126
german dnb,https://p.scdn.co/mp3-preview/1aa647729d472fd2f8bde161cd53a8147c56463b,"e.g. Zombie Cats ""No More""","rgb(218, 132, 169)",1472px,999px,100%,20220126
deep german indie,https://p.scdn.co/mp3-preview/91ddb2c8a3d7d30cd1ee5d54f86d288aeb6c023a,"e.g. Ludwig Van ""Power""","rgb(156, 136, 47)",6525px,595px,100%,20220126
nantes indie,https://p.scdn.co/mp3-preview/b74957961e589e65913e562ad886e0f7023970a4,"e.g. Elephanz ""The Catcher in the Rye""","rgb(151, 140, 53)",7397px,716px,101%,20220126
siberian folk,https://p.scdn.co/mp3-preview/f4c7b3ff0b8bb747bbec7f2cd8cbfa26f325e21e,"e.g. Huun-Huur-Tu ""Ancestors""","rgb(109, 140, 46)",14286px,521px,100%,20220126
french movie tunes,https://p.scdn.co/mp3-preview/c3c69ad56213d61d224847e462fa54973973ba5d,"e.g. Jean Stout ""Il En Faut Peu Pour Être Heureux""","rgb(116, 137, 16)",13326px,879px,101%,20220126
indonesian worship,https://p.scdn.co/mp3-preview/2d6cd5068689618eef6c0dca58b7e86cb47d5eb8,"e.g. Robert & Lea Sutanto ""Sungguh Indah""","rgb(130, 148, 22)",11624px,516px,102%,20220126
faroese jazz,https://p.scdn.co/mp3-preview/5595d4b211a6ef9b96482a0e2f7d0f2ffdbd8c59,"e.g. Plumm ""Stjørnuskot""","rgb(95, 146, 128)",14860px,672px,100%,20220126
schranz,https://p.scdn.co/mp3-preview/1c8aa3aebc83e58c384993ccf9a370e6baa2be5f,"e.g. O.B.I. ""Gib Mir Alles - Original Mix""","rgb(221, 94, 190)",733px,997px,100%,20220126
belgian new wave,https://p.scdn.co/mp3-preview/9d719f25af637478b0e1d173d22508c28e31f425,"e.g. TC Matic ""O La La La""","rgb(174, 121, 76)",3558px,765px,100%,20220126
mexican indie,https://p.scdn.co/mp3-preview/f9a205d224f6b5a5b66a745d5db8617aa2e5bac0,"e.g. Rey Pila ""Ninjas""","rgb(170, 134, 40)",4811px,697px,105%,20220126
finnish indie,https://p.scdn.co/mp3-preview/c0d3b8ca37fd479d01e9a297f5ea24a516593d79,"e.g. Antti Autio ""Kaunein sana maailmassa""","rgb(153, 135, 70)",8582px,590px,101%,20220126
peruvian indie,https://p.scdn.co/mp3-preview/21938191fa72119f56b98362b6e62ddf8006a82a,"e.g. TOURISTA ""Explotar Contigo""","rgb(156, 138, 48)",7336px,739px,101%,20220126
american primitive,https://p.scdn.co/mp3-preview/a8c802d5085315d490bf8a3cbb4b3db6814b3c9b,"e.g. Marisa Anderson ""Hesitation Theme and Variation Blues""","rgb(89, 162, 191)",16099px,598px,100%,20220126
avant-garde,https://p.scdn.co/mp3-preview/10fff3a6de1f409c1fe7faea0c3c08f0485c8920,"e.g. John Cage ""In a Landscape""","rgb(39, 149, 127)",19205px,388px,101%,20220126
bells,https://p.scdn.co/mp3-preview/37969466ad5aa61bd849e35adf19bd0cfd019c33,"e.g. Glockengeläut - Bells Ringing ""Kölner Dom""","rgb(78, 129, 203)",18779px,306px,100%,20220126
macedonian electronic,https://p.scdn.co/mp3-preview/97ee70679959d4b83ccf1ac4b9ebda58c0c6b90d,"e.g. Galoski ""Got Me Feeling""","rgb(191, 139, 195)",746px,1259px,100%,20220126
chill out,https://p.scdn.co/mp3-preview/bdce5b7606a74044fc4998f4211f68e0898cd127,"e.g. Clush ""Afternoon""","rgb(122, 163, 195)",7191px,889px,101%,20220126
ukrainian electronic,https://p.scdn.co/mp3-preview/1d6ed6cf59cb520650a3c68ba0e0eb1a08a9b522,"e.g. 8Kays ""Easy""","rgb(188, 141, 186)",1125px,1135px,101%,20220126
nordic soundtrack,https://p.scdn.co/mp3-preview/a563be4bbd369ae01b625eee5b8f2dc70725d9dc,"e.g. Atli Örvarsson ""Eurovision Suite""","rgb(65, 156, 190)",14221px,281px,101%,20220126
indian lo-fi,https://p.scdn.co/mp3-preview/38feae2e8a79ad886eb3eeb0cee0db24d8e7dbe9,"e.g. Sanjay S Yadav ""Waalian (Lo-Fi)""","rgb(114, 154, 96)",9715px,817px,101%,20220126
rap rock,https://p.scdn.co/mp3-preview/d2e9d3246bbc0148e919657591bd9b8c6e673d61,"e.g. Crazy Town ""Butterfly""","rgb(212, 98, 28)",4438px,534px,108%,20220126
thai indie,https://p.scdn.co/mp3-preview/916ec247679acea5272934def4a92300d9b07945,"e.g. Moderndog ""ตาสว่าง""","rgb(165, 133, 27)",5715px,713px,100%,20220126
deep punk rock,https://p.scdn.co/mp3-preview/6c9a54e8fe8f6e63e781881065d0f5f866e55128,"e.g. Satan's Rats ""You Make Me Sick""","rgb(198, 96, 48)",8717px,530px,100%,20220126
pakistani indie,https://p.scdn.co/mp3-preview/df91ca7daf09846c6b584fb64fb2a507260e2b44,"e.g. Talal Qureshi ""PAISA""","rgb(140, 143, 57)",8877px,611px,101%,20220126
deep hardcore punk,https://p.scdn.co/mp3-preview/c1384917b158c5fafdbcbf37667c2992c8e5319d,"e.g. Patriots ""Misguided""","rgb(207, 85, 51)",10734px,400px,100%,20220126
japanese alternative pop,https://p.scdn.co/mp3-preview/d2561278b05aa19b82d9dd8e6e1788696d93376f,"e.g. ROTH BART BARON ""けもののなまえ (feat.HANA)""","rgb(154, 135, 44)",7731px,639px,101%,20220126
schrammelmusik,https://p.scdn.co/mp3-preview/8d1b4ebc13f55600080363ce81044065e21be4ed,"e.g. Schrammel-Ensemble Alfons Bauer ""Wiener Blut""","rgb(69, 158, 81)",18059px,817px,100%,20220126
puerto rican indie,https://p.scdn.co/mp3-preview/7b593ab6b36f881ba023764c92a10eff4a7b32db,"e.g. Mima ""Oigo voces""","rgb(169, 128, 51)",7805px,688px,100%,20220126
thai instrumental,https://p.scdn.co/mp3-preview/3c208682713c3c77f25388cd3e0f6104c8e10e5d,"e.g. นิก กอไผ่ ""ลาวคำหอม""","rgb(83, 166, 94)",15473px,708px,100%,20220126
modern performance,https://p.scdn.co/mp3-preview/f38ad31b949fb828d6558ffc7c81c99b2efdb35a,"e.g. Caroline Shaw ""Partita for 8 Singers: No. 3. Courante""","rgb(45, 147, 116)",18440px,365px,100%,20220126
calypso,https://p.scdn.co/mp3-preview/963403a754ce58a635e349f4c54d37ef8482cfb8,"e.g. Lord Kitchener ""Sugar Bum Bum""","rgb(93, 143, 13)",16416px,826px,101%,20220126
german literature,https://p.scdn.co/mp3-preview/e4227ff916b72c6b61ec356d9120da0701140bcc,"e.g. Johann Wolfgang von Goethe ""Der Zauberlehrling""","rgb(67, 115, 0)",14994px,1367px,100%,20220126
convent,https://p.scdn.co/mp3-preview/21de114a5b800b09089a54befe547c83c10fdab8,"e.g. Benedictines of Mary, Queen of Apostles ""Holy God, We Praise Thy Name""","rgb(26, 182, 92)",20169px,174px,100%,20220126
lesen,https://p.scdn.co/mp3-preview/573898a083506840788491de889e68957c329519,"e.g. Mara Andeck ""Kapitel 60 - Wolke 7 ist auch nur Nebel - Moyas Liebesexperiment""","rgb(65, 128, 0)",14860px,1355px,101%,20220126
lovers rock,https://p.scdn.co/mp3-preview/8877bb6476ea39c04ef9102c8a883ac750129cb7,"e.g. Bitty McLean ""Walk Away From Love""","rgb(143, 145, 14)",6573px,1179px,103%,20220126
canadian shoegaze,https://p.scdn.co/mp3-preview/0dc62b254c1ed939a8553e3a7b7f55aa16c22bf5,"e.g. No Joy ""Hare Tarot Lies""","rgb(163, 126, 132)",8076px,180px,100%,20220126
rap norteno chileno,https://p.scdn.co/mp3-preview/4cf836f93afd4d823d67b8358337b9b167d85396,"e.g. Eskina Familia Skuad ""Aplicandole""","rgb(168, 131, 13)",9989px,1044px,100%,20220126
gambian pop,https://p.scdn.co/mp3-preview/847e35a8124862e1e24988b118e157d743492313,"e.g. Jizzle ""BE MY LOVER""","rgb(168, 141, 13)",9220px,1104px,100%,20220126
latin viral rap,https://p.scdn.co/mp3-preview/d38c71beb542649087e48ce3ee6226f9672e7718,"e.g. Kronno Zomber ""Animatronicos Rap""","rgb(197, 128, 9)",9420px,1023px,101%,20220126
swedish drill,https://p.scdn.co/mp3-preview/f5b8e859600dc1829b5ed7a71ae41063e4cb1a9a,"e.g. 24K ""Aspen""","rgb(151, 152, 4)",8042px,1091px,102%,20220126
uk82,https://p.scdn.co/mp3-preview/1a3ed22dee0be7b7fc5cd204d911904e2ce4bde1,"e.g. One Way System ""Give Us A Future""","rgb(220, 71, 45)",9443px,289px,100%,20220126
gujarati pop,https://p.scdn.co/mp3-preview/734f003c83705a508e8182328ba4e39c24b7974b,"e.g. Aishwarya Majmudar ""Kesariyo""","rgb(162, 130, 6)",11981px,772px,102%,20220126
himachali pop,https://p.scdn.co/mp3-preview/c5c7d9459b8a8142a545f9054bd89f50ab11d552,"e.g. Nati King Kuldeep Sharma ""Rumatiye""","rgb(188, 116, 4)",7597px,843px,100%,20220126
