genre,preview_url,preview_track,color,top,left,font_size,run_date
pop,https://p.scdn.co/mp3-preview/1bd8b56f5623c6eee74601848b0abdca40688743,"e.g. Camila Cabello ""Bam Bam (feat. Ed Sheeran)""","rgb(171, 137, 7)",5066px,785px,160%,20230420
rap,https://p.scdn.co/mp3-preview/6a8b8a604866070283a65bc021cb51330555e9c7,"e.g. Gucci Mane ""Wake Up in the Sky""","rgb(168, 137, 3)",5720px,1061px,142%,20230420
rock,https://p.scdn.co/mp3-preview/4d07a4b7dafa6d746f0717a3f575fa76144e8c92,"e.g. Black Sabbath ""Paranoid""","rgb(171, 113, 26)",11143px,558px,139%,20230420
dance pop,https://p.scdn.co/mp3-preview/6de2791f84c1d637a0e24734b6df3997cc742da4,"e.g. Britney Spears ""Toxic""","rgb(179, 134, 9)",3821px,838px,139%,20230420
urbano latino,https://p.scdn.co/mp3-preview/8bcdff4719a7a4211128ec93da03892e46c4bc6a,"e.g. Arcángel ""La Jumpa""","rgb(190, 144, 2)",3295px,1163px,134%,20230420
hip hop,https://p.scdn.co/mp3-preview/92861e4d39e8eb09f04d4add45fc5bdf551922d1,"e.g. Wu-Tang Clan ""C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)""","rgb(173, 126, 9)",6835px,1079px,133%,20230420
trap latino,https://p.scdn.co/mp3-preview/7d6a9dab2f3779eef37ef52603d20607a1390d91,"e.g. Ñengo Flow ""Gato de Noche""","rgb(188, 145, 1)",3510px,1179px,131%,20230420
reggaeton,https://p.scdn.co/mp3-preview/338ed053ce26ccc3313b00b5e6153e60ffd2eb19,"e.g. Yandel ""Yandel 150""","rgb(193, 142, 2)",2947px,1163px,128%,20230420
modern rock,https://p.scdn.co/mp3-preview/a7a72315d777f4ed078d955238f9db158c915fc1,"e.g. Cage The Elephant ""Cigarette Daydreams""","rgb(188, 120, 19)",5661px,459px,128%,20230420
latin pop,https://p.scdn.co/mp3-preview/3829c17a7890155b43266bc3097cdddd8099a511,"e.g. La Quinta Estacion ""El Sol No Regresa""","rgb(173, 138, 3)",6384px,814px,124%,20230420
trap,https://p.scdn.co/mp3-preview/1e15f2d4ac12c4f851604da51d13eccc5db47cef,"e.g. Rich Homie Quan ""Flex (Ooh, Ooh, Ooh)""","rgb(163, 143, 2)",5395px,1052px,124%,20230420
musica mexicana,https://p.scdn.co/mp3-preview/7614288a7bcaae3d70e375109f4e1b579d6321bb,"e.g. Voz De Mando ""La Hummer Y El Camaro""","rgb(152, 143, 4)",12557px,983px,124%,20230420
classic rock,https://p.scdn.co/mp3-preview/6c1f5377ae30c65577835dce021c23bcf198591f,"e.g. Steppenwolf ""Born To Be Wild""","rgb(154, 121, 23)",12766px,641px,124%,20230420
permanent wave,https://p.scdn.co/mp3-preview/03da0b85c9fa2fb5e621e97d4fb145a17aaf7ef1,"e.g. Pixies ""Where Is My Mind? - Remastered""","rgb(170, 120, 32)",8695px,481px,123%,20230420
alternative metal,https://p.scdn.co/mp3-preview/5efe16cd96fbb2c320332c1ba8f120909db22d21,"e.g. Drowning Pool ""Bodies""","rgb(214, 92, 37)",6475px,301px,122%,20230420
pop rap,https://p.scdn.co/mp3-preview/c287b4ba7979f74719a7bfd28ca59735b6370b5e,"e.g. Soulja Boy ""Kiss Me Thru The Phone""","rgb(178, 131, 4)",5077px,1031px,122%,20230420
r&b,https://p.scdn.co/mp3-preview/f107c3f9c699077713391b9836dd10b3b6db7356,"e.g. Fantasia ""When I See U""","rgb(154, 139, 6)",5972px,914px,122%,20230420
pop dance,https://p.scdn.co/mp3-preview/1164c378d1a70ec8cfa42a28dc108503e8f62768,"e.g. Alesso ""Words (feat. Zara Larsson)""","rgb(201, 128, 56)",2560px,769px,122%,20230420
edm,https://p.scdn.co/mp3-preview/89dff34e3b51bd0aaa6c3910debda6476fe66e4a,"e.g. Sebastian Ingrosso ""Reload - Radio Edit""","rgb(202, 128, 63)",2545px,762px,122%,20230420
corrido,https://p.scdn.co/mp3-preview/1e797d252386d1be367093b00ea1db6e9b1f7ebe,"e.g. LEGADO 7 ""Por Clave Caiman""","rgb(163, 139, 1)",12746px,1055px,122%,20230420
norteno,https://p.scdn.co/mp3-preview/d6aba01a2ebaca33e12767b76310163f881b8b20,"e.g. Los Huracanes del Norte ""Nomas Por Tu Culpa""","rgb(151, 142, 4)",11705px,1016px,121%,20230420
album rock,https://p.scdn.co/mp3-preview/4e8704349932ecb754e3c03cdf3b1563309627a0,"e.g. Boston ""More Than a Feeling""","rgb(174, 114, 25)",10493px,485px,121%,20230420
contemporary country,https://p.scdn.co/mp3-preview/d12347cf047339898a81418f2baad385d61dbfd1,"e.g. Scotty McCreery ""It Matters To Her""","rgb(165, 136, 1)",6649px,551px,121%,20230420
filmi,https://p.scdn.co/mp3-preview/a6abe0ea615308e74e4c3089e696d400fa68bb64,"e.g. Vishal-Shekhar ""Jhoome Jo Pathaan""","rgb(137, 135, 26)",14614px,765px,121%,20230420
canadian pop,https://p.scdn.co/mp3-preview/c988fed7c76fd42b897878d54160a62c6d0c3beb,"e.g. Shawn Desman ""Maniac""","rgb(151, 138, 5)",9102px,634px,121%,20230420
