genre,preview_url,preview_track,color,top,left,font_size,run_date
rap tico,https://p.scdn.co/mp3-preview/5c4323fcf28e121c40672b86755ad0ff25fc0603,"e.g. Crypy ""Big Man""","rgb(176, 135, 34)",7648px,1110px,100%,20220222
champeta,https://p.scdn.co/mp3-preview/6e08b55b0b9a1e143a44d1f87497ad36b380569c,"e.g. Twister el Rey ""El Peluche""","rgb(202, 129, 5)",2801px,1083px,103%,20220222
bomba,https://p.scdn.co/mp3-preview/0d8a59526166dc2033f7a2b7c8b7b7c7f5edb870,"e.g. Marabuu ""Hoy Aprendi""","rgb(185, 136, 26)",4754px,1132px,100%,20220222
afroswing,https://p.scdn.co/mp3-preview/37d6cf45c0b0cbfb6f91f91c556e52be57df3ec0,"e.g. One Acen ""Vice Versa (feat. WSTRN)""","rgb(164, 144, 9)",9092px,1089px,104%,20220222
dutch trap,https://p.scdn.co/mp3-preview/68bdc06bd84ccb29b5fa0b62024242550954ce70,"e.g. Mario Cash ""On Time""","rgb(153, 147, 14)",6571px,1141px,101%,20220222
lithuanian trap,https://p.scdn.co/mp3-preview/e100242c2315ffdbd0bf58edad9c850400f867c7,"e.g. 335d ""Gerai Gyveni - feat. OG Version""","rgb(128, 159, 8)",3591px,1162px,100%,20220222
mambo chileno,https://p.scdn.co/mp3-preview/ca377929b944056a1a7f8a175758fbd05873a47c,"e.g. Adan La Amenaza ""Dele Cotele 3""","rgb(176, 144, 6)",3982px,1153px,102%,20220222
trap brasileiro,https://p.scdn.co/mp3-preview/fdfbf491dba34a30f24254c9ebe0fb6d7a31efe9,"e.g. Aka Rasta ""AIAI""","rgb(147, 148, 6)",7798px,1076px,106%,20220222
norwegian psychedelic,https://p.scdn.co/mp3-preview/0e7f6c92ccada0d76597f05aa1eac24f9601b571,"e.g. Motorpsycho ""Feel""","rgb(156, 125, 105)",10492px,284px,100%,20220222
zambian hip hop,https://p.scdn.co/mp3-preview/5ee1e9d3f033219c39bad0cafda2c04ccc4a072c,"e.g. Chef 187 ""Foolish Me""","rgb(180, 137, 7)",9373px,1020px,100%,20220222
indian metal,https://p.scdn.co/mp3-preview/21c495048966472e8937de6d4ac6e4ccc0a8546b,"e.g. Kryptos ""Mach Speed Running""","rgb(221, 85, 92)",5981px,251px,100%,20220222
kizomba cabo-verdiana,https://p.scdn.co/mp3-preview/259663c6619ac1eddb56b511e3a3c0b90173bc92,"e.g. Loony Johnson ""Dam Pam""","rgb(178, 147, 15)",2716px,1028px,100%,20220222
finnish alternative rock,https://p.scdn.co/mp3-preview/352014dfc3cafe6ccca24f267dc69ce8299efa37,"e.g. Lapko ""Money for Nothing""","rgb(195, 114, 27)",4796px,356px,101%,20220222
coco,https://p.scdn.co/mp3-preview/919d0b9a3f5f1cf65cd83ee3981e7ab9591dfc2c,"e.g. Lia de Itamaracá ""Meu São Jorge""","rgb(176, 125, 5)",11132px,1037px,100%,20220222
alternative metalcore,https://p.scdn.co/mp3-preview/bd385e5469a4e2df08a00ccae96d93fe2f9d99db,"e.g. Apron ""Kaleidoskop""","rgb(213, 94, 35)",5781px,335px,100%,20220222
kabyle,https://p.scdn.co/mp3-preview/5b03bccf7bb21d7c3f6d76ddebf44ea7000b351b,"e.g. Rabah Asma ""Ines""","rgb(177, 127, 14)",7445px,830px,100%,20220222
retro metal,https://p.scdn.co/mp3-preview/610a46213197fd6ea9a90a6c1b30240cccc6a334,"e.g. Wo Fat ""Enter the Riffian""","rgb(196, 111, 85)",10060px,282px,101%,20220222
roots americana,https://p.scdn.co/mp3-preview/3fb16b7c5006a19bc56b2c99dcc6b74e5f4f7183,"e.g. Jeremy Pinnell ""Ballad of 1892""","rgb(143, 140, 7)",10555px,665px,103%,20220222
reggae,https://p.scdn.co/mp3-preview/53842fc44e2dbc84b607fd16c28f07ec36d11a42,"e.g. Wailing Souls ""Jah Give Us Life""","rgb(138, 143, 32)",6584px,1213px,106%,20220222
south african deep house,https://p.scdn.co/mp3-preview/32607d135fa628e4f61c361d21a98cfda4e0b388,"e.g. China Charmeleon ""Bomalume""","rgb(152, 151, 152)",965px,1292px,100%,20220222
uk reggae,https://p.scdn.co/mp3-preview/e7b1a588868a53d50b01656d5ea247a6bb651f5d,"e.g. Gentleman's Dub Club ""High Grade""","rgb(153, 144, 28)",3630px,1171px,102%,20220222
cumbia salvadorena,https://p.scdn.co/mp3-preview/fd0e2e80faa51fc146ab3ee95d3fb23d1bf6c395,"e.g. Los Cocodrilos ""El Pirulino""","rgb(160, 143, 9)",7397px,1194px,101%,20220222
proto-rap,https://p.scdn.co/mp3-preview/cc63613358efe512a119ebb2ab32c3e395bac873,"e.g. Dr. Jeckyll & Mr. Hyde ""Genius Rap - 7"" Single Version""","rgb(187, 101, 43)",4518px,1287px,100%,20220222
