genre,preview_url,preview_track,color,top,left,font_size,run_date
deep tech house,https://p.scdn.co/mp3-preview/b20a6b7b0611761fea1853b9aac5efe38d9a0f72,"e.g. CamelPhat ""Cola""","rgb(195, 140, 201)",180px,1413px,101%,20220927
french tech house,https://p.scdn.co/mp3-preview/b4d88e1de3f79372ebe478f34433d84d97c9ac4d,"e.g. Chicks Luv Us ""Connection""","rgb(194, 136, 184)",234px,1389px,101%,20220927
classic praise,https://p.scdn.co/mp3-preview/f8843fae8ead715d152cc2485de37933f6585214,"e.g. Joseph Garlington ""My Life Is In You, Lord""","rgb(108, 148, 31)",12393px,478px,101%,20220927
musica amapaense,https://p.scdn.co/mp3-preview/7c73d85d5829854f7d428ff2e2214aec4be1e345,"e.g. Patrícia Bastos ""U Amassu I U Dubradú""","rgb(160, 136, 11)",9493px,769px,100%,20220927
uk contemporary jazz,https://p.scdn.co/mp3-preview/095b3906cb25eacfba13e1e7e610440ba457813c,"e.g. Ebi Soda ""Something to Do in the Future""","rgb(99, 146, 114)",15899px,869px,102%,20220927
viola,https://p.scdn.co/mp3-preview/882d73bf81c1822e8642a1465fc11aa5f4b2d285,"e.g. Antoine Tamestit ""Norma, Act I, Scene 1: Air de Norma ""Casta Diva"" (Arr. for Piano & Viola)""","rgb(36, 163, 139)",20815px,328px,100%,20220927
folk rock italiano,https://p.scdn.co/mp3-preview/4925c3ff7370dc4b326bb674b9540f6519f5a67d,"e.g. Bandabardò ""Se mi rilasso collasso""","rgb(133, 137, 10)",13515px,721px,102%,20220927
piano blues,https://p.scdn.co/mp3-preview/ad24245468823db16e794a31d2c1c5233cd370fe,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",17284px,916px,101%,20220927
canadian celtic,https://p.scdn.co/mp3-preview/2d353f9047f49b742c60fd922b1181bcb5abb429,"e.g. Rawlins Cross ""Reel 'n' Roll""","rgb(147, 138, 24)",12962px,532px,101%,20220927
cha-cha-cha,https://p.scdn.co/mp3-preview/c7a67b858113d9b883f2b81d34452d0d44903d2e,"e.g. Conjunto Los Cariñosos ""Sr. Juez""","rgb(127, 133, 62)",15816px,965px,101%,20220927
adoracion,https://p.scdn.co/mp3-preview/91e0a9dd9f010912857d109349f58acc31dc4440,"e.g. July Ann Alvarado ""Yo Llegare (feat. Gilberto Peguero)""","rgb(153, 141, 22)",9223px,560px,101%,20220927
adoracion pentecostal,https://p.scdn.co/mp3-preview/9b7068cfa99e885d2f0de7dbdd0623882f546cb5,"e.g. Verbo y Vida ""Adoremos al Rey""","rgb(145, 146, 7)",10483px,834px,101%,20220927
dutch musical,https://p.scdn.co/mp3-preview/2ffcf946c2a347ef9d2a5debec69709334462ac3,"e.g. Cast Mary Poppins ""Supercalifragilisticexpialidasties""","rgb(118, 141, 19)",14399px,548px,100%,20220927
euphoric hardstyle,https://p.scdn.co/mp3-preview/a91cc3c8a5daa8c4f4fa724f3a5f2686d8205080,"e.g. Toneshifterz ""Paradise""","rgb(229, 105, 56)",2503px,512px,104%,20220927
fado instrumental,https://p.scdn.co/mp3-preview/be6a4dfe2d72231f29c0cb947f3c63d32dea6c9a,"e.g. Custódio Castelo ""In agradecimento Miss Morna""","rgb(107, 161, 142)",16364px,757px,100%,20220927
birmingham indie,https://p.scdn.co/mp3-preview/088d0edbe0a734dd0ef2fa9c510d8028dc870197,"e.g. Peace ""Lovesick""","rgb(167, 130, 31)",7279px,438px,100%,20220927
st petersburg fl indie,https://p.scdn.co/mp3-preview/ba557ed15654d8f26a65b8b13414818431fc3d59,"e.g. Polyenso ""Pocket Knife Shadow""","rgb(158, 131, 41)",10385px,442px,100%,20220927
muzica usoara,https://p.scdn.co/mp3-preview/d525c99c2891ff927c8245b61daaffff5e631832,"e.g. Aurelian Andreescu ""Oameni""","rgb(128, 143, 6)",13329px,623px,100%,20220927
chanson quebecois,https://p.scdn.co/mp3-preview/529d5b5393af1833c7ad99a906c024894cdc6ae9,"e.g. Les Classels ""Ton amour a changé ma vie""","rgb(130, 142, 9)",14083px,632px,101%,20220927
ye ye,https://p.scdn.co/mp3-preview/769c1ddd49d1ed2b710b0c8a68665f67839d2a4e,"e.g. Sylvie Vartan ""La plus Belle pour Aller Danser""","rgb(131, 138, 6)",14693px,615px,102%,20220927
desi hip hop,https://p.scdn.co/mp3-preview/5c065d688a2edd1347a65b244210908ccba9fecc,"e.g. MC Altaf ""Soch""","rgb(184, 129, 13)",6323px,1003px,110%,20220927
ragtime,https://p.scdn.co/mp3-preview/a2a41987dd014b68a842bc80d147b2b71a073e70,"e.g. Scott Joplin ""The Entertainer""","rgb(91, 143, 178)",19097px,1056px,100%,20220927
czsk reggae,https://p.scdn.co/mp3-preview/c5ce6ae4f98c560dfcda7b34e0539f245faf0e0e,"e.g. Coco Jammin ""Zahradnická Píseň""","rgb(191, 128, 9)",5520px,1013px,100%,20220927
australian post-rock,https://p.scdn.co/mp3-preview/8d513b879ef59a13418633c2e8bd7d4edc218d75,"e.g. sleepmakeswaves ""It's Dark, It's Cold, It's Winter""","rgb(130, 143, 186)",10963px,307px,100%,20220927
muzica crestina,https://p.scdn.co/mp3-preview/6acfdb08bd3cb2b08eb847d2780552cda0602eba,"e.g. Gabriel Gorcea si Prietenii ""As Vrea Sa Zbor""","rgb(121, 150, 19)",12516px,510px,100%,20220927
iskelma,https://p.scdn.co/mp3-preview/5b20aae96732b5d5774d6d61e6b2699a168c26f5,"e.g. Neljänsuora ""Mansikkaa ja valkoapilaa""","rgb(148, 138, 4)",9493px,679px,102%,20220927
dutch classical piano,https://p.scdn.co/mp3-preview/8da88c07de46c49e27e82bee6e4da5d854afd919,"e.g. Lucas Jussen """"Was mir behagt, ist nur die muntre Jagd"" Cantata, BWV 208: 9. Schafe können sicher weiden (Arr. For Piano Four Hands by Mary Howe)""","rgb(34, 164, 217)",20719px,542px,100%,20220927
english indie rock,https://p.scdn.co/mp3-preview/882fbb7d5756559a33d30b174ec0dd2a96c14b6c,"e.g. Sports Team ""The Drop""","rgb(186, 122, 22)",5260px,390px,102%,20220927
chamame brasilero,https://p.scdn.co/mp3-preview/d5d28f51a534d837a738607866a4f8cccdc7a52e,"e.g. Maciel Corrêa ""Orgulho Pantaneiro""","rgb(158, 138, 24)",9666px,908px,100%,20220927
ukhc,https://p.scdn.co/mp3-preview/c754b0aca0429bb23d85429860818cc1560d1801,"e.g. Guilt Trip ""River of Lies""","rgb(226, 79, 66)",9015px,242px,100%,20220927
classic psychedelic rock,https://p.scdn.co/mp3-preview/fa0ad03db285e07f2ecf72194bd6cbe7b9e38966,"e.g. Paper Garden ""Raining""","rgb(148, 127, 51)",13158px,480px,100%,20220927
pinoy trap,https://p.scdn.co/mp3-preview/73cb6e5b9c06694a93049ef7eba444b5ae0b4fe5,"e.g. Kris Delano ""Alak Usok Pera""","rgb(149, 148, 10)",6245px,1037px,103%,20220927
melanesian pop,https://p.scdn.co/mp3-preview/7c69d9686e19c856baa7752dba37c78706db1ab6,"e.g. Sharzy ""Ta' Umai""","rgb(160, 143, 7)",4364px,994px,101%,20220927
namibian pop,https://p.scdn.co/mp3-preview/b52196fcc559cc6c5560acd9df0a616836ce4ade,"e.g. Gazza ""Chelete""","rgb(178, 135, 15)",4959px,1065px,100%,20220927
austin hip hop,https://p.scdn.co/mp3-preview/922bbc5aa1b12c486a5b1ef185a036bae6cf4536,"e.g. Quin Nfn ""Laid Back""","rgb(146, 145, 7)",8815px,1019px,100%,20220927
swedish underground rap,https://p.scdn.co/mp3-preview/00568ce61508c6fb4bc2b3a851273a2ebc9595c5,"e.g. Organism 12 ""Diamanttårar""","rgb(175, 125, 24)",10692px,1037px,100%,20220927
vintage chinese pop,https://p.scdn.co/mp3-preview/2286f4819e8f6efc43dbf2ca3ffe782c9205f674,"e.g. 張露 ""給我一個吻""","rgb(104, 154, 6)",14145px,506px,101%,20220927
kermis,https://p.scdn.co/mp3-preview/7e705bd1d93f89f789619ab49e4ba4ceaefe26d2,"e.g. Trammeland ""Kobus""","rgb(130, 137, 78)",13849px,621px,100%,20220927
rap latina,https://p.scdn.co/mp3-preview/e37b1984d77dd9e4b92abded2d585835dbea2b7e,"e.g. Sara Hebe ""Tuve que quemar""","rgb(172, 143, 6)",5187px,1141px,106%,20220927
funk mtg,https://p.scdn.co/mp3-preview/133ccfd5625c9edeed309ac44cbf42391fc57f2c,"e.g. Mc Souza ""Ela Faz Horrores Com a Xrc Dela X Cala a Boca""","rgb(171, 135, 6)",7950px,1296px,107%,20220927
contemporary vocal jazz,https://p.scdn.co/mp3-preview/8ebc7b553eefdbfe4ff16aefea5c67383c99ba6d,"e.g. Ann Hampton Callaway ""A Kiss To Build A Dream On""","rgb(70, 154, 12)",17783px,728px,104%,20220927
australian classical piano,https://p.scdn.co/mp3-preview/16cd40334b4e1780a712349e2f5f87619f789c50,"e.g. Antony Gray ""Le maître et l'élève, Op. 96: No. 2, Moment musical""","rgb(28, 164, 193)",20778px,510px,100%,20220927
kompa chretien,https://p.scdn.co/mp3-preview/66136033a0b80cd061df63413cce1d2f02d9f5cb,"e.g. DJ H509 ""Tu es Yahweh""","rgb(167, 141, 12)",7907px,733px,100%,20220927
jazz trumpet,https://p.scdn.co/mp3-preview/83c1dc51698a53fb78a48c5cda7d1ef2ef376ce9,"e.g. Tom Harrell ""Journey to the Stars""","rgb(87, 140, 100)",18032px,890px,103%,20220927
fingerstyle,https://p.scdn.co/mp3-preview/12967318f624d8b714a47b6c734a4a69648e36c3,"e.g. Peter Finger ""101 South""","rgb(76, 168, 177)",16758px,886px,101%,20220927
histoire pour enfants,https://p.scdn.co/mp3-preview/0304a2fb61ce34ff0fc167b24a52fbf80fa6fff4,"e.g. Gérard Rouzier ""Mout le mouton""","rgb(78, 136, 6)",15705px,1177px,100%,20220927
swedish rock-and-roll,https://p.scdn.co/mp3-preview/3df89c2c8b5d69c699f59ce524288bebc3516f0f,"e.g. Ola & The Janglers ""Let's Dance""","rgb(177, 122, 69)",10950px,655px,100%,20220927
musica brasiliense,https://p.scdn.co/mp3-preview/82c7af88b95a7c2a9812edeaeaafebb6657b2332,"e.g. Letícia Fialho ""Corpo e Canção""","rgb(124, 150, 36)",12024px,827px,100%,20220927
mambo,https://p.scdn.co/mp3-preview/3ccfb935bde1972c46115f0c1914dec8e9c4ac0d,"e.g. Orquesta Aragón ""Quiéreme Sempre""","rgb(140, 128, 69)",15511px,1011px,101%,20220927
variete francaise,https://p.scdn.co/mp3-preview/c21270a9ead14b79e384226cb047dfb48d120baf,"e.g. Arcadian ""Ton combat""","rgb(165, 138, 2)",7771px,731px,102%,20220927
