genre,preview_url,preview_track,color,top,left,font_size,run_date
rap tico,https://p.scdn.co/mp3-preview/5c4323fcf28e121c40672b86755ad0ff25fc0603,"e.g. Crypy ""Big Man""","rgb(177, 135, 34)",9309px,1110px,100%,20220322
judaica,https://p.scdn.co/mp3-preview/55655cb9e904f3ba45705485d2023aa4f218feee,"e.g. Yosef Karduner ""V'afilu B'hastara""","rgb(79, 145, 22)",14438px,713px,101%,20220322
musica amapaense,https://p.scdn.co/mp3-preview/cad8a16b9c4cdfa72730ec7f7c2a93438ef509da,"e.g. Patrícia Bastos ""Dançando com Oxum""","rgb(160, 136, 11)",9061px,774px,100%,20220322
folk rock italiano,https://p.scdn.co/mp3-preview/8cca442cdc2252e0fd757122e82687225ba601ad,"e.g. Bandabardò ""Se mi rilasso collasso""","rgb(132, 138, 11)",12812px,731px,102%,20220322
kompa chretien,https://p.scdn.co/mp3-preview/bab327f457f5a7aa40e9c89106d7b09cac7dccc4,"e.g. S.B.M. ""Jezi Men Mwen""","rgb(166, 140, 12)",7859px,731px,100%,20220322
indonesian folk,https://p.scdn.co/mp3-preview/76ce23c47e465a722d88aa8505666a967ea889f9,"e.g. Float ""Pulang""","rgb(106, 157, 25)",13429px,613px,102%,20220322
piano blues,https://p.scdn.co/mp3-preview/fd161f29a12adc40d69671ad6ff05a20135dab40,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",16800px,920px,102%,20220322
japanese classical piano,https://p.scdn.co/mp3-preview/eda384587746113834662c6b850b81eb6343e43b,"e.g. Frédéric Chopin ""Chopin: 24 Preludes, Op. 28: No. 17 in A-Flat Major""","rgb(37, 159, 200)",19811px,529px,100%,20220322
canadian blues,https://p.scdn.co/mp3-preview/73f3709118c79dc6823ba1a80a9ac0d947627515,"e.g. Colin James ""Three Hours Past Midnight""","rgb(151, 127, 14)",11796px,736px,100%,20220322
dutch musical,https://p.scdn.co/mp3-preview/1c9e38c243530c813e8c5aab94000ad9612951a9,"e.g. Cast Mary Poppins ""Supercalifragilisticexpialidasties""","rgb(117, 141, 19)",14169px,552px,100%,20220322
cante alentejano,https://p.scdn.co/mp3-preview/8c809769e53463235a5fcb1a8a6d56e41fba903c,"e.g. Rancho De Cantadores De Aldeia Nova De São Bento ""Trago Alentejo Na Voz""","rgb(58, 156, 94)",18861px,629px,100%,20220322
blues,https://p.scdn.co/mp3-preview/76a319173677aa416718c3b253917fc966073b45,"e.g. Junior Wells ""She's A Sweet One""","rgb(105, 134, 32)",16680px,1011px,104%,20220322
zim gospel,https://p.scdn.co/mp3-preview/bbf7f5a32db267be799fd0ada8ddb7ec0e5d5fe7,"e.g. Charles Charamba ""Kana vanhu vangu""","rgb(159, 136, 4)",9755px,665px,100%,20220322
cha-cha-cha,https://p.scdn.co/mp3-preview/99d613154f036a571fb8fb0bdb7b4af80f04cb4d,"e.g. Orquesta América ""La Basura""","rgb(127, 133, 62)",15410px,969px,101%,20220322
candombe,https://p.scdn.co/mp3-preview/5a6b3342a2ece487153c18488c9d0511674daba3,"e.g. Jorginho Gularte ""Tambor, Tambora""","rgb(158, 130, 38)",10387px,971px,100%,20220322
