genre,preview_url,preview_track,color,top,left,font_size,run_date
pixie,https://p.scdn.co/mp3-preview/61526f6336d809f651a10ceb98d34c8fd44ae7a9,"e.g. Tonight Alive ""Little Lion Man""","rgb(198, 116, 9)",3889px,371px,105%,20220212
flamenco,https://p.scdn.co/mp3-preview/75617d52b4faa1182ee9d2fa18ded577a3e941d1,"e.g. La Macanita ""Adiós Tristeza""","rgb(113, 140, 54)",16464px,907px,102%,20220212
bebop,https://p.scdn.co/mp3-preview/894efd729bb47128cb609df308ee530d685870b9,"e.g. Kenny Dorham ""Alone Together - Rudy Van Gelder Remaster""","rgb(86, 145, 110)",17601px,925px,104%,20220212
romanian classical piano,https://p.scdn.co/mp3-preview/b2aa017c099715fa6872d97b894099870883d20d,"e.g. Franz Schubert ""4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto""","rgb(34, 166, 216)",20568px,552px,100%,20220212
oeteldonk,https://p.scdn.co/mp3-preview/6c3a55c54845ab86281580e2822229b545975068,"e.g. Foe Jong Bende ""Lekker Lôpe""","rgb(150, 107, 12)",13649px,883px,100%,20220212
regional mexican,https://p.scdn.co/mp3-preview/6c4eb9edf1fe123d6d47955e28d7460664d46846,"e.g. Colmillo Norteño ""Sueño Guajiro""","rgb(152, 143, 5)",11429px,1008px,121%,20220212
balochi folk,https://p.scdn.co/mp3-preview/9bfbab60567f78458fdfa45db12532287530bc53,"e.g. Golbang ""Nazina Baluchana (Proud Baluchis)""","rgb(188, 115, 22)",10689px,931px,100%,20220212
bandinhas,https://p.scdn.co/mp3-preview/18ba571f85a26b8faebea4df532784a98ffd645d,"e.g. Os Atuais ""Do Outro Lado da Cidade""","rgb(209, 122, 5)",5039px,937px,101%,20220212
kizomba antigas,https://p.scdn.co/mp3-preview/7718bf6a6465577929403333b5426cc06a0b072e,"e.g. Don Kikas ""Sexta-Feira""","rgb(183, 141, 28)",2900px,1055px,100%,20220212
coco,https://p.scdn.co/mp3-preview/919d0b9a3f5f1cf65cd83ee3981e7ab9591dfc2c,"e.g. Lia de Itamaracá ""Meu São Jorge""","rgb(176, 125, 5)",10798px,1036px,100%,20220212
azontobeats,https://p.scdn.co/mp3-preview/833afe9d2546f09b7aa5fc91550456b44e42c7d3,"e.g. Serge Beynaud ""Lifuende""","rgb(191, 132, 6)",7801px,1006px,104%,20220212
rap siciliano,https://p.scdn.co/mp3-preview/7581b4ee553058483b67874ead27e3ede1b1660f,"e.g. L'Elfo ""Disturbato""","rgb(175, 135, 8)",7988px,958px,101%,20220212
kentucky mountain folk,https://p.scdn.co/mp3-preview/f88780ead57d6ed00b0a0452cb7be71e851d147e,"e.g. Pete Steele ""Last Payday at Coal Creek""","rgb(79, 154, 55)",18430px,907px,100%,20220212
j-idol,https://p.scdn.co/mp3-preview/097a932b15e79675c99f24e6ee396cde00fc80a9,"e.g. Momoiro Clover Z ""行くぜっ!怪盗少女""","rgb(218, 112, 46)",2299px,478px,102%,20220212
hardcore punk,https://p.scdn.co/mp3-preview/e8e8afe3a2a95660831fdca9a1b61b46a1b93354,"e.g. Poison Idea ""The Badge""","rgb(222, 70, 45)",10121px,289px,103%,20220212
cuatro puertorriqueno,https://p.scdn.co/mp3-preview/4eb919b4a05e8095cc6ff760e64a881d9b1023c7,"e.g. Tony Croatto ""El Niño Jesús""","rgb(137, 144, 55)",12773px,993px,100%,20220212
georgian polyphony,https://p.scdn.co/mp3-preview/4c9c4b894b204ca5363c94c9a3c7f928bf60dab6,"e.g. Kolkheti ""Popurri Kartuli Melodiebis Temebze (Potpourri of Melodies from Kartuli)""","rgb(49, 165, 38)",20408px,194px,100%,20220212
dub poetry,https://p.scdn.co/mp3-preview/077dc642c1b7c5b8da368f0d18068adcd0321d31,"e.g. Linton Kwesi Johnson ""Inglan Is A Bitch""","rgb(132, 132, 37)",7499px,1238px,100%,20220212
nursery,https://p.scdn.co/mp3-preview/796707707f41362a0833abfd98f0a0c4a3bc2bf8,"e.g. Tumble Tots ""Elephants Have Wrinkles""","rgb(56, 169, 121)",13624px,931px,102%,20220212
trouvere,https://p.scdn.co/mp3-preview/7dc770971140f2d311aa62a1711d35966a2a1731,"e.g. Conon de Béthune ""Ahi! Amours""","rgb(42, 150, 33)",18148px,583px,100%,20220212
corrido,https://p.scdn.co/mp3-preview/435c6a182e82f7c6ff816f3397c7d19c00820665,"e.g. Los Gemelos De Sinaloa ""Si Me Ven""","rgb(164, 139, 1)",11569px,1081px,113%,20220212
bronx drill,https://p.scdn.co/mp3-preview/a9be69cffd6c91fc74eb800b4321548bef91bf35,"e.g. CHII WVTTZ ""Don't Trip""","rgb(163, 130, 3)",7413px,1163px,102%,20220212
king of prism,https://p.scdn.co/mp3-preview/ac62be61b36a03a080074a5289048f5eceecb1bf,"e.g. Over The Rainbow (CV:柿原徹也&前野智昭&増田俊樹) ""athletic core""","rgb(221, 111, 69)",2098px,414px,100%,20220212
neo-trad metal,https://p.scdn.co/mp3-preview/48240346466d6e374c217484e332f0a03c195a15,"e.g. Crystal Viper ""Still Alive""","rgb(224, 85, 31)",5112px,226px,101%,20220212
russian heavy metal,https://p.scdn.co/mp3-preview/155a025fa7efe56fd3acabd8302e698885d83b5f,"e.g. Театр Теней ""Верь только себе""","rgb(209, 104, 19)",6479px,302px,100%,20220212
corridos alternativos,https://p.scdn.co/mp3-preview/82c2b2112c000634d9457e2f67851f92ef45b8f1,"e.g. Escolta De Guerra ""Por Donde Yo Quiero (El Cholo Vago)""","rgb(170, 134, 1)",11595px,1077px,104%,20220212
dutch black metal,https://p.scdn.co/mp3-preview/f6458fe913e9f52564e1d213ad5df1626f0abc4d,"e.g. Fluisteraars ""Het overvleugelen der meute""","rgb(207, 64, 154)",9678px,63px,100%,20220212
german heavy metal,https://p.scdn.co/mp3-preview/5dc94eb24ed6131f2139b14a5083dcb99c2dae2e,"e.g. Herman Frank ""Teutonic Order""","rgb(217, 94, 22)",4958px,270px,101%,20220212
japanese power metal,https://p.scdn.co/mp3-preview/cedeb41e54a6ecd174e6e7b89fdda28955e0dbe5,"e.g. GALNERYUS ""HUNTING FOR YOUR DREAM""","rgb(221, 89, 37)",5149px,185px,101%,20220212
canadian stoner rock,https://p.scdn.co/mp3-preview/b058767a50f597addfc890117b57fb826a55e448,"e.g. We Hunt Buffalo ""Heavy Low""","rgb(207, 101, 96)",9900px,187px,100%,20220212
brazilian progressive metal,https://p.scdn.co/mp3-preview/d1aa2ff1afd6fad74213fb1b172e29469b14bd14,"e.g. Almah ""Beyond Tomorrow""","rgb(209, 99, 39)",6159px,237px,100%,20220212
corridos tumbados,https://p.scdn.co/mp3-preview/1965142bd53645809390d26a783bb9314fec8a13,"e.g. Zexta Alianza ""Pa Que Vayan y Digan""","rgb(162, 141, 1)",11645px,1029px,110%,20220212
technical brutal death metal,https://p.scdn.co/mp3-preview/28f55066e6f9ddca83af40f94bf873322bc87387,"e.g. Arkaik ""Wayward Opulence""","rgb(236, 60, 157)",8833px,189px,100%,20220212
brutal deathcore,https://p.scdn.co/mp3-preview/bd57e25127f40a7613cb82dc5a3b240662590fa4,"e.g. Fit For An Autopsy ""Two Towers""","rgb(230, 69, 91)",6355px,192px,101%,20220212
italian new wave,https://p.scdn.co/mp3-preview/c636b313382a121eadf005a8ab836e097b5bdec0,"e.g. Krisma ""Black Silk Stocking""","rgb(178, 121, 70)",5803px,622px,100%,20220212
uk funky,https://p.scdn.co/mp3-preview/663cdd65fa08e33bc0937fbf7073073a8bd6b6ea,"e.g. DJ MA1 ""Im Right Here (Naughty Mix)""","rgb(186, 137, 76)",2138px,1128px,103%,20220212
epicore,https://p.scdn.co/mp3-preview/b74eeb94abd1e2ec34638ec860cce4b86d20ea2f,"e.g. Mark Petrie ""Torsion""","rgb(129, 134, 189)",8600px,334px,103%,20220212
ainu folk,https://p.scdn.co/mp3-preview/14058f865c1328867582604de9c14afa54128fa1,"e.g. Umeko Ando ""Battaki - Nicolá Cruz Remix""","rgb(109, 145, 60)",12158px,943px,100%,20220212
synthwave brasileiro,https://p.scdn.co/mp3-preview/6615deac931aa3039d1146781a7cbc3b148b5f65,"e.g. Windows 96 ""Caligula""","rgb(161, 144, 156)",3141px,588px,100%,20220212
techno rave,https://p.scdn.co/mp3-preview/58adb249d131e43b749dc3f8880cc0a03c09ef0f,"e.g. Kozlov ""Tchernobyl""","rgb(218, 114, 201)",708px,968px,100%,20220212
rebel blues,https://p.scdn.co/mp3-preview/fcb750e22412939c65bbb25e669390384e4686cc,"e.g. Esterly ""This Is My World""","rgb(170, 133, 75)",4611px,566px,103%,20220212
japanese vgm,https://p.scdn.co/mp3-preview/a3ea3aae4fd3e3488442278e2bb6a38389344451,"e.g. Yasunori Mitsuda ""CHRONO CROSS 〜時の傷痕〜""","rgb(146, 132, 175)",6528px,392px,102%,20220212
deep indie pop,https://p.scdn.co/mp3-preview/bb358f8eb06d67f80ce04dfb33857c04c56890cf,"e.g. Summer Dregs ""Sideshow (Remix)""","rgb(160, 129, 60)",8551px,503px,100%,20220212
hardcore techno,https://p.scdn.co/mp3-preview/c3bf5aa8bf97f5a032e674234a0a23f466166a53,"e.g. DJ Seduction ""Sample-Mania""","rgb(222, 101, 103)",1816px,758px,103%,20220212
noise,https://p.scdn.co/mp3-preview/b3db8d9c64477d31835d2f930515f557e7126d67,"e.g. Ramleh ""Bite The Bolster""","rgb(170, 53, 160)",11748px,185px,100%,20220212
latin soundtrack,https://p.scdn.co/mp3-preview/207e2152ff6592e2d391fade1e20f2f65ec573bd,"e.g. Fernando Velázquez ""Ojalá Tuviera Cien Años""","rgb(69, 156, 172)",15196px,313px,101%,20220212
gong,https://p.scdn.co/mp3-preview/cbc5ad3742d882ab79b8b6cc7fb93b2169978a80,"e.g. Gong Gunung Sari ""Galang Kangin""","rgb(120, 145, 155)",16438px,806px,100%,20220212
renaissance,https://p.scdn.co/mp3-preview/67e6c90242de5b8488db7d19f56093bb2c3ac2c8,"e.g. Pierre Certon ""O Madame, per-je mon tems""","rgb(33, 165, 85)",19907px,267px,100%,20220212
french worship,https://p.scdn.co/mp3-preview/97534067ede1c7ed90ae8ecb7c758e702a7dc367,"e.g. Embrase nos coeurs ""Yahwe""","rgb(111, 150, 18)",13316px,530px,101%,20220212
tahitian traditional,https://p.scdn.co/mp3-preview/b28528795ff25faa1fc3e4f4a3609e0ddd05ac76,"e.g. Groupe Folklorique Fetia ""Hoe Ana""","rgb(137, 113, 66)",14477px,954px,100%,20220212
nordic ambient,https://p.scdn.co/mp3-preview/445a293ca65f5b7a916ef659eb2ef8752fcba73c,"e.g. Vladislav Delay ""Ranta - 2020 Remaster""","rgb(83, 148, 203)",13952px,261px,100%,20220212
bhutanese pop,https://p.scdn.co/mp3-preview/ee6ba7315b775e758ad42e3ffaf6ce209923d359,"e.g. SONAM WANGCHEN ""Choe Lu Ta Dhi""","rgb(101, 156, 71)",12294px,832px,100%,20220212
bernu dziesmas,https://p.scdn.co/mp3-preview/ae20f728f1af763c6fcbf479227a4ba50d1cf826,"e.g. Dzeguzīte ""Anniņa Vanniņā""","rgb(114, 154, 37)",10220px,907px,100%,20220212
korean phantom singer,https://p.scdn.co/mp3-preview/8845daea8622e095f8c6882416a776e8a75cf4c6,"e.g. Ko Eun Sung ""L'envie d'aimer (From ""Les dix Commandements"")""","rgb(119, 153, 46)",14240px,430px,100%,20220212
rave,https://p.scdn.co/mp3-preview/d8d75ae0f491ed6ba1d96f2314c3bfad94369f28,"e.g. SL2 ""On a Ragga Tip '97 - Original Mix""","rgb(211, 114, 135)",1483px,817px,102%,20220212
deep eurodance,https://p.scdn.co/mp3-preview/82faac9604b59846920849d3d9c8dcec20e64911,"e.g. Shannon James ""Wrecking Ball""","rgb(183, 132, 86)",2152px,983px,100%,20220212
swedish experimental,https://p.scdn.co/mp3-preview/ce3b58b35aa736189ea93cac985153035cf289be,"e.g. Raison D'être ""Mouldering The Forlorn II""","rgb(99, 123, 177)",13752px,234px,100%,20220212
quebec indie,https://p.scdn.co/mp3-preview/ddb0ac5e72b339e40b3d0a99c921229190e90a6c,"e.g. Plants and Animals ""House On Fire""","rgb(159, 132, 65)",8438px,484px,102%,20220212
chapman stick,https://p.scdn.co/mp3-preview/c55bb58e4482f826dc92e19a39f51ed986739517,"e.g. Larry Tuttle ""Hot and Tasty""","rgb(99, 155, 187)",13883px,627px,100%,20220212
marimba,https://p.scdn.co/mp3-preview/7659658652b2fb5e6f9ab1ccf79d1b4af7a907cd,"e.g. Chin Cheng Lin ""Cappuccino Lovely: No. 2. Milk""","rgb(40, 177, 192)",19125px,826px,100%,20220212
barnemusikk,https://p.scdn.co/mp3-preview/5e3033efa14a12481fcbba8201281188e2c98d3a,"e.g. Anne Brændeland ""Ole Brumm""","rgb(98, 147, 12)",12921px,976px,101%,20220212
cornish folk,https://p.scdn.co/mp3-preview/45783b11737f65532890d248241e365ed3ca84c2,"e.g. The Fisherman’s Friends ""Shanty Man""","rgb(77, 150, 18)",15449px,739px,100%,20220212
lexington ky indie,https://p.scdn.co/mp3-preview/75b2cfddd27140aedacbd515d845fc9d45fe7915,"e.g. Grayson Jenkins ""Cowboy Dream""","rgb(148, 130, 33)",10467px,648px,100%,20220212
scottish techno,https://p.scdn.co/mp3-preview/a5691279fdb611eabc3713549687d361276b78ce,"e.g. Slam ""Construct""","rgb(186, 141, 204)",840px,1163px,101%,20220212
albuquerque indie,https://p.scdn.co/mp3-preview/2a9bc9d9384dd413f5b4138fa38a759c71613361,"e.g. Beirut ""Nantes""","rgb(148, 132, 45)",8881px,622px,101%,20220212
belly dance,https://p.scdn.co/mp3-preview/f98a7c97a67327327678e841e989b93a4382b32f,"e.g. Al-Ahram Orchestra ""Layali Al Sharq""","rgb(168, 125, 78)",7751px,913px,101%,20220212
australian ska,https://p.scdn.co/mp3-preview/dd458a3255936e7126aabd4c03c50e79b9fb1de8,"e.g. The Bennies ""Party Machine""","rgb(198, 111, 21)",7288px,754px,100%,20220212
deep ambient,https://p.scdn.co/mp3-preview/27436c58df5bf686dff2c51ab9ecf47cdbf44251,"e.g. Lucette Bourdin ""Russian Snow""","rgb(71, 144, 205)",15142px,187px,100%,20220212
vienna indie,https://p.scdn.co/mp3-preview/8e2040f74012ced9eff91890940c3674735dd92e,"e.g. Bilderbuch ""Maschin""","rgb(155, 135, 39)",7673px,611px,101%,20220212
experimental hip hop,https://p.scdn.co/mp3-preview/c8a292d71d4ac0af5e72b3305d614a80f964dccd,"e.g. Pink Siifu ""stay sane""","rgb(162, 125, 61)",9484px,765px,103%,20220212
irish pub song,https://p.scdn.co/mp3-preview/364d545d5a52eceeffed24edb24d7b1833d206e6,"e.g. Barnbrack ""Belfast""","rgb(102, 143, 12)",14982px,802px,101%,20220212
montana indie,https://p.scdn.co/mp3-preview/8829ba115da5696ecc1fd8b0e09fdf1729687ef0,"e.g. Kitchen Dwellers ""Gypsy""","rgb(133, 136, 40)",10602px,697px,100%,20220212
indie jazz,https://p.scdn.co/mp3-preview/279d74631082c48d8119052bf6ff190f722fe441,"e.g. Tenderlonious ""Expansions""","rgb(140, 138, 113)",8973px,893px,103%,20220212
progressive trance house,https://p.scdn.co/mp3-preview/7280c8bd268e911c359d9c4e82afedf0fc09f2ef,"e.g. Dezza ""Settle""","rgb(186, 143, 186)",828px,1075px,101%,20220212
shibuya-kei,https://p.scdn.co/mp3-preview/815a350490acbe026d0dcc497e8ad8b3fb887574,"e.g. Flipper's Guitar ""恋とマシンガン -Young,Alive,in Love-""","rgb(172, 128, 61)",5558px,754px,102%,20220212
nottingham indie,https://p.scdn.co/mp3-preview/111be9f05bca688517503665d00b64092728499a,"e.g. Jake Bugg ""Lightning Bolt""","rgb(149, 136, 58)",10588px,469px,101%,20220212
french jazz,https://p.scdn.co/mp3-preview/9c247930f9ca3c2d59786ea0a90c7adf4b56e9d2,"e.g. Baptiste Trotignon ""Mon fantôme""","rgb(88, 144, 147)",17147px,983px,101%,20220212
german dnb,https://p.scdn.co/mp3-preview/7e1132010494e06d1474ad9a51fb81ccc78a25ae,"e.g. Misanthrop ""Feel""","rgb(218, 132, 169)",1495px,999px,100%,20220212
south african pop,https://p.scdn.co/mp3-preview/3caa052a4193a25e5d6e1d8cb9770b853865023d,"e.g. GoodLuck ""Back In The Day""","rgb(163, 137, 20)",5639px,843px,103%,20220212
deep german indie,https://p.scdn.co/mp3-preview/91ddb2c8a3d7d30cd1ee5d54f86d288aeb6c023a,"e.g. Ludwig Van ""Power""","rgb(156, 136, 47)",6506px,595px,100%,20220212
oc indie,https://p.scdn.co/mp3-preview/0fceed53ad402fa555678ce69a26486a6f3a15c2,"e.g. 3lh ""Lonely Hearts""","rgb(169, 123, 46)",7886px,552px,101%,20220212
siberian folk,https://p.scdn.co/mp3-preview/f4c7b3ff0b8bb747bbec7f2cd8cbfa26f325e21e,"e.g. Huun-Huur-Tu ""Ancestors""","rgb(109, 140, 46)",14401px,523px,100%,20220212
finnish indie,https://p.scdn.co/mp3-preview/1d630485fec77e1dd9725cac3af53e0431be6595,"e.g. Joose Keskitalo ""Tietoisuus""","rgb(154, 135, 70)",8710px,588px,101%,20220212
french movie tunes,https://p.scdn.co/mp3-preview/c3c69ad56213d61d224847e462fa54973973ba5d,"e.g. Jean Stout ""Il En Faut Peu Pour Être Heureux""","rgb(116, 138, 16)",13279px,874px,101%,20220212
faroese jazz,https://p.scdn.co/mp3-preview/5595d4b211a6ef9b96482a0e2f7d0f2ffdbd8c59,"e.g. Plumm ""Stjørnuskot""","rgb(94, 146, 126)",14955px,663px,100%,20220212
schranz,https://p.scdn.co/mp3-preview/1c8aa3aebc83e58c384993ccf9a370e6baa2be5f,"e.g. O.B.I. ""Gib Mir Alles - Original Mix""","rgb(221, 94, 191)",722px,999px,100%,20220212
mexican indie,https://p.scdn.co/mp3-preview/f9a205d224f6b5a5b66a745d5db8617aa2e5bac0,"e.g. Rey Pila ""Ninjas""","rgb(170, 133, 40)",4838px,700px,105%,20220212
solipsynthm,https://p.scdn.co/mp3-preview/5246352884be207247a099ed8068d0234ea0684f,"e.g. London-Utrecht ""We live the dream""","rgb(176, 136, 84)",2464px,779px,100%,20220212
indian ambient,https://p.scdn.co/mp3-preview/a52dad996d546569ce1da73dd20c34d7bc0a9881,"e.g. 4lienetic ""Last Forever""","rgb(105, 157, 198)",11079px,330px,100%,20220212
peruvian indie,https://p.scdn.co/mp3-preview/21938191fa72119f56b98362b6e62ddf8006a82a,"e.g. TOURISTA ""Explotar Contigo""","rgb(157, 138, 48)",7402px,739px,101%,20220212
american primitive,https://p.scdn.co/mp3-preview/bc8cc09a16b54cc8f46f995fd2ae35117f0ac9df,"e.g. Jack Rose ""Kensington Blues""","rgb(89, 162, 191)",16144px,598px,100%,20220212
show tunes,https://p.scdn.co/mp3-preview/d60813abb8d64160353c3f6e2ef1f18add66d965,"e.g. Christopher Fitzgerald ""Never Ever Getting Rid of Me""","rgb(88, 147, 30)",15811px,532px,107%,20220212
avant-garde,https://p.scdn.co/mp3-preview/10fff3a6de1f409c1fe7faea0c3c08f0485c8920,"e.g. John Cage ""In a Landscape""","rgb(39, 149, 127)",19259px,386px,101%,20220212
bells,https://p.scdn.co/mp3-preview/37969466ad5aa61bd849e35adf19bd0cfd019c33,"e.g. Glockengeläut - Bells Ringing ""Kölner Dom""","rgb(78, 129, 203)",18831px,306px,100%,20220212
macedonian electronic,https://p.scdn.co/mp3-preview/1233195218e9f9edca4534591171714b0dc9561c,"e.g. Galoski ""On My Mind""","rgb(191, 139, 195)",754px,1259px,100%,20220212
chill out,https://p.scdn.co/mp3-preview/bdce5b7606a74044fc4998f4211f68e0898cd127,"e.g. Clush ""Afternoon""","rgb(122, 163, 195)",7185px,889px,101%,20220212
ukrainian electronic,https://p.scdn.co/mp3-preview/1d6ed6cf59cb520650a3c68ba0e0eb1a08a9b522,"e.g. 8Kays ""Easy""","rgb(188, 141, 186)",1123px,1135px,101%,20220212
indian lo-fi,https://p.scdn.co/mp3-preview/13a2745b17b7444e5390df3ca7711dbafbfddb84,"e.g. VIBIE ""Saibo - Lofi Flip""","rgb(114, 154, 95)",9641px,817px,101%,20220212
nordic soundtrack,https://p.scdn.co/mp3-preview/ea706b3bc62170341fbf664b6cb9f491c55e7b63,"e.g. Atli Örvarsson ""Midnight in the Garden""","rgb(65, 156, 190)",14264px,281px,101%,20220212
thai indie,https://p.scdn.co/mp3-preview/916ec247679acea5272934def4a92300d9b07945,"e.g. Moderndog ""ตาสว่าง""","rgb(165, 133, 27)",5790px,711px,100%,20220212
korean electropop,https://p.scdn.co/mp3-preview/daa6ccb5af1a81b1501c27cbb26e3d86f0805221,"e.g. We Are The Night ""Dreamcatcher""","rgb(151, 144, 82)",6313px,711px,101%,20220212
schrammelmusik,https://p.scdn.co/mp3-preview/8d1b4ebc13f55600080363ce81044065e21be4ed,"e.g. Schrammel-Ensemble Alfons Bauer ""Wiener Blut""","rgb(69, 158, 81)",18109px,817px,100%,20220212
pakistani indie,https://p.scdn.co/mp3-preview/df91ca7daf09846c6b584fb64fb2a507260e2b44,"e.g. Talal Qureshi ""PAISA""","rgb(139, 143, 57)",9041px,611px,101%,20220212
