genre,preview_url,preview_track,color,top,left,font_size,run_date
lovers rock,https://p.scdn.co/mp3-preview/8877bb6476ea39c04ef9102c8a883ac750129cb7,"e.g. Bitty McLean ""Walk Away From Love""","rgb(142, 145, 15)",6444px,1183px,103%,20220301
contemporary jazz,https://p.scdn.co/mp3-preview/9755b61b38977a3f61ec56b1a1a181e5485618af,"e.g. Vijay Iyer ""Human Nature""","rgb(80, 151, 152)",16598px,664px,103%,20220301
kompa chretien,https://p.scdn.co/mp3-preview/bab327f457f5a7aa40e9c89106d7b09cac7dccc4,"e.g. S.B.M. ""Jezi Men Mwen""","rgb(166, 140, 12)",7851px,730px,100%,20220301
indonesian folk,https://p.scdn.co/mp3-preview/76ce23c47e465a722d88aa8505666a967ea889f9,"e.g. Float ""Pulang""","rgb(106, 157, 25)",13415px,612px,102%,20220301
piano blues,https://p.scdn.co/mp3-preview/fd161f29a12adc40d69671ad6ff05a20135dab40,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",16757px,920px,101%,20220301
folk rock italiano,https://p.scdn.co/mp3-preview/8cca442cdc2252e0fd757122e82687225ba601ad,"e.g. Bandabardò ""Se mi rilasso collasso""","rgb(134, 138, 10)",13181px,720px,102%,20220301
japanese classical piano,https://p.scdn.co/mp3-preview/eda384587746113834662c6b850b81eb6343e43b,"e.g. Frédéric Chopin ""Chopin: 24 Preludes, Op. 28: No. 17 in A-Flat Major""","rgb(37, 159, 200)",19765px,528px,100%,20220301
adoracion pentecostal,https://p.scdn.co/mp3-preview/770597f86eae7a162015ec39211be66e065fb566,"e.g. Lina García ""Absoluto""","rgb(151, 146, 9)",8682px,809px,100%,20220301
dutch musical,https://p.scdn.co/mp3-preview/1c9e38c243530c813e8c5aab94000ad9612951a9,"e.g. Cast Mary Poppins ""Supercalifragilisticexpialidasties""","rgb(117, 141, 19)",14275px,551px,100%,20220301
canadian blues,https://p.scdn.co/mp3-preview/73f3709118c79dc6823ba1a80a9ac0d947627515,"e.g. Colin James ""Three Hours Past Midnight""","rgb(151, 127, 14)",12210px,735px,100%,20220301
cha-cha-cha,https://p.scdn.co/mp3-preview/99d613154f036a571fb8fb0bdb7b4af80f04cb4d,"e.g. Orquesta América ""La Basura""","rgb(128, 133, 63)",15349px,967px,101%,20220301
cante alentejano,https://p.scdn.co/mp3-preview/8c809769e53463235a5fcb1a8a6d56e41fba903c,"e.g. Rancho De Cantadores De Aldeia Nova De São Bento ""Trago Alentejo Na Voz""","rgb(58, 156, 94)",18799px,628px,100%,20220301
zim gospel,https://p.scdn.co/mp3-preview/bbf7f5a32db267be799fd0ada8ddb7ec0e5d5fe7,"e.g. Charles Charamba ""Kana vanhu vangu""","rgb(159, 136, 4)",9663px,664px,100%,20220301
sunshine pop,https://p.scdn.co/mp3-preview/1e016f28a51ad3297df56605c673774c80160d30,"e.g. The Cyrkle ""Red Rubber Ball""","rgb(126, 132, 8)",13723px,669px,103%,20220301
muzica usoara,https://p.scdn.co/mp3-preview/fb114541c87e93d58e7e0bdb77c75fe6132ff99e,"e.g. Gică Petrescu ""Uite-Așa Aș Vrea Să Mor""","rgb(128, 143, 7)",13254px,625px,100%,20220301
manitoba indie,https://p.scdn.co/mp3-preview/577ca59f002d78a8cc43533ade5c910bdf7dd540,"e.g. Begonia ""Juniper""","rgb(135, 141, 28)",11234px,556px,100%,20220301
taiwan indie,https://p.scdn.co/mp3-preview/b92c4668881b4a57553b3f2afdf33b43ef6edcfa,"e.g. Sorry Youth ""暗流""","rgb(150, 136, 34)",8484px,524px,102%,20220301
st petersburg fl indie,https://p.scdn.co/mp3-preview/fa23e128829e72eeca64f8c35dc6dc409e202b7a,"e.g. Polyenso ""Moona Festival""","rgb(158, 131, 41)",10177px,450px,100%,20220301
vancouver metal,https://p.scdn.co/mp3-preview/f41a45d75fe981a1e9096b6450e24e59bb36e9ce,"e.g. Archspire ""Drone Corpse Aviator""","rgb(208, 87, 90)",7686px,250px,100%,20220301
fado instrumental,https://p.scdn.co/mp3-preview/3cb6a481ef78f6cee3076820685925f59f22ca68,"e.g. Custódio Castelo ""In agradecimento Miss Morna""","rgb(105, 162, 143)",15952px,764px,100%,20220301
kolkata indie,https://p.scdn.co/mp3-preview/0175a8eec58779bb9356a7b42aa9a5adcee7240a,"e.g. Anupam Roy ""Journey Song""","rgb(147, 139, 10)",9290px,676px,100%,20220301
