genre,preview_url,preview_track,color,top,left,font_size,run_date
rap tico,https://p.scdn.co/mp3-preview/5c4323fcf28e121c40672b86755ad0ff25fc0603,"e.g. Crypy ""Big Man""","rgb(177, 135, 34)",8759px,1110px,100%,20220320
japanese classical piano,https://p.scdn.co/mp3-preview/eda384587746113834662c6b850b81eb6343e43b,"e.g. Frédéric Chopin ""Chopin: 24 Preludes, Op. 28: No. 17 in A-Flat Major""","rgb(37, 159, 200)",19810px,529px,100%,20220320
indonesian folk,https://p.scdn.co/mp3-preview/76ce23c47e465a722d88aa8505666a967ea889f9,"e.g. Float ""Pulang""","rgb(106, 157, 25)",13427px,613px,102%,20220320
folk rock italiano,https://p.scdn.co/mp3-preview/8cca442cdc2252e0fd757122e82687225ba601ad,"e.g. Bandabardò ""Se mi rilasso collasso""","rgb(134, 138, 10)",13256px,721px,102%,20220320
kompa chretien,https://p.scdn.co/mp3-preview/bab327f457f5a7aa40e9c89106d7b09cac7dccc4,"e.g. S.B.M. ""Jezi Men Mwen""","rgb(166, 140, 12)",7831px,731px,100%,20220320
piano blues,https://p.scdn.co/mp3-preview/fd161f29a12adc40d69671ad6ff05a20135dab40,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",16788px,920px,101%,20220320
cha-cha-cha,https://p.scdn.co/mp3-preview/99d613154f036a571fb8fb0bdb7b4af80f04cb4d,"e.g. Orquesta América ""La Basura""","rgb(128, 133, 62)",15389px,969px,101%,20220320
adoracion,https://p.scdn.co/mp3-preview/cc1acfbbb29eae3b4562e104eca9273ba609b416,"e.g. David Otero ""Aqui Desciende""","rgb(156, 139, 21)",8987px,580px,101%,20220320
cante alentejano,https://p.scdn.co/mp3-preview/8c809769e53463235a5fcb1a8a6d56e41fba903c,"e.g. Rancho De Cantadores De Aldeia Nova De São Bento ""Trago Alentejo Na Voz""","rgb(58, 156, 94)",18848px,629px,100%,20220320
blues,https://p.scdn.co/mp3-preview/76a319173677aa416718c3b253917fc966073b45,"e.g. Junior Wells ""She's A Sweet One""","rgb(105, 134, 33)",16641px,1011px,104%,20220320
dutch musical,https://p.scdn.co/mp3-preview/1c9e38c243530c813e8c5aab94000ad9612951a9,"e.g. Cast Mary Poppins ""Supercalifragilisticexpialidasties""","rgb(117, 141, 19)",14400px,552px,100%,20220320
zim gospel,https://p.scdn.co/mp3-preview/85590c196a74dce04dde58a3eec58008bdd1b326,"e.g. Charles Charamba ""Buruka!""","rgb(159, 136, 4)",9621px,665px,100%,20220320
