genre,preview_url,preview_track,color,top,left,font_size,run_date
pop,https://p.scdn.co/mp3-preview/1bd8b56f5623c6eee74601848b0abdca40688743,"e.g. Camila Cabello ""Bam Bam (feat. Ed Sheeran)""","rgb(167, 139, 9)",5370px,803px,160%,20230402
dance pop,https://p.scdn.co/mp3-preview/d91c20ec61866c6189684cba9b910f3795dd5690,"e.g. Jessie J ""Bang Bang""","rgb(184, 132, 16)",3469px,855px,142%,20230402
rap,https://p.scdn.co/mp3-preview/f8d5e3c37feb980e60cac2df4256250d4b5cf5b5,"e.g. French Montana ""Unforgettable""","rgb(169, 132, 5)",5637px,1094px,141%,20230402
rock,https://p.scdn.co/mp3-preview/02716794fa9bf3d9263d2ddd32389bbb9cede48b,"e.g. The Who ""Baba O'Riley""","rgb(177, 112, 29)",10661px,500px,136%,20230402
hip hop,https://p.scdn.co/mp3-preview/73a29edeace09e859acfd831d3adfbe22399fb53,"e.g. Naughty By Nature ""Hip Hop Hooray""","rgb(172, 125, 11)",6499px,1083px,133%,20230402
urbano latino,https://p.scdn.co/mp3-preview/3bc394a9377242a5c17e881c5bf9175b4ebb67eb,"e.g. Chris Jedi ""La Llevo Al Cielo (Ft. Ñengo Flow)""","rgb(191, 143, 2)",3242px,1172px,131%,20230402
pop rap,https://p.scdn.co/mp3-preview/c287b4ba7979f74719a7bfd28ca59735b6370b5e,"e.g. Soulja Boy ""Kiss Me Thru The Phone""","rgb(177, 133, 7)",4623px,1016px,127%,20230402
reggaeton,https://p.scdn.co/mp3-preview/338ed053ce26ccc3313b00b5e6153e60ffd2eb19,"e.g. Yandel ""Yandel 150""","rgb(194, 141, 3)",2930px,1172px,126%,20230402
edm,https://p.scdn.co/mp3-preview/3a5f069c4ebc35e487c3b4bd433f3e1756a2678e,"e.g. Dillon Francis ""Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA)""","rgb(200, 129, 62)",2549px,792px,125%,20230402
latin pop,https://p.scdn.co/mp3-preview/a26b703673f330dcb6ff491331b462c1eea34886,"e.g. Reyli Barba ""Amor del Bueno""","rgb(170, 139, 3)",6648px,818px,125%,20230402
trap,https://p.scdn.co/mp3-preview/862ad595b0c10e822e3cb283e459060919c8ca52,"e.g. Waka Flocka Flame ""No Hands (feat. Roscoe Dash & Wale)""","rgb(164, 141, 2)",5248px,1075px,124%,20230402
modern rock,https://p.scdn.co/mp3-preview/6082516f3c05520cc2cf8cecd17e4ce8667c459e,"e.g. GROUPLOVE ""Tongue Tied""","rgb(188, 119, 28)",5710px,455px,124%,20230402
classic rock,https://p.scdn.co/mp3-preview/6291f55a2e6ef6e126bb2c25cc4b62288ba804e0,"e.g. Steve Miller Band ""The Joker""","rgb(152, 121, 25)",12529px,685px,124%,20230402
r&b,https://p.scdn.co/mp3-preview/7019551765a068200d24b7899478d1d5bd81eb3a,"e.g. Keyshia Cole ""Love""","rgb(154, 139, 6)",6034px,928px,123%,20230402
pop dance,https://p.scdn.co/mp3-preview/1164c378d1a70ec8cfa42a28dc108503e8f62768,"e.g. Alesso ""Words (feat. Zara Larsson)""","rgb(201, 129, 58)",2496px,799px,123%,20230402
musica mexicana,https://p.scdn.co/mp3-preview/e9d147f0d634b11df1fa8acf58ac623f715d671c,"e.g. Colmillo Norteño ""Sueño Guajiro""","rgb(152, 143, 4)",12901px,1001px,123%,20230402
trap latino,https://p.scdn.co/mp3-preview/a9048d9e03c891951df93f671f3d814f574992c8,"e.g. Noriel ""Be Con Be""","rgb(173, 150, 2)",4652px,1176px,122%,20230402
