genre,preview_url,preview_track,color,top,left,font_size,run_date
south african deep house,https://p.scdn.co/mp3-preview/4bb8db2670e17f612e5499e148e1c12b9582abae,"e.g. China Charmeleon ""Bomalume""","rgb(152, 152, 151)",1045px,1286px,100%,20221030
french tech house,https://p.scdn.co/mp3-preview/b4d88e1de3f79372ebe478f34433d84d97c9ac4d,"e.g. Chicks Luv Us ""Connection""","rgb(194, 136, 184)",234px,1389px,101%,20221030
musica amapaense,https://p.scdn.co/mp3-preview/7c73d85d5829854f7d428ff2e2214aec4be1e345,"e.g. Patrícia Bastos ""U Amassu I U Dubradú""","rgb(160, 136, 11)",9344px,769px,100%,20221030
piano blues,https://p.scdn.co/mp3-preview/ad24245468823db16e794a31d2c1c5233cd370fe,"e.g. Champion Jack Dupree ""Junker's Blues""","rgb(102, 136, 45)",17304px,916px,101%,20221030
folk rock italiano,https://p.scdn.co/mp3-preview/baf40a0e4345959c7f3bece0f751c2198b70d07d,"e.g. Mercanti di Liquore ""Il viaggiatore""","rgb(133, 137, 10)",13808px,721px,102%,20221030
choro,https://p.scdn.co/mp3-preview/125803a8459fdb3fbbf91f27eae5ddb1291cbd2a,"e.g. Trio Madeira Brasil ""Santa morena""","rgb(100, 152, 117)",17177px,896px,101%,20221030
folk,https://p.scdn.co/mp3-preview/4a59c694892d14260d69bef03f45eab1543aafeb,"e.g. Loudon Wainwright III ""The Swimming Song""","rgb(98, 147, 17)",15323px,776px,109%,20221030
chutney,https://p.scdn.co/mp3-preview/760f92d4d5ca1feeb1a977c955545bbc8bcb1028,"e.g. Peter Ram ""Woman By My Side""","rgb(143, 130, 30)",14506px,816px,103%,20221030
cha-cha-cha,https://p.scdn.co/mp3-preview/3ccfb935bde1972c46115f0c1914dec8e9c4ac0d,"e.g. Orquesta Aragón ""Quiéreme Sempre""","rgb(127, 133, 62)",15848px,965px,101%,20221030
birmingham indie,https://p.scdn.co/mp3-preview/088d0edbe0a734dd0ef2fa9c510d8028dc870197,"e.g. Peace ""Lovesick""","rgb(167, 130, 31)",7315px,438px,100%,20221030
hampton roads indie,https://p.scdn.co/mp3-preview/5438ebd36b86e174310e54370861b2e213ed2f83,"e.g. The Hunts ""Valentina""","rgb(166, 130, 38)",9874px,444px,100%,20221030
classic australian country,https://p.scdn.co/mp3-preview/182797132739cb13613eeeef03b411eef19eb463,"e.g. Buddy Williams ""The Overlander Trail""","rgb(128, 142, 6)",12681px,855px,100%,20221030
fado instrumental,https://p.scdn.co/mp3-preview/be6a4dfe2d72231f29c0cb947f3c63d32dea6c9a,"e.g. Custódio Castelo ""In agradecimento Miss Morna""","rgb(107, 161, 142)",16393px,757px,100%,20221030
